2025-05-07 16:26:14,962 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_topk', visual_dir='./visual/machine/neighbor_topk', num_workers=36, gif_duration=500)
2025-05-07 16:26:14,962 - INFO - 当前评分模式: ['range_ratio']
2025-05-07 16:26:14,962 - INFO - 
==================================================
2025-05-07 16:26:14,962 - INFO - 开始执行网格搜索...
2025-05-07 16:26:14,968 - INFO - [machine-1-1] Starting grid search...
2025-05-07 16:27:07,292 - INFO - [machine-1-1.txt] mode=range_ratio, topk=1, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 16:39:03,293 - INFO - [machine-3-3.txt] mode=range_ratio, topk=2, threshold=6.0, P=0.2409, R=0.1988, F1=0.2178
2025-05-07 16:39:03,293 - INFO - [machine-3-3.txt] mode=range_ratio, topk=2, threshold=6.5, P=0.2426, R=0.1988, F1=0.2185
2025-05-07 16:39:03,293 - INFO - [machine-3-3.txt] mode=range_ratio, topk=2, threshold=7.0, P=0.2388, R=0.1928, F1=0.2133
2025-05-07 16:39:03,293 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=0.0, P=0.2007, R=0.3313, F1=0.2500
2025-05-07 16:39:03,293 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=0.5, P=0.2052, R=0.3313, F1=0.2535
2025-05-07 16:39:03,293 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=1.0, P=0.2075, R=0.3012, F1=0.2457
2025-05-07 16:39:03,293 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=1.5, P=0.2143, R=0.2892, F1=0.2462
2025-05-07 16:39:03,293 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=2.0, P=0.2150, R=0.2771, F1=0.2421
2025-05-07 16:39:03,293 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=2.5, P=0.2146, R=0.2651, F1=0.2372
2025-05-07 16:39:13,892 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=3.0, P=0.2135, R=0.2470, F1=0.2291
2025-05-07 16:39:25,076 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=3.5, P=0.2174, R=0.2410, F1=0.2286
2025-05-07 16:39:25,076 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=4.0, P=0.2216, R=0.2349, F1=0.2281
2025-05-07 16:39:25,076 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=4.5, P=0.2235, R=0.2289, F1=0.2262
2025-05-07 16:39:25,076 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=5.0, P=0.2331, R=0.2289, F1=0.2310
2025-05-07 16:39:25,077 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=5.5, P=0.2403, R=0.2229, F1=0.2312
2025-05-07 16:39:25,077 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=6.0, P=0.2400, R=0.2169, F1=0.2278
2025-05-07 16:39:25,077 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=6.5, P=0.2345, R=0.2048, F1=0.2186
2025-05-07 16:39:29,673 - INFO - [machine-3-3.txt] mode=range_ratio, topk=3, threshold=7.0, P=0.2292, R=0.1988, F1=0.2129
2025-05-07 16:39:29,673 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=0.0, P=0.1966, R=0.3434, F1=0.2500
2025-05-07 16:39:29,673 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=0.5, P=0.2014, R=0.3434, F1=0.2539
2025-05-07 16:39:29,673 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=1.0, P=0.2054, R=0.3193, F1=0.2500
2025-05-07 16:39:38,870 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=1.5, P=0.2134, R=0.3072, F1=0.2519
2025-05-07 16:39:38,871 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=2.0, P=0.2098, R=0.2831, F1=0.2410
2025-05-07 16:39:38,871 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=2.5, P=0.2093, R=0.2711, F1=0.2362
2025-05-07 16:39:38,871 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=3.0, P=0.2136, R=0.2651, F1=0.2366
2025-05-07 16:39:38,871 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=3.5, P=0.2165, R=0.2530, F1=0.2333
2025-05-07 16:39:38,871 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=4.0, P=0.2151, R=0.2410, F1=0.2273
2025-05-07 16:39:38,871 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=4.5, P=0.2186, R=0.2410, F1=0.2292
2025-05-07 16:39:48,281 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=5.0, P=0.2247, R=0.2410, F1=0.2326
2025-05-07 16:39:48,282 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=5.5, P=0.2353, R=0.2410, F1=0.2381
2025-05-07 16:39:48,282 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=6.0, P=0.2284, R=0.2229, F1=0.2256
2025-05-07 16:39:48,282 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=6.5, P=0.2357, R=0.2229, F1=0.2291
2025-05-07 16:39:48,282 - INFO - [machine-3-3.txt] mode=range_ratio, topk=4, threshold=7.0, P=0.2323, R=0.2169, F1=0.2243
2025-05-07 16:39:48,404 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=0.0, P=0.1973, R=0.3554, F1=0.2538
2025-05-07 16:39:48,404 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=0.5, P=0.2000, R=0.3554, F1=0.2560
2025-05-07 16:39:55,154 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=1.0, P=0.2079, R=0.3494, F1=0.2607
2025-05-07 16:39:55,155 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=1.5, P=0.2069, R=0.3253, F1=0.2529
2025-05-07 16:39:55,155 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=2.0, P=0.2195, R=0.3253, F1=0.2621
2025-05-07 16:39:55,155 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=2.5, P=0.2241, R=0.3133, F1=0.2613
2025-05-07 16:39:55,155 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=3.0, P=0.2172, R=0.2892, F1=0.2481
2025-05-07 16:39:55,155 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=3.5, P=0.2201, R=0.2771, F1=0.2453
2025-05-07 16:39:55,155 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=4.0, P=0.2217, R=0.2711, F1=0.2439
2025-05-07 16:40:06,166 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=4.5, P=0.2245, R=0.2651, F1=0.2431
2025-05-07 16:40:06,167 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=5.0, P=0.2251, R=0.2590, F1=0.2409
2025-05-07 16:40:06,167 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=5.5, P=0.2363, R=0.2590, F1=0.2471
2025-05-07 16:40:06,167 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=6.0, P=0.2402, R=0.2590, F1=0.2493
2025-05-07 16:40:06,167 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=6.5, P=0.2457, R=0.2590, F1=0.2522
2025-05-07 16:40:06,167 - INFO - [machine-3-3.txt] mode=range_ratio, topk=5, threshold=7.0, P=0.2349, R=0.2349, F1=0.2349
2025-05-07 16:40:06,168 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=0.0, P=0.1942, R=0.3614, F1=0.2526
2025-05-07 16:40:06,168 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=0.5, P=0.1961, R=0.3614, F1=0.2542
2025-05-07 16:40:06,168 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=1.0, P=0.2014, R=0.3494, F1=0.2555
2025-05-07 16:40:06,168 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=1.5, P=0.2000, R=0.3313, F1=0.2494
2025-05-07 16:40:06,168 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=2.0, P=0.2069, R=0.3253, F1=0.2529
2025-05-07 16:40:06,168 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=2.5, P=0.2186, R=0.3253, F1=0.2615
2025-05-07 16:40:06,168 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=3.0, P=0.2185, R=0.3133, F1=0.2574
2025-05-07 16:40:06,168 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=3.5, P=0.2193, R=0.3012, F1=0.2538
2025-05-07 16:40:11,748 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=4.0, P=0.2262, R=0.3012, F1=0.2584
2025-05-07 16:40:11,749 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=4.5, P=0.2333, R=0.2952, F1=0.2606
2025-05-07 16:40:11,749 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=5.0, P=0.2293, R=0.2831, F1=0.2534
2025-05-07 16:40:11,749 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=5.5, P=0.2374, R=0.2831, F1=0.2582
2025-05-07 16:40:11,749 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=6.0, P=0.2410, R=0.2831, F1=0.2604
2025-05-07 16:40:11,749 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=6.5, P=0.2460, R=0.2771, F1=0.2606
2025-05-07 16:40:11,749 - INFO - [machine-3-3.txt] mode=range_ratio, topk=6, threshold=7.0, P=0.2473, R=0.2711, F1=0.2586
2025-05-07 16:40:11,750 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=0.0, P=0.1887, R=0.3614, F1=0.2479
2025-05-07 16:40:11,750 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=0.5, P=0.1899, R=0.3614, F1=0.2490
2025-05-07 16:40:11,750 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=1.0, P=0.1993, R=0.3554, F1=0.2554
2025-05-07 16:40:11,750 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=1.5, P=0.1979, R=0.3373, F1=0.2494
2025-05-07 16:40:11,750 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=2.0, P=0.2060, R=0.3313, F1=0.2540
2025-05-07 16:40:11,750 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=2.5, P=0.2151, R=0.3253, F1=0.2590
2025-05-07 16:40:11,855 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=3.0, P=0.2204, R=0.3253, F1=0.2628
2025-05-07 16:40:11,856 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=3.5, P=0.2176, R=0.3133, F1=0.2568
2025-05-07 16:40:11,856 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=4.0, P=0.2208, R=0.3072, F1=0.2569
2025-05-07 16:40:11,856 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=4.5, P=0.2262, R=0.3012, F1=0.2584
2025-05-07 16:40:22,819 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=5.0, P=0.2290, R=0.2952, F1=0.2579
2025-05-07 16:40:22,820 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=5.5, P=0.2365, R=0.2892, F1=0.2602
2025-05-07 16:40:22,820 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=6.0, P=0.2400, R=0.2892, F1=0.2623
2025-05-07 16:40:26,841 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=6.5, P=0.2410, R=0.2831, F1=0.2604
2025-05-07 16:40:26,842 - INFO - [machine-3-3.txt] mode=range_ratio, topk=7, threshold=7.0, P=0.2447, R=0.2771, F1=0.2599
2025-05-07 16:40:32,811 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=0.0, P=0.1829, R=0.3614, F1=0.2429
2025-05-07 16:40:32,811 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=0.5, P=0.1840, R=0.3614, F1=0.2439
2025-05-07 16:40:32,811 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=1.0, P=0.1941, R=0.3554, F1=0.2511
2025-05-07 16:40:39,771 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=1.5, P=0.1945, R=0.3434, F1=0.2484
2025-05-07 16:40:39,771 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=2.0, P=0.2014, R=0.3373, F1=0.2523
2025-05-07 16:40:39,771 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=2.5, P=0.2045, R=0.3253, F1=0.2512
2025-05-07 16:40:39,772 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=3.0, P=0.2109, R=0.3253, F1=0.2559
2025-05-07 16:40:39,772 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=3.5, P=0.2172, R=0.3193, F1=0.2585
2025-05-07 16:40:39,772 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=4.0, P=0.2199, R=0.3193, F1=0.2604
2025-05-07 16:40:39,772 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=4.5, P=0.2232, R=0.3133, F1=0.2607
2025-05-07 16:40:39,772 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=5.0, P=0.2257, R=0.3072, F1=0.2602
2025-05-07 16:40:39,772 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=5.5, P=0.2339, R=0.3072, F1=0.2656
2025-05-07 16:40:39,772 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=6.0, P=0.2333, R=0.2952, F1=0.2606
2025-05-07 16:40:39,772 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=6.5, P=0.2330, R=0.2892, F1=0.2581
2025-05-07 16:40:39,772 - INFO - [machine-3-3.txt] mode=range_ratio, topk=8, threshold=7.0, P=0.2362, R=0.2831, F1=0.2575
2025-05-07 16:40:39,951 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=0.0, P=0.1824, R=0.3614, F1=0.2424
2025-05-07 16:40:40,881 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=0.5, P=0.1835, R=0.3614, F1=0.2434
2025-05-07 16:40:40,882 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=1.0, P=0.1873, R=0.3554, F1=0.2453
2025-05-07 16:40:41,827 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=1.5, P=0.1914, R=0.3494, F1=0.2473
2025-05-07 16:40:44,261 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=2.0, P=0.1938, R=0.3373, F1=0.2462
2025-05-07 16:40:44,261 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=2.5, P=0.2000, R=0.3313, F1=0.2494
2025-05-07 16:40:44,261 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=3.0, P=0.2030, R=0.3253, F1=0.2500
2025-05-07 16:40:45,345 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=3.5, P=0.2118, R=0.3253, F1=0.2565
2025-05-07 16:40:45,346 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=4.0, P=0.2169, R=0.3253, F1=0.2602
2025-05-07 16:40:45,346 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=4.5, P=0.2231, R=0.3253, F1=0.2647
2025-05-07 16:40:45,829 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=5.0, P=0.2288, R=0.3253, F1=0.2687
2025-05-07 16:40:46,071 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=5.5, P=0.2335, R=0.3193, F1=0.2697
2025-05-07 16:40:46,624 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=6.0, P=0.2409, R=0.3193, F1=0.2746
2025-05-07 16:40:48,229 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=6.5, P=0.2407, R=0.3133, F1=0.2723
2025-05-07 16:40:48,230 - INFO - [machine-3-3.txt] mode=range_ratio, topk=9, threshold=7.0, P=0.2429, R=0.3072, F1=0.2713
2025-05-07 16:40:48,324 - INFO - [machine-3-4] Starting grid search...
2025-05-07 16:41:33,140 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=0.0, P=0.1667, R=0.8667, F1=0.2796
2025-05-07 16:41:41,953 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=0.5, P=0.1677, R=0.8667, F1=0.2811
2025-05-07 16:41:41,954 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=1.0, P=0.1793, R=0.8667, F1=0.2971
2025-05-07 16:41:41,954 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=1.5, P=0.1844, R=0.8667, F1=0.3041
2025-05-07 16:41:41,954 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=2.0, P=0.1912, R=0.8667, F1=0.3133
2025-05-07 16:41:41,954 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=2.5, P=0.1880, R=0.8333, F1=0.3067
2025-05-07 16:41:41,954 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=3.0, P=0.1860, R=0.8000, F1=0.3019
2025-05-07 16:41:41,954 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=3.5, P=0.1890, R=0.8000, F1=0.3057
2025-05-07 16:41:41,954 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=4.0, P=0.1774, R=0.7333, F1=0.2857
2025-05-07 16:41:41,954 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=4.5, P=0.1818, R=0.7333, F1=0.2914
2025-05-07 16:41:41,954 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=5.0, P=0.1849, R=0.7333, F1=0.2953
2025-05-07 16:41:41,954 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=5.5, P=0.1864, R=0.7333, F1=0.2973
2025-05-07 16:41:41,954 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=6.0, P=0.1593, R=0.6000, F1=0.2517
2025-05-07 16:41:41,954 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=6.5, P=0.1607, R=0.6000, F1=0.2535
2025-05-07 16:41:41,954 - INFO - [machine-3-4.txt] mode=range_ratio, topk=1, threshold=7.0, P=0.1651, R=0.6000, F1=0.2590
2025-05-07 16:41:41,955 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=0.0, P=0.1548, R=0.8667, F1=0.2626
2025-05-07 16:41:41,955 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=0.5, P=0.1548, R=0.8667, F1=0.2626
2025-05-07 16:41:41,955 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=1.0, P=0.1615, R=0.8667, F1=0.2723
2025-05-07 16:41:42,311 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=1.5, P=0.1711, R=0.8667, F1=0.2857
2025-05-07 16:41:42,312 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=2.0, P=0.1769, R=0.8667, F1=0.2938
2025-05-07 16:41:42,312 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=2.5, P=0.1818, R=0.8667, F1=0.3006
2025-05-07 16:41:42,312 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=3.0, P=0.1838, R=0.8333, F1=0.3012
2025-05-07 16:41:42,312 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=3.5, P=0.1832, R=0.8000, F1=0.2981
2025-05-07 16:41:42,312 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=4.0, P=0.1846, R=0.8000, F1=0.3000
2025-05-07 16:41:42,312 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=4.5, P=0.1732, R=0.7333, F1=0.2803
2025-05-07 16:41:42,312 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=5.0, P=0.1732, R=0.7333, F1=0.2803
2025-05-07 16:41:42,312 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=5.5, P=0.1746, R=0.7333, F1=0.2821
2025-05-07 16:41:42,312 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=6.0, P=0.1680, R=0.7000, F1=0.2710
2025-05-07 16:41:42,312 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=6.5, P=0.1694, R=0.7000, F1=0.2727
2025-05-07 16:41:42,312 - INFO - [machine-3-4.txt] mode=range_ratio, topk=2, threshold=7.0, P=0.1626, R=0.6667, F1=0.2614
2025-05-07 16:41:42,313 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=0.0, P=0.1512, R=0.8667, F1=0.2574
2025-05-07 16:41:42,313 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=0.5, P=0.1512, R=0.8667, F1=0.2574
2025-05-07 16:41:42,313 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=1.0, P=0.1576, R=0.8667, F1=0.2667
2025-05-07 16:41:42,313 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=1.5, P=0.1605, R=0.8667, F1=0.2708
2025-05-07 16:41:42,313 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=2.0, P=0.1745, R=0.8667, F1=0.2905
2025-05-07 16:41:42,313 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=2.5, P=0.1781, R=0.8667, F1=0.2955
2025-05-07 16:41:53,579 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=3.0, P=0.1736, R=0.8333, F1=0.2874
2025-05-07 16:41:53,580 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=3.5, P=0.1714, R=0.8000, F1=0.2824
2025-05-07 16:41:54,765 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=4.0, P=0.1752, R=0.8000, F1=0.2874
2025-05-07 16:42:05,715 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=4.5, P=0.1630, R=0.7333, F1=0.2667
2025-05-07 16:42:16,158 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=5.0, P=0.1630, R=0.7333, F1=0.2667
2025-05-07 16:42:16,159 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=5.5, P=0.1630, R=0.7333, F1=0.2667
2025-05-07 16:42:16,159 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=6.0, P=0.1630, R=0.7333, F1=0.2667
2025-05-07 16:42:16,159 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=6.5, P=0.1642, R=0.7333, F1=0.2683
2025-05-07 16:42:16,160 - INFO - [machine-3-4.txt] mode=range_ratio, topk=3, threshold=7.0, P=0.1603, R=0.7000, F1=0.2609
2025-05-07 16:42:16,160 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=0.0, P=0.1512, R=0.8667, F1=0.2574
2025-05-07 16:42:24,864 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=0.5, P=0.1512, R=0.8667, F1=0.2574
2025-05-07 16:42:24,865 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=1.0, P=0.1576, R=0.8667, F1=0.2667
2025-05-07 16:42:24,865 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=1.5, P=0.1595, R=0.8667, F1=0.2694
2025-05-07 16:42:24,865 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=2.0, P=0.1646, R=0.8667, F1=0.2766
2025-05-07 16:42:24,865 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=2.5, P=0.1711, R=0.8667, F1=0.2857
2025-05-07 16:42:24,865 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=3.0, P=0.1689, R=0.8333, F1=0.2809
2025-05-07 16:42:24,865 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=3.5, P=0.1667, R=0.8000, F1=0.2759
2025-05-07 16:42:24,865 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=4.0, P=0.1714, R=0.8000, F1=0.2824
2025-05-07 16:42:24,865 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=4.5, P=0.1606, R=0.7333, F1=0.2635
2025-05-07 16:42:24,865 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=5.0, P=0.1606, R=0.7333, F1=0.2635
2025-05-07 16:42:24,865 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=5.5, P=0.1618, R=0.7333, F1=0.2651
2025-05-07 16:42:24,866 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=6.0, P=0.1618, R=0.7333, F1=0.2651
2025-05-07 16:42:24,866 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=6.5, P=0.1630, R=0.7333, F1=0.2667
2025-05-07 16:42:24,866 - INFO - [machine-3-4.txt] mode=range_ratio, topk=4, threshold=7.0, P=0.1630, R=0.7333, F1=0.2667
2025-05-07 16:42:26,520 - INFO - [machine-3-4.txt] mode=range_ratio, topk=5, threshold=0.0, P=0.1461, R=0.8667, F1=0.2500
2025-05-07 16:42:26,521 - INFO - [machine-3-4.txt] mode=range_ratio, topk=5, threshold=0.5, P=0.1461, R=0.8667, F1=0.2500
2025-05-07 16:42:31,046 - INFO - [machine-3-4.txt] mode=range_ratio, topk=5, threshold=1.0, P=0.1557, R=0.8667, F1=0.2640
2025-05-07 16:42:31,046 - INFO - [machine-3-4.txt] mode=range_ratio, topk=5, threshold=1.5, P=0.1566, R=0.8667, F1=0.2653
2025-05-07 16:42:31,046 - INFO - [machine-3-4.txt] mode=range_ratio, topk=5, threshold=2.0, P=0.1605, R=0.8667, F1=0.2708
2025-05-07 16:42:31,046 - INFO - [machine-3-4.txt] mode=range_ratio, topk=5, threshold=2.5, P=0.1646, R=0.8667, F1=0.2766
2025-05-07 16:42:31,047 - INFO - [machine-3-4.txt] mode=range_ratio, topk=5, threshold=3.0, P=0.1645, R=0.8333, F1=0.2747
2025-05-07 16:42:31,047 - INFO - [machine-3-4.txt] mode=range_ratio, topk=5, threshold=3.5, P=0.1689, R=0.8333, F1=0.2809
2025-05-07 16:42:33,600 - INFO - [machine-3-4.txt] mode=range_ratio, topk=5, threshold=4.0, P=0.1655, R=0.8000, F1=0.2743
2025-05-07 16:42:33,600 - INFO - [machine-3-4.txt] mode=range_ratio, topk=5, threshold=4.5, P=0.1549, R=0.7333, F1=0.2558
2025-05-07 16:42:33,600 - INFO - [machine-3-4.txt] mode=range_ratio, topk=5, threshold=5.0, P=0.1560, R=0.7333, F1=0.2573
