2025-04-15 20:21:02,031 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. , 6.5, 7. ]), topk_range=range(1, 10), score_modes=['deviation'], use_topk=True, data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/use_topkTrue', visual_dir='./visual/use_topkTrue', num_workers=4, gif_duration=500)
2025-04-15 20:21:02,032 - INFO - 当前评分模式: ['deviation']
2025-04-15 20:21:02,032 - INFO - 
==================================================
2025-04-15 20:21:02,032 - INFO - 开始执行网格搜索...
2025-04-15 20:21:02,033 - INFO - [omi-1] Starting grid search...
2025-04-15 20:21:05,137 - INFO - [omi-1.txt] mode=deviation, top_k=1, threshold=1.0, use_topk=True, P=0.7477, R=0.8989, F1=0.8163
2025-04-15 20:24:34,727 - INFO - [omi-12.txt] mode=deviation, top_k=5, threshold=5.0, use_topk=True, P=0.6230, R=0.9500, F1=0.7525
2025-04-15 20:24:34,728 - INFO - [omi-12.txt] mode=deviation, top_k=5, threshold=5.5, use_topk=True, P=0.6230, R=0.9500, F1=0.7525
2025-04-15 20:24:34,787 - INFO - [omi-12.txt] mode=deviation, top_k=5, threshold=6.0, use_topk=True, P=0.6230, R=0.9500, F1=0.7525
2025-04-15 20:24:34,826 - INFO - [omi-12.txt] mode=deviation, top_k=5, threshold=6.5, use_topk=True, P=0.6230, R=0.9500, F1=0.7525
2025-04-15 20:24:36,235 - INFO - [omi-12.txt] mode=deviation, top_k=5, threshold=7.0, use_topk=True, P=0.6230, R=0.9500, F1=0.7525
2025-04-15 20:24:36,292 - INFO - [omi-12.txt] mode=deviation, top_k=6, threshold=1.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:36,333 - INFO - [omi-12.txt] mode=deviation, top_k=6, threshold=1.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:36,378 - INFO - [omi-12.txt] mode=deviation, top_k=6, threshold=2.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:37,865 - INFO - [omi-12.txt] mode=deviation, top_k=6, threshold=2.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:37,865 - INFO - [omi-12.txt] mode=deviation, top_k=6, threshold=3.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:37,988 - INFO - [omi-12.txt] mode=deviation, top_k=6, threshold=3.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:37,989 - INFO - [omi-12.txt] mode=deviation, top_k=6, threshold=4.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:39,376 - INFO - [omi-12.txt] mode=deviation, top_k=6, threshold=4.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:39,487 - INFO - [omi-12.txt] mode=deviation, top_k=6, threshold=5.0, use_topk=True, P=0.6230, R=0.9500, F1=0.7525
2025-04-15 20:24:39,488 - INFO - [omi-12.txt] mode=deviation, top_k=6, threshold=5.5, use_topk=True, P=0.6230, R=0.9500, F1=0.7525
2025-04-15 20:24:39,596 - INFO - [omi-12.txt] mode=deviation, top_k=6, threshold=6.0, use_topk=True, P=0.6230, R=0.9500, F1=0.7525
2025-04-15 20:24:40,965 - INFO - [omi-12.txt] mode=deviation, top_k=6, threshold=6.5, use_topk=True, P=0.6230, R=0.9500, F1=0.7525
2025-04-15 20:24:41,059 - INFO - [omi-12.txt] mode=deviation, top_k=6, threshold=7.0, use_topk=True, P=0.6230, R=0.9500, F1=0.7525
2025-04-15 20:24:41,101 - INFO - [omi-12.txt] mode=deviation, top_k=7, threshold=1.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:41,197 - INFO - [omi-12.txt] mode=deviation, top_k=7, threshold=1.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:42,567 - INFO - [omi-12.txt] mode=deviation, top_k=7, threshold=2.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:42,599 - INFO - [omi-12.txt] mode=deviation, top_k=7, threshold=2.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:42,641 - INFO - [omi-12.txt] mode=deviation, top_k=7, threshold=3.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:42,792 - INFO - [omi-12.txt] mode=deviation, top_k=7, threshold=3.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:44,109 - INFO - [omi-12.txt] mode=deviation, top_k=7, threshold=4.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:44,181 - INFO - [omi-12.txt] mode=deviation, top_k=7, threshold=4.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:44,207 - INFO - [omi-12.txt] mode=deviation, top_k=7, threshold=5.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:44,373 - INFO - [omi-12.txt] mode=deviation, top_k=7, threshold=5.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:45,681 - INFO - [omi-12.txt] mode=deviation, top_k=7, threshold=6.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:45,809 - INFO - [omi-12.txt] mode=deviation, top_k=7, threshold=6.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:45,810 - INFO - [omi-12.txt] mode=deviation, top_k=7, threshold=7.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:45,956 - INFO - [omi-12.txt] mode=deviation, top_k=8, threshold=1.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:47,214 - INFO - [omi-12.txt] mode=deviation, top_k=8, threshold=1.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:47,328 - INFO - [omi-12.txt] mode=deviation, top_k=8, threshold=2.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:47,350 - INFO - [omi-12.txt] mode=deviation, top_k=8, threshold=2.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:47,497 - INFO - [omi-12.txt] mode=deviation, top_k=8, threshold=3.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:48,788 - INFO - [omi-12.txt] mode=deviation, top_k=8, threshold=3.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:48,880 - INFO - [omi-12.txt] mode=deviation, top_k=8, threshold=4.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:49,024 - INFO - [omi-12.txt] mode=deviation, top_k=8, threshold=4.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:49,134 - INFO - [omi-12.txt] mode=deviation, top_k=8, threshold=5.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:50,367 - INFO - [omi-12.txt] mode=deviation, top_k=8, threshold=5.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:50,421 - INFO - [omi-12.txt] mode=deviation, top_k=8, threshold=6.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:50,572 - INFO - [omi-12.txt] mode=deviation, top_k=8, threshold=6.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:50,672 - INFO - [omi-12.txt] mode=deviation, top_k=8, threshold=7.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:51,980 - INFO - [omi-12.txt] mode=deviation, top_k=9, threshold=1.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:51,981 - INFO - [omi-12.txt] mode=deviation, top_k=9, threshold=1.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:52,152 - INFO - [omi-12.txt] mode=deviation, top_k=9, threshold=2.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:52,295 - INFO - [omi-12.txt] mode=deviation, top_k=9, threshold=2.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:53,522 - INFO - [omi-12.txt] mode=deviation, top_k=9, threshold=3.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:53,580 - INFO - [omi-12.txt] mode=deviation, top_k=9, threshold=3.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:53,725 - INFO - [omi-12.txt] mode=deviation, top_k=9, threshold=4.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:53,863 - INFO - [omi-12.txt] mode=deviation, top_k=9, threshold=4.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:55,108 - INFO - [omi-12.txt] mode=deviation, top_k=9, threshold=5.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:55,192 - INFO - [omi-12.txt] mode=deviation, top_k=9, threshold=5.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:55,325 - INFO - [omi-12.txt] mode=deviation, top_k=9, threshold=6.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:55,483 - INFO - [omi-12.txt] mode=deviation, top_k=9, threshold=6.5, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:56,548 - INFO - [omi-12.txt] mode=deviation, top_k=9, threshold=7.0, use_topk=True, P=0.6129, R=0.9500, F1=0.7451
2025-04-15 20:24:56,566 - INFO - [omi-2] Starting grid search...
2025-04-15 20:24:59,597 - INFO - [omi-2.txt] mode=deviation, top_k=1, threshold=1.0, use_topk=True, P=0.4531, R=0.9355, F1=0.6105
2025-04-15 20:24:59,670 - INFO - [omi-2.txt] mode=deviation, top_k=1, threshold=1.5, use_topk=True, P=0.4531, R=0.9355, F1=0.6105
2025-04-15 20:24:59,703 - INFO - [omi-2.txt] mode=deviation, top_k=1, threshold=2.0, use_topk=True, P=0.4531, R=0.9355, F1=0.6105
2025-04-15 20:24:59,744 - INFO - [omi-2.txt] mode=deviation, top_k=1, threshold=2.5, use_topk=True, P=0.4531, R=0.9355, F1=0.6105
2025-04-15 20:25:01,600 - INFO - [omi-2.txt] mode=deviation, top_k=1, threshold=3.0, use_topk=True, P=0.4531, R=0.9355, F1=0.6105
2025-04-15 20:25:01,636 - INFO - [omi-2.txt] mode=deviation, top_k=1, threshold=3.5, use_topk=True, P=0.4531, R=0.9355, F1=0.6105
2025-04-15 20:25:01,738 - INFO - [omi-2.txt] mode=deviation, top_k=1, threshold=4.0, use_topk=True, P=0.4531, R=0.9355, F1=0.6105
2025-04-15 20:25:01,739 - INFO - [omi-2.txt] mode=deviation, top_k=1, threshold=4.5, use_topk=True, P=0.4531, R=0.9355, F1=0.6105
2025-04-15 20:25:03,588 - INFO - [omi-2.txt] mode=deviation, top_k=1, threshold=5.0, use_topk=True, P=0.4531, R=0.9355, F1=0.6105
2025-04-15 20:25:03,664 - INFO - [omi-2.txt] mode=deviation, top_k=1, threshold=5.5, use_topk=True, P=0.4531, R=0.9355, F1=0.6105
2025-04-15 20:25:03,699 - INFO - [omi-2.txt] mode=deviation, top_k=1, threshold=6.0, use_topk=True, P=0.4603, R=0.9355, F1=0.6170
2025-04-15 20:25:03,737 - INFO - [omi-2.txt] mode=deviation, top_k=1, threshold=6.5, use_topk=True, P=0.4603, R=0.9355, F1=0.6170
2025-04-15 20:25:05,515 - INFO - [omi-2.txt] mode=deviation, top_k=1, threshold=7.0, use_topk=True, P=0.4603, R=0.9355, F1=0.6170
2025-04-15 20:25:05,630 - INFO - [omi-2.txt] mode=deviation, top_k=2, threshold=1.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:05,661 - INFO - [omi-2.txt] mode=deviation, top_k=2, threshold=1.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:05,661 - INFO - [omi-2.txt] mode=deviation, top_k=2, threshold=2.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:07,570 - INFO - [omi-2.txt] mode=deviation, top_k=2, threshold=2.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:07,642 - INFO - [omi-2.txt] mode=deviation, top_k=2, threshold=3.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:07,642 - INFO - [omi-2.txt] mode=deviation, top_k=2, threshold=3.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:07,729 - INFO - [omi-2.txt] mode=deviation, top_k=2, threshold=4.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:09,547 - INFO - [omi-2.txt] mode=deviation, top_k=2, threshold=4.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:09,548 - INFO - [omi-2.txt] mode=deviation, top_k=2, threshold=5.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:09,597 - INFO - [omi-2.txt] mode=deviation, top_k=2, threshold=5.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:09,628 - INFO - [omi-2.txt] mode=deviation, top_k=2, threshold=6.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:11,599 - INFO - [omi-2.txt] mode=deviation, top_k=2, threshold=6.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:11,600 - INFO - [omi-2.txt] mode=deviation, top_k=2, threshold=7.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:11,662 - INFO - [omi-2.txt] mode=deviation, top_k=3, threshold=1.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:11,663 - INFO - [omi-2.txt] mode=deviation, top_k=3, threshold=1.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:13,549 - INFO - [omi-2.txt] mode=deviation, top_k=3, threshold=2.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:13,550 - INFO - [omi-2.txt] mode=deviation, top_k=3, threshold=2.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:13,581 - INFO - [omi-2.txt] mode=deviation, top_k=3, threshold=3.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:13,659 - INFO - [omi-2.txt] mode=deviation, top_k=3, threshold=3.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:15,449 - INFO - [omi-2.txt] mode=deviation, top_k=3, threshold=4.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:15,517 - INFO - [omi-2.txt] mode=deviation, top_k=3, threshold=4.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:15,545 - INFO - [omi-2.txt] mode=deviation, top_k=3, threshold=5.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:15,630 - INFO - [omi-2.txt] mode=deviation, top_k=3, threshold=5.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:17,402 - INFO - [omi-2.txt] mode=deviation, top_k=3, threshold=6.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:17,577 - INFO - [omi-2.txt] mode=deviation, top_k=3, threshold=6.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:17,579 - INFO - [omi-2.txt] mode=deviation, top_k=3, threshold=7.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:17,599 - INFO - [omi-2.txt] mode=deviation, top_k=4, threshold=1.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:19,339 - INFO - [omi-2.txt] mode=deviation, top_k=4, threshold=1.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:19,563 - INFO - [omi-2.txt] mode=deviation, top_k=4, threshold=2.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:19,609 - INFO - [omi-2.txt] mode=deviation, top_k=4, threshold=2.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:19,609 - INFO - [omi-2.txt] mode=deviation, top_k=4, threshold=3.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:21,364 - INFO - [omi-2.txt] mode=deviation, top_k=4, threshold=3.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:21,584 - INFO - [omi-2.txt] mode=deviation, top_k=4, threshold=4.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:21,662 - INFO - [omi-2.txt] mode=deviation, top_k=4, threshold=4.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:21,735 - INFO - [omi-2.txt] mode=deviation, top_k=4, threshold=5.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:23,404 - INFO - [omi-2.txt] mode=deviation, top_k=4, threshold=5.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:23,598 - INFO - [omi-2.txt] mode=deviation, top_k=4, threshold=6.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:23,712 - INFO - [omi-2.txt] mode=deviation, top_k=4, threshold=6.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:23,717 - INFO - [omi-2.txt] mode=deviation, top_k=4, threshold=7.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:25,322 - INFO - [omi-2.txt] mode=deviation, top_k=5, threshold=1.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:25,601 - INFO - [omi-2.txt] mode=deviation, top_k=5, threshold=1.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:25,692 - INFO - [omi-2.txt] mode=deviation, top_k=5, threshold=2.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:25,693 - INFO - [omi-2.txt] mode=deviation, top_k=5, threshold=2.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:27,316 - INFO - [omi-2.txt] mode=deviation, top_k=5, threshold=3.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:27,596 - INFO - [omi-2.txt] mode=deviation, top_k=5, threshold=3.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:27,656 - INFO - [omi-2.txt] mode=deviation, top_k=5, threshold=4.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:27,674 - INFO - [omi-2.txt] mode=deviation, top_k=5, threshold=4.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:29,236 - INFO - [omi-2.txt] mode=deviation, top_k=5, threshold=5.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:29,517 - INFO - [omi-2.txt] mode=deviation, top_k=5, threshold=5.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:29,638 - INFO - [omi-2.txt] mode=deviation, top_k=5, threshold=6.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:29,639 - INFO - [omi-2.txt] mode=deviation, top_k=5, threshold=6.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:31,198 - INFO - [omi-2.txt] mode=deviation, top_k=5, threshold=7.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:31,524 - INFO - [omi-2.txt] mode=deviation, top_k=6, threshold=1.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:31,581 - INFO - [omi-2.txt] mode=deviation, top_k=6, threshold=1.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:31,673 - INFO - [omi-2.txt] mode=deviation, top_k=6, threshold=2.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:33,206 - INFO - [omi-2.txt] mode=deviation, top_k=6, threshold=2.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:33,533 - INFO - [omi-2.txt] mode=deviation, top_k=6, threshold=3.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:33,601 - INFO - [omi-2.txt] mode=deviation, top_k=6, threshold=3.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:33,671 - INFO - [omi-2.txt] mode=deviation, top_k=6, threshold=4.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:35,169 - INFO - [omi-2.txt] mode=deviation, top_k=6, threshold=4.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:35,456 - INFO - [omi-2.txt] mode=deviation, top_k=6, threshold=5.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:35,545 - INFO - [omi-2.txt] mode=deviation, top_k=6, threshold=5.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:35,656 - INFO - [omi-2.txt] mode=deviation, top_k=6, threshold=6.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:37,142 - INFO - [omi-2.txt] mode=deviation, top_k=6, threshold=6.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:37,474 - INFO - [omi-2.txt] mode=deviation, top_k=6, threshold=7.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:37,546 - INFO - [omi-2.txt] mode=deviation, top_k=7, threshold=1.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:37,624 - INFO - [omi-2.txt] mode=deviation, top_k=7, threshold=1.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:39,162 - INFO - [omi-2.txt] mode=deviation, top_k=7, threshold=2.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:39,557 - INFO - [omi-2.txt] mode=deviation, top_k=7, threshold=2.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:39,622 - INFO - [omi-2.txt] mode=deviation, top_k=7, threshold=3.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:39,640 - INFO - [omi-2.txt] mode=deviation, top_k=7, threshold=3.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:41,086 - INFO - [omi-2.txt] mode=deviation, top_k=7, threshold=4.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:41,539 - INFO - [omi-2.txt] mode=deviation, top_k=7, threshold=4.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:41,604 - INFO - [omi-2.txt] mode=deviation, top_k=7, threshold=5.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:41,642 - INFO - [omi-2.txt] mode=deviation, top_k=7, threshold=5.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:43,044 - INFO - [omi-2.txt] mode=deviation, top_k=7, threshold=6.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:43,588 - INFO - [omi-2.txt] mode=deviation, top_k=7, threshold=6.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:43,677 - INFO - [omi-2.txt] mode=deviation, top_k=7, threshold=7.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:43,697 - INFO - [omi-2.txt] mode=deviation, top_k=8, threshold=1.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:45,011 - INFO - [omi-2.txt] mode=deviation, top_k=8, threshold=1.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:45,571 - INFO - [omi-2.txt] mode=deviation, top_k=8, threshold=2.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:45,679 - INFO - [omi-2.txt] mode=deviation, top_k=8, threshold=2.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:45,681 - INFO - [omi-2.txt] mode=deviation, top_k=8, threshold=3.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:47,007 - INFO - [omi-2.txt] mode=deviation, top_k=8, threshold=3.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:47,632 - INFO - [omi-2.txt] mode=deviation, top_k=8, threshold=4.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:47,667 - INFO - [omi-2.txt] mode=deviation, top_k=8, threshold=4.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:47,747 - INFO - [omi-2.txt] mode=deviation, top_k=8, threshold=5.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:49,086 - INFO - [omi-2.txt] mode=deviation, top_k=8, threshold=5.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:49,668 - INFO - [omi-2.txt] mode=deviation, top_k=8, threshold=6.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:49,745 - INFO - [omi-2.txt] mode=deviation, top_k=8, threshold=6.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:49,854 - INFO - [omi-2.txt] mode=deviation, top_k=8, threshold=7.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:51,118 - INFO - [omi-2.txt] mode=deviation, top_k=9, threshold=1.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:51,691 - INFO - [omi-2.txt] mode=deviation, top_k=9, threshold=1.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:51,813 - INFO - [omi-2.txt] mode=deviation, top_k=9, threshold=2.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:51,854 - INFO - [omi-2.txt] mode=deviation, top_k=9, threshold=2.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:53,127 - INFO - [omi-2.txt] mode=deviation, top_k=9, threshold=3.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:53,690 - INFO - [omi-2.txt] mode=deviation, top_k=9, threshold=3.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:53,827 - INFO - [omi-2.txt] mode=deviation, top_k=9, threshold=4.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:53,862 - INFO - [omi-2.txt] mode=deviation, top_k=9, threshold=4.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:55,114 - INFO - [omi-2.txt] mode=deviation, top_k=9, threshold=5.0, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
2025-04-15 20:25:55,679 - INFO - [omi-2.txt] mode=deviation, top_k=9, threshold=5.5, use_topk=True, P=0.4559, R=1.0000, F1=0.6263
