2025-04-17 17:46:56,114 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='els', window_size=5, score_thresholds=array([0. , 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1. , 1.1, 1.2,
       1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2. , 2.1, 2.2, 2.3, 2.4, 2.5,
       2.6, 2.7, 2.8, 2.9, 3. , 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8,
       3.9, 4. , 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5. , 5.1,
       5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6. , 6.1, 6.2, 6.3, 6.4,
       6.5, 6.6, 6.7, 6.8, 6.9, 7. ]), topk_range=range(0, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['strict_deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/els/neighbor_corr_threshold', visual_dir='./visual/els/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-04-17 17:46:56,114 - INFO - 当前评分模式: ['strict_deviation']
2025-04-17 17:46:56,114 - INFO - 
==================================================
2025-04-17 17:46:56,114 - INFO - 开始执行网格搜索...
2025-04-17 17:46:56,117 - INFO - [els-1] Starting grid search...
2025-04-17 17:46:56,816 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,007 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.2, P=0.2787, R=0.4076, F1=0.3311
2025-04-17 17:47:02,090 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.3, P=0.2795, R=0.4076, F1=0.3316
2025-04-17 17:47:02,157 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.4, P=0.2795, R=0.4076, F1=0.3316
2025-04-17 17:47:02,157 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.5, P=0.2812, R=0.4076, F1=0.3328
2025-04-17 17:47:02,157 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.6, P=0.2828, R=0.4076, F1=0.3339
2025-04-17 17:47:02,158 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.7, P=0.2832, R=0.4034, F1=0.3328
2025-04-17 17:47:02,158 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.8, P=0.2879, R=0.3992, F1=0.3345
2025-04-17 17:47:02,158 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.9, P=0.2892, R=0.3950, F1=0.3339
2025-04-17 17:47:02,158 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=7.0, P=0.2892, R=0.3950, F1=0.3339
2025-04-17 17:47:02,158 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,158 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.1, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,158 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.2, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,162 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.3, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,169 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.4, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,172 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.5, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,174 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.6, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,188 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.7, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,188 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.8, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,188 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.9, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,209 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,209 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.1, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,215 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.2, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,219 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.3, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,249 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.4, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:02,251 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.5, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,273 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.6, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,289 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.7, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,297 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.8, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,334 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.9, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,345 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.0, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,356 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.1, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,413 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.2, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,435 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.3, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,478 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.4, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,479 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.5, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,479 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.6, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,479 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.7, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,503 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.8, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,503 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.9, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,514 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.0, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,560 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.1, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,560 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.2, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:02,637 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.3, P=0.2691, R=0.4286, F1=0.3306
2025-04-17 17:47:02,637 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.4, P=0.2708, R=0.4244, F1=0.3306
2025-04-17 17:47:02,637 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.5, P=0.2715, R=0.4244, F1=0.3311
2025-04-17 17:47:02,637 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.6, P=0.2752, R=0.4244, F1=0.3339
2025-04-17 17:47:02,637 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.7, P=0.2775, R=0.4244, F1=0.3355
2025-04-17 17:47:02,637 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.8, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:02,651 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.9, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:02,651 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.0, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:02,653 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.1, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:02,656 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.2, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:02,657 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.3, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:02,658 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.4, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:02,658 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.5, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:02,665 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.6, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:02,686 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.7, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:02,686 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.8, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:47:02,686 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.9, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:47:02,702 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.0, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:47:02,705 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.1, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:47:02,725 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.2, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:47:02,744 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.3, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:47:02,754 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.4, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:47:02,783 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.5, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:47:02,795 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.6, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:47:02,817 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.7, P=0.2833, R=0.4202, F1=0.3384
2025-04-17 17:47:02,869 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.8, P=0.2849, R=0.4202, F1=0.3396
2025-04-17 17:47:02,904 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.9, P=0.2829, R=0.4160, F1=0.3367
2025-04-17 17:47:02,907 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.0, P=0.2829, R=0.4160, F1=0.3367
2025-04-17 17:47:02,910 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.1, P=0.2829, R=0.4160, F1=0.3367
2025-04-17 17:47:02,943 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.2, P=0.2787, R=0.4076, F1=0.3311
2025-04-17 17:47:02,981 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.3, P=0.2795, R=0.4076, F1=0.3316
2025-04-17 17:47:02,982 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.4, P=0.2795, R=0.4076, F1=0.3316
2025-04-17 17:47:02,982 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.5, P=0.2812, R=0.4076, F1=0.3328
2025-04-17 17:47:02,982 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.6, P=0.2828, R=0.4076, F1=0.3339
2025-04-17 17:47:03,026 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.7, P=0.2832, R=0.4034, F1=0.3328
2025-04-17 17:47:03,028 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.8, P=0.2879, R=0.3992, F1=0.3345
2025-04-17 17:47:03,045 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.9, P=0.2892, R=0.3950, F1=0.3339
2025-04-17 17:47:03,065 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.2, threshold=7.0, P=0.2892, R=0.3950, F1=0.3339
2025-04-17 17:47:03,075 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,079 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.1, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,112 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.2, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,173 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.3, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,174 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.4, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,174 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.5, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,174 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.6, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,174 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.7, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,174 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.8, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,174 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.9, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,174 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,174 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.1, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,174 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.2, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,174 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.3, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,174 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.4, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:03,180 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.5, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,181 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.6, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,186 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.7, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,209 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.8, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,213 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.9, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,236 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.0, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,274 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.1, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,287 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.2, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,359 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.3, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,362 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.4, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,365 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.5, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,371 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.6, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,401 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.7, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,424 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.8, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,424 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.9, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,440 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.0, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,442 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.1, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,655 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.2, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:47:03,655 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.3, P=0.2691, R=0.4286, F1=0.3306
2025-04-17 17:47:03,655 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.4, P=0.2708, R=0.4244, F1=0.3306
2025-04-17 17:47:03,655 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.5, P=0.2715, R=0.4244, F1=0.3311
2025-04-17 17:47:03,655 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.6, P=0.2752, R=0.4244, F1=0.3339
2025-04-17 17:47:03,655 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.7, P=0.2775, R=0.4244, F1=0.3355
2025-04-17 17:47:03,655 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.8, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:03,655 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.9, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:03,656 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.0, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:03,657 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.1, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:03,657 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.2, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:03,657 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.3, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:03,657 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.4, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:03,657 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.5, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:03,657 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.6, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:03,657 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.7, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:47:03,657 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.8, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:47:03,657 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.9, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:47:03,693 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.0, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:47:03,786 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.1, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:47:03,786 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.2, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:47:03,786 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.3, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:47:03,786 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.4, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:47:03,825 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.5, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:47:03,825 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.6, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:47:03,825 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.7, P=0.2833, R=0.4202, F1=0.3384
2025-04-17 17:47:03,825 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.8, P=0.2849, R=0.4202, F1=0.3396
2025-04-17 17:47:03,834 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.9, P=0.2829, R=0.4160, F1=0.3367
2025-04-17 17:47:03,834 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.0, P=0.2829, R=0.4160, F1=0.3367
2025-04-17 17:47:03,834 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.1, P=0.2829, R=0.4160, F1=0.3367
2025-04-17 17:47:03,834 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.2, P=0.2787, R=0.4076, F1=0.3311
2025-04-17 17:47:03,857 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.3, P=0.2795, R=0.4076, F1=0.3316
2025-04-17 17:47:03,872 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.4, P=0.2795, R=0.4076, F1=0.3316
2025-04-17 17:47:03,896 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.5, P=0.2812, R=0.4076, F1=0.3328
2025-04-17 17:47:03,896 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.6, P=0.2828, R=0.4076, F1=0.3339
2025-04-17 17:47:03,907 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.7, P=0.2832, R=0.4034, F1=0.3328
2025-04-17 17:47:03,979 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.8, P=0.2879, R=0.3992, F1=0.3345
2025-04-17 17:47:03,982 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.9, P=0.2892, R=0.3950, F1=0.3339
2025-04-17 17:47:03,983 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.3, threshold=7.0, P=0.2892, R=0.3950, F1=0.3339
2025-04-17 17:47:04,015 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,141 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.1, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,141 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.2, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,141 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.3, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,142 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.4, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,143 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.5, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,144 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.6, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,168 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.7, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,169 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.8, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,169 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=0.9, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,169 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,169 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.1, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,169 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.2, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,169 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.3, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:04,170 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.4, threshold=1.4, P=0.2701, R=0.4370, F1=0.3339
