2025-04-16 12:33:14,724 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0.1, 0.2, 0.3, 0.4, 0.5]), neighbor_selection='corr_threshold', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=4, gif_duration=500)
2025-04-16 12:33:14,724 - INFO - 当前评分模式: ['mean_ratio']
2025-04-16 12:33:14,724 - INFO - 
==================================================
2025-04-16 12:33:14,729 - INFO - 开始执行网格搜索...
2025-04-16 12:33:14,731 - INFO - [omi-1] Starting grid search...
2025-04-16 12:33:17,830 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.1, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 15:54:45,517 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.1, threshold=5.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:45,632 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.1, threshold=6.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:45,633 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.1, threshold=6.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:45,633 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.1, threshold=7.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:45,634 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 15:54:46,469 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:46,470 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:46,586 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:46,616 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:46,686 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:46,686 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.0, P=0.7281, R=0.9326, F1=0.8177
2025-04-16 15:54:46,686 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:46,686 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:46,688 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:46,688 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:46,688 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:46,737 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:46,790 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:46,791 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=7.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:46,791 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 15:54:46,791 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:46,823 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:46,823 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:46,838 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:46,839 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:46,844 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.0, P=0.7281, R=0.9326, F1=0.8177
2025-04-16 15:54:46,844 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:46,884 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:46,884 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:46,884 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:46,885 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:49,650 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:51,544 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:51,562 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=7.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:51,737 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 15:54:51,739 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:51,973 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:51,973 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:52,000 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:52,000 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:52,000 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.0, P=0.7281, R=0.9326, F1=0.8177
2025-04-16 15:54:52,351 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:52,352 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:52,353 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:52,353 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:52,353 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:52,382 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:52,559 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:52,559 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=7.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:52,953 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 15:54:53,090 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:53,091 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:53,182 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:53,183 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:53,355 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:53,356 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.0, P=0.7281, R=0.9326, F1=0.8177
2025-04-16 15:54:53,357 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:53,381 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:53,382 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:53,429 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:53,463 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:53,505 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:53,505 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:53,517 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=7.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:53,517 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 15:54:53,517 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:53,544 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:56,122 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:57,206 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:57,808 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:54:57,809 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.7281, R=0.9326, F1=0.8177
2025-04-16 15:54:57,903 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:58,079 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:58,081 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:58,081 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:54:58,501 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:00,507 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:00,507 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:00,508 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:00,508 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 15:55:00,509 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:55:00,509 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:55:01,013 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:55:01,014 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:55:01,014 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.7281, R=0.9326, F1=0.8177
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.7373, R=0.9775, F1=0.8406
2025-04-16 15:55:01,015 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.7281, R=0.9326, F1=0.8177
2025-04-16 15:55:01,016 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:01,016 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:02,785 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:02,786 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:03,858 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:03,858 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:04,058 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:04,428 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.7207, R=0.8989, F1=0.8000
2025-04-16 15:55:04,429 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=0.0, P=0.8830, R=0.9326, F1=0.9071
2025-04-16 15:55:04,430 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=0.5, P=0.8817, R=0.9213, F1=0.9011
2025-04-16 15:55:04,431 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=1.0, P=0.8817, R=0.9213, F1=0.9011
2025-04-16 15:55:04,506 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=1.5, P=0.8817, R=0.9213, F1=0.9011
2025-04-16 15:55:04,994 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=2.0, P=0.8817, R=0.9213, F1=0.9011
2025-04-16 15:55:04,995 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=2.5, P=0.8913, R=0.9213, F1=0.9061
2025-04-16 15:55:04,996 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=3.0, P=0.8864, R=0.8764, F1=0.8814
2025-04-16 15:55:05,131 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=3.5, P=0.8824, R=0.8427, F1=0.8621
2025-04-16 15:55:05,132 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=4.0, P=0.8824, R=0.8427, F1=0.8621
2025-04-16 15:55:05,152 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=4.5, P=0.8824, R=0.8427, F1=0.8621
2025-04-16 15:55:05,298 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=5.0, P=0.8824, R=0.8427, F1=0.8621
2025-04-16 15:55:05,394 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=5.5, P=0.8810, R=0.8315, F1=0.8555
2025-04-16 15:55:05,394 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=6.0, P=0.8810, R=0.8315, F1=0.8555
2025-04-16 15:55:05,525 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=6.5, P=0.8810, R=0.8315, F1=0.8555
2025-04-16 15:55:05,526 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=7.0, P=0.8810, R=0.8315, F1=0.8555
2025-04-16 15:55:05,526 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.0, P=0.8784, R=0.7303, F1=0.7975
2025-04-16 15:55:05,527 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.5, P=0.8767, R=0.7191, F1=0.7901
2025-04-16 15:55:05,527 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.0, P=0.8750, R=0.7079, F1=0.7826
2025-04-16 15:55:05,527 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.5, P=0.8750, R=0.7079, F1=0.7826
2025-04-16 15:55:06,100 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.0, P=0.8750, R=0.7079, F1=0.7826
2025-04-16 15:55:06,236 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.5, P=0.8873, R=0.7079, F1=0.7875
2025-04-16 15:55:06,393 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.0, P=0.8644, R=0.5730, F1=0.6892
2025-04-16 15:55:06,517 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.5, P=0.8571, R=0.5393, F1=0.6621
2025-04-16 15:55:06,523 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.0, P=0.8704, R=0.5281, F1=0.6573
2025-04-16 15:55:06,524 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.5, P=0.8704, R=0.5281, F1=0.6573
2025-04-16 15:55:06,524 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.0, P=0.8679, R=0.5169, F1=0.6479
2025-04-16 15:55:06,537 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.5, P=0.8571, R=0.4719, F1=0.6087
2025-04-16 15:55:06,537 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.0, P=0.8511, R=0.4494, F1=0.5882
2025-04-16 15:55:07,043 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.5, P=0.8372, R=0.4045, F1=0.5455
2025-04-16 15:55:07,369 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=7.0, P=0.8372, R=0.4045, F1=0.5455
2025-04-16 15:55:07,611 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.0, P=0.8784, R=0.7303, F1=0.7975
2025-04-16 15:55:08,534 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.5, P=0.8767, R=0.7191, F1=0.7901
2025-04-16 15:55:09,335 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.0, P=0.8750, R=0.7079, F1=0.7826
2025-04-16 15:55:11,644 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.5, P=0.8750, R=0.7079, F1=0.7826
2025-04-16 15:55:11,645 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.0, P=0.8750, R=0.7079, F1=0.7826
2025-04-16 15:55:11,645 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.5, P=0.8873, R=0.7079, F1=0.7875
2025-04-16 15:55:11,645 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.0, P=0.8644, R=0.5730, F1=0.6892
2025-04-16 15:55:11,645 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.5, P=0.8571, R=0.5393, F1=0.6621
2025-04-16 15:55:11,645 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.0, P=0.8704, R=0.5281, F1=0.6573
2025-04-16 15:55:12,456 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.5, P=0.8704, R=0.5281, F1=0.6573
2025-04-16 15:55:12,458 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.0, P=0.8679, R=0.5169, F1=0.6479
2025-04-16 15:55:12,458 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.5, P=0.8571, R=0.4719, F1=0.6087
2025-04-16 15:55:12,458 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.0, P=0.8511, R=0.4494, F1=0.5882
2025-04-16 15:55:12,458 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.5, P=0.8372, R=0.4045, F1=0.5455
2025-04-16 15:55:12,458 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=7.0, P=0.8372, R=0.4045, F1=0.5455
2025-04-16 15:55:12,459 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.0, P=0.8784, R=0.7303, F1=0.7975
2025-04-16 15:55:12,459 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.5, P=0.8767, R=0.7191, F1=0.7901
2025-04-16 15:55:12,459 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.0, P=0.8750, R=0.7079, F1=0.7826
2025-04-16 15:55:12,459 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.5, P=0.8750, R=0.7079, F1=0.7826
2025-04-16 15:55:12,459 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.0, P=0.8750, R=0.7079, F1=0.7826
2025-04-16 15:55:12,459 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.5, P=0.8873, R=0.7079, F1=0.7875
2025-04-16 15:55:12,459 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.0, P=0.8644, R=0.5730, F1=0.6892
2025-04-16 15:55:12,459 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.5, P=0.8571, R=0.5393, F1=0.6621
2025-04-16 15:55:12,460 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.0, P=0.8704, R=0.5281, F1=0.6573
2025-04-16 15:55:12,460 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.5, P=0.8704, R=0.5281, F1=0.6573
2025-04-16 15:55:12,460 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.0, P=0.8679, R=0.5169, F1=0.6479
2025-04-16 15:55:12,460 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.5, P=0.8571, R=0.4719, F1=0.6087
2025-04-16 15:55:12,460 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.0, P=0.8511, R=0.4494, F1=0.5882
2025-04-16 15:55:12,460 - INFO - [omi-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.5, P=0.8372, R=0.4045, F1=0.5455
