2025-04-17 17:43:03,982 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='els', window_size=5, score_thresholds=array([0. , 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1. , 1.1, 1.2,
       1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2. , 2.1, 2.2, 2.3, 2.4, 2.5,
       2.6, 2.7, 2.8, 2.9, 3. , 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8,
       3.9, 4. , 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5. , 5.1,
       5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6. , 6.1, 6.2, 6.3, 6.4,
       6.5, 6.6, 6.7, 6.8, 6.9, 7. ]), topk_range=range(0, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/els/neighbor_topk', visual_dir='./visual/els/neighbor_topk', num_workers=36, gif_duration=500)
2025-04-17 17:43:03,982 - INFO - 当前评分模式: ['mean_ratio']
2025-04-17 17:43:03,982 - INFO - 
==================================================
2025-04-17 17:43:03,982 - INFO - 开始执行网格搜索...
2025-04-17 17:43:03,985 - INFO - [els-1] Starting grid search...
2025-04-17 17:43:04,467 - INFO - [els-1.txt] mode=mean_ratio, topk=0, threshold=0.0, P=0.3200, R=0.2689, F1=0.2922
2025-04-17 17:43:06,471 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=2.8, P=0.3271, R=0.3697, F1=0.3471
2025-04-17 17:43:06,541 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=2.9, P=0.3296, R=0.3697, F1=0.3485
2025-04-17 17:43:06,542 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=3.0, P=0.3295, R=0.3655, F1=0.3466
2025-04-17 17:43:06,542 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=3.1, P=0.3321, R=0.3655, F1=0.3480
2025-04-17 17:43:06,542 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=3.2, P=0.3295, R=0.3613, F1=0.3447
2025-04-17 17:43:06,754 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=3.3, P=0.3282, R=0.3571, F1=0.3421
2025-04-17 17:43:06,754 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=3.4, P=0.3295, R=0.3571, F1=0.3427
2025-04-17 17:43:06,754 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=3.5, P=0.3216, R=0.3445, F1=0.3327
2025-04-17 17:43:06,755 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=3.6, P=0.3216, R=0.3445, F1=0.3327
2025-04-17 17:43:06,755 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=3.7, P=0.3241, R=0.3445, F1=0.3340
2025-04-17 17:43:06,755 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=3.8, P=0.3241, R=0.3445, F1=0.3340
2025-04-17 17:43:06,755 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=3.9, P=0.3267, R=0.3445, F1=0.3354
2025-04-17 17:43:06,756 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=4.0, P=0.3240, R=0.3403, F1=0.3320
2025-04-17 17:43:06,756 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=4.1, P=0.3240, R=0.3403, F1=0.3320
2025-04-17 17:43:06,756 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=4.2, P=0.3266, R=0.3403, F1=0.3333
2025-04-17 17:43:06,756 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=4.3, P=0.3266, R=0.3403, F1=0.3333
2025-04-17 17:43:06,756 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=4.4, P=0.3252, R=0.3361, F1=0.3306
2025-04-17 17:43:06,756 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=4.5, P=0.3252, R=0.3361, F1=0.3306
2025-04-17 17:43:06,756 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=4.6, P=0.3265, R=0.3361, F1=0.3313
2025-04-17 17:43:06,756 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=4.7, P=0.3279, R=0.3361, F1=0.3320
2025-04-17 17:43:06,756 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=4.8, P=0.3292, R=0.3361, F1=0.3326
2025-04-17 17:43:06,756 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=4.9, P=0.3320, R=0.3361, F1=0.3340
2025-04-17 17:43:06,756 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=5.0, P=0.3347, R=0.3361, F1=0.3354
2025-04-17 17:43:06,756 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=5.1, P=0.3291, R=0.3277, F1=0.3284
2025-04-17 17:43:06,757 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=5.2, P=0.3305, R=0.3277, F1=0.3291
2025-04-17 17:43:06,757 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=5.3, P=0.3319, R=0.3235, F1=0.3277
2025-04-17 17:43:07,046 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=5.4, P=0.3333, R=0.3235, F1=0.3284
2025-04-17 17:43:07,046 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=5.5, P=0.3348, R=0.3235, F1=0.3291
2025-04-17 17:43:07,047 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=5.6, P=0.3348, R=0.3235, F1=0.3291
2025-04-17 17:43:07,047 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=5.7, P=0.3289, R=0.3151, F1=0.3219
2025-04-17 17:43:07,047 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=5.8, P=0.3304, R=0.3151, F1=0.3226
2025-04-17 17:43:07,048 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=5.9, P=0.3214, R=0.3025, F1=0.3117
2025-04-17 17:43:07,048 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=6.0, P=0.3214, R=0.3025, F1=0.3117
2025-04-17 17:43:07,048 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=6.1, P=0.3214, R=0.3025, F1=0.3117
2025-04-17 17:43:07,139 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=6.2, P=0.3229, R=0.3025, F1=0.3124
2025-04-17 17:43:07,139 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=6.3, P=0.3229, R=0.3025, F1=0.3124
2025-04-17 17:43:07,140 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=6.4, P=0.3229, R=0.3025, F1=0.3124
2025-04-17 17:43:07,140 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=6.5, P=0.3229, R=0.3025, F1=0.3124
2025-04-17 17:43:07,141 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=6.6, P=0.3229, R=0.3025, F1=0.3124
2025-04-17 17:43:07,141 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=6.7, P=0.3198, R=0.2983, F1=0.3087
2025-04-17 17:43:07,141 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=6.8, P=0.3167, R=0.2941, F1=0.3050
2025-04-17 17:43:07,141 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=6.9, P=0.3182, R=0.2941, F1=0.3057
2025-04-17 17:43:07,141 - INFO - [els-1.txt] mode=mean_ratio, topk=2, threshold=7.0, P=0.3134, R=0.2857, F1=0.2989
2025-04-17 17:43:07,141 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=0.0, P=0.3010, R=0.3908, F1=0.3400
2025-04-17 17:43:07,141 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=0.1, P=0.3010, R=0.3908, F1=0.3400
2025-04-17 17:43:07,141 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=0.2, P=0.3029, R=0.3908, F1=0.3413
2025-04-17 17:43:07,141 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=0.3, P=0.3029, R=0.3908, F1=0.3413
2025-04-17 17:43:07,141 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=0.4, P=0.3029, R=0.3908, F1=0.3413
2025-04-17 17:43:07,141 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=0.5, P=0.3029, R=0.3908, F1=0.3413
2025-04-17 17:43:07,362 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=0.6, P=0.3029, R=0.3908, F1=0.3413
2025-04-17 17:43:07,363 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=0.7, P=0.3029, R=0.3908, F1=0.3413
2025-04-17 17:43:07,364 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=0.8, P=0.3026, R=0.3866, F1=0.3395
2025-04-17 17:43:07,364 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=0.9, P=0.3046, R=0.3866, F1=0.3407
2025-04-17 17:43:07,364 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=1.0, P=0.3046, R=0.3866, F1=0.3407
2025-04-17 17:43:07,364 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=1.1, P=0.3056, R=0.3866, F1=0.3414
2025-04-17 17:43:07,365 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=1.2, P=0.3056, R=0.3866, F1=0.3414
2025-04-17 17:43:07,413 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=1.3, P=0.3056, R=0.3866, F1=0.3414
2025-04-17 17:43:07,413 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=1.4, P=0.3056, R=0.3866, F1=0.3414
2025-04-17 17:43:07,433 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=1.5, P=0.3056, R=0.3866, F1=0.3414
2025-04-17 17:43:07,434 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=1.6, P=0.3056, R=0.3866, F1=0.3414
2025-04-17 17:43:07,434 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=1.7, P=0.3077, R=0.3866, F1=0.3426
2025-04-17 17:43:07,434 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=1.8, P=0.3077, R=0.3866, F1=0.3426
2025-04-17 17:43:07,434 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=1.9, P=0.3077, R=0.3866, F1=0.3426
2025-04-17 17:43:07,434 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=2.0, P=0.3087, R=0.3866, F1=0.3433
2025-04-17 17:43:07,434 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=2.1, P=0.3098, R=0.3866, F1=0.3439
2025-04-17 17:43:07,434 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=2.2, P=0.3098, R=0.3866, F1=0.3439
2025-04-17 17:43:07,434 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=2.3, P=0.3098, R=0.3866, F1=0.3439
2025-04-17 17:43:07,434 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=2.4, P=0.3108, R=0.3866, F1=0.3446
2025-04-17 17:43:07,434 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=2.5, P=0.3151, R=0.3866, F1=0.3472
2025-04-17 17:43:07,435 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=2.6, P=0.3162, R=0.3866, F1=0.3478
2025-04-17 17:43:07,436 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=2.7, P=0.3172, R=0.3866, F1=0.3485
2025-04-17 17:43:07,436 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=2.8, P=0.3206, R=0.3866, F1=0.3505
2025-04-17 17:43:07,436 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=2.9, P=0.3228, R=0.3866, F1=0.3518
2025-04-17 17:43:07,436 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=3.0, P=0.3227, R=0.3824, F1=0.3500
2025-04-17 17:43:07,436 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=3.1, P=0.3250, R=0.3824, F1=0.3514
2025-04-17 17:43:07,436 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=3.2, P=0.3250, R=0.3824, F1=0.3514
2025-04-17 17:43:07,436 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=3.3, P=0.3250, R=0.3824, F1=0.3514
2025-04-17 17:43:07,436 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=3.4, P=0.3250, R=0.3824, F1=0.3514
2025-04-17 17:43:07,436 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=3.5, P=0.3177, R=0.3697, F1=0.3417
2025-04-17 17:43:07,436 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=3.6, P=0.3177, R=0.3697, F1=0.3417
2025-04-17 17:43:07,572 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=3.7, P=0.3177, R=0.3697, F1=0.3417
2025-04-17 17:43:07,573 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=3.8, P=0.3177, R=0.3697, F1=0.3417
2025-04-17 17:43:07,573 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=3.9, P=0.3200, R=0.3697, F1=0.3431
2025-04-17 17:43:07,573 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=4.0, P=0.3175, R=0.3655, F1=0.3398
2025-04-17 17:43:07,573 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=4.1, P=0.3187, R=0.3655, F1=0.3405
2025-04-17 17:43:07,747 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=4.2, P=0.3222, R=0.3655, F1=0.3425
2025-04-17 17:43:07,747 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=4.3, P=0.3222, R=0.3655, F1=0.3425
2025-04-17 17:43:07,748 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=4.4, P=0.3234, R=0.3655, F1=0.3432
2025-04-17 17:43:07,748 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=4.5, P=0.3246, R=0.3655, F1=0.3439
2025-04-17 17:43:07,850 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=4.6, P=0.3246, R=0.3655, F1=0.3439
2025-04-17 17:43:07,851 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=4.7, P=0.3258, R=0.3655, F1=0.3446
2025-04-17 17:43:07,851 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=4.8, P=0.3258, R=0.3655, F1=0.3446
2025-04-17 17:43:07,870 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=4.9, P=0.3283, R=0.3655, F1=0.3459
2025-04-17 17:43:07,870 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=5.0, P=0.3295, R=0.3655, F1=0.3466
2025-04-17 17:43:07,893 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=5.1, P=0.3295, R=0.3655, F1=0.3466
2025-04-17 17:43:07,893 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=5.2, P=0.3321, R=0.3655, F1=0.3480
2025-04-17 17:43:07,893 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=5.3, P=0.3346, R=0.3655, F1=0.3494
2025-04-17 17:43:07,893 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=5.4, P=0.3346, R=0.3655, F1=0.3494
2025-04-17 17:43:07,893 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=5.5, P=0.3346, R=0.3655, F1=0.3494
2025-04-17 17:43:07,893 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=5.6, P=0.3346, R=0.3655, F1=0.3494
2025-04-17 17:43:07,893 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=5.7, P=0.3346, R=0.3655, F1=0.3494
2025-04-17 17:43:07,893 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=5.8, P=0.3346, R=0.3655, F1=0.3494
2025-04-17 17:43:07,893 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=5.9, P=0.3359, R=0.3655, F1=0.3501
2025-04-17 17:43:07,894 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=6.0, P=0.3333, R=0.3613, F1=0.3468
2025-04-17 17:43:07,894 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=6.1, P=0.3333, R=0.3613, F1=0.3468
2025-04-17 17:43:08,062 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=6.2, P=0.3346, R=0.3613, F1=0.3475
2025-04-17 17:43:08,063 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=6.3, P=0.3346, R=0.3613, F1=0.3475
2025-04-17 17:43:08,063 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=6.4, P=0.3320, R=0.3571, F1=0.3441
2025-04-17 17:43:08,063 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=6.5, P=0.3294, R=0.3529, F1=0.3408
2025-04-17 17:43:08,063 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=6.6, P=0.3268, R=0.3487, F1=0.3374
2025-04-17 17:43:08,064 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=6.7, P=0.3254, R=0.3445, F1=0.3347
2025-04-17 17:43:08,064 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=6.8, P=0.3227, R=0.3403, F1=0.3313
2025-04-17 17:43:08,064 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=6.9, P=0.3213, R=0.3361, F1=0.3285
2025-04-17 17:43:08,064 - INFO - [els-1.txt] mode=mean_ratio, topk=3, threshold=7.0, P=0.3213, R=0.3361, F1=0.3285
2025-04-17 17:43:08,064 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=0.0, P=0.2956, R=0.3950, F1=0.3381
2025-04-17 17:43:08,064 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=0.1, P=0.2956, R=0.3950, F1=0.3381
2025-04-17 17:43:08,064 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=0.2, P=0.2965, R=0.3950, F1=0.3387
2025-04-17 17:43:08,180 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=0.3, P=0.2965, R=0.3950, F1=0.3387
2025-04-17 17:43:08,180 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=0.4, P=0.2965, R=0.3950, F1=0.3387
2025-04-17 17:43:08,180 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=0.5, P=0.2965, R=0.3950, F1=0.3387
2025-04-17 17:43:08,181 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=0.6, P=0.2965, R=0.3950, F1=0.3387
2025-04-17 17:43:08,181 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=0.7, P=0.2965, R=0.3950, F1=0.3387
2025-04-17 17:43:08,181 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=0.8, P=0.2952, R=0.3908, F1=0.3363
2025-04-17 17:43:08,194 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=0.9, P=0.2971, R=0.3908, F1=0.3376
2025-04-17 17:43:08,194 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=1.0, P=0.2971, R=0.3908, F1=0.3376
2025-04-17 17:43:08,194 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=1.1, P=0.2981, R=0.3908, F1=0.3382
2025-04-17 17:43:08,195 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=1.2, P=0.2981, R=0.3908, F1=0.3382
2025-04-17 17:43:08,259 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=1.3, P=0.2981, R=0.3908, F1=0.3382
2025-04-17 17:43:08,259 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=1.4, P=0.2981, R=0.3908, F1=0.3382
2025-04-17 17:43:08,259 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=1.5, P=0.2981, R=0.3908, F1=0.3382
2025-04-17 17:43:08,259 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=1.6, P=0.2981, R=0.3908, F1=0.3382
2025-04-17 17:43:08,259 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=1.7, P=0.3000, R=0.3908, F1=0.3394
2025-04-17 17:43:08,259 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=1.8, P=0.3000, R=0.3908, F1=0.3394
2025-04-17 17:43:08,259 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=1.9, P=0.3000, R=0.3908, F1=0.3394
2025-04-17 17:43:08,260 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=2.0, P=0.3010, R=0.3908, F1=0.3400
2025-04-17 17:43:08,260 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=2.1, P=0.3010, R=0.3908, F1=0.3400
2025-04-17 17:43:08,260 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=2.2, P=0.3010, R=0.3908, F1=0.3400
2025-04-17 17:43:08,260 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=2.3, P=0.3010, R=0.3908, F1=0.3400
2025-04-17 17:43:08,260 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=2.4, P=0.3019, R=0.3908, F1=0.3407
2025-04-17 17:43:08,260 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=2.5, P=0.3059, R=0.3908, F1=0.3432
2025-04-17 17:43:08,261 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=2.6, P=0.3069, R=0.3908, F1=0.3438
2025-04-17 17:43:08,261 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=2.7, P=0.3079, R=0.3908, F1=0.3444
2025-04-17 17:43:08,261 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=2.8, P=0.3090, R=0.3908, F1=0.3451
2025-04-17 17:43:08,262 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=2.9, P=0.3100, R=0.3908, F1=0.3457
2025-04-17 17:43:08,262 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=3.0, P=0.3087, R=0.3866, F1=0.3433
2025-04-17 17:43:08,262 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=3.1, P=0.3098, R=0.3866, F1=0.3439
2025-04-17 17:43:08,262 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=3.2, P=0.3098, R=0.3866, F1=0.3439
2025-04-17 17:43:08,360 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=3.3, P=0.3098, R=0.3866, F1=0.3439
2025-04-17 17:43:08,611 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=3.4, P=0.3098, R=0.3866, F1=0.3439
2025-04-17 17:43:08,611 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=3.5, P=0.3051, R=0.3782, F1=0.3377
2025-04-17 17:43:08,611 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=3.6, P=0.3051, R=0.3782, F1=0.3377
2025-04-17 17:43:08,611 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=3.7, P=0.3051, R=0.3782, F1=0.3377
2025-04-17 17:43:08,612 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=3.8, P=0.3051, R=0.3782, F1=0.3377
2025-04-17 17:43:08,612 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=3.9, P=0.3072, R=0.3782, F1=0.3390
2025-04-17 17:43:08,612 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=4.0, P=0.3048, R=0.3739, F1=0.3358
2025-04-17 17:43:08,612 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=4.1, P=0.3058, R=0.3739, F1=0.3365
2025-04-17 17:43:08,612 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=4.2, P=0.3069, R=0.3739, F1=0.3371
2025-04-17 17:43:08,612 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=4.3, P=0.3069, R=0.3739, F1=0.3371
2025-04-17 17:43:08,612 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=4.4, P=0.3080, R=0.3739, F1=0.3378
2025-04-17 17:43:08,613 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=4.5, P=0.3080, R=0.3739, F1=0.3378
2025-04-17 17:43:08,613 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=4.6, P=0.3080, R=0.3739, F1=0.3378
2025-04-17 17:43:08,614 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=4.7, P=0.3080, R=0.3739, F1=0.3378
2025-04-17 17:43:08,614 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=4.8, P=0.3080, R=0.3739, F1=0.3378
2025-04-17 17:43:08,827 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=4.9, P=0.3101, R=0.3739, F1=0.3390
2025-04-17 17:43:08,828 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=5.0, P=0.3112, R=0.3739, F1=0.3397
2025-04-17 17:43:08,828 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=5.1, P=0.3112, R=0.3739, F1=0.3397
2025-04-17 17:43:08,828 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=5.2, P=0.3112, R=0.3739, F1=0.3397
2025-04-17 17:43:08,828 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=5.3, P=0.3134, R=0.3739, F1=0.3410
2025-04-17 17:43:08,828 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=5.4, P=0.3134, R=0.3739, F1=0.3410
2025-04-17 17:43:08,828 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=5.5, P=0.3134, R=0.3739, F1=0.3410
2025-04-17 17:43:08,828 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=5.6, P=0.3134, R=0.3739, F1=0.3410
2025-04-17 17:43:08,828 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=5.7, P=0.3134, R=0.3739, F1=0.3410
2025-04-17 17:43:08,829 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=5.8, P=0.3134, R=0.3739, F1=0.3410
2025-04-17 17:43:08,829 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=5.9, P=0.3145, R=0.3739, F1=0.3417
2025-04-17 17:43:08,830 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=6.0, P=0.3145, R=0.3739, F1=0.3417
2025-04-17 17:43:08,928 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=6.1, P=0.3145, R=0.3739, F1=0.3417
2025-04-17 17:43:08,929 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=6.2, P=0.3145, R=0.3739, F1=0.3417
2025-04-17 17:43:08,951 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=6.3, P=0.3145, R=0.3739, F1=0.3417
2025-04-17 17:43:08,952 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=6.4, P=0.3121, R=0.3697, F1=0.3385
2025-04-17 17:43:08,952 - INFO - [els-1.txt] mode=mean_ratio, topk=4, threshold=6.5, P=0.3096, R=0.3655, F1=0.3353
