2025-05-07 19:07:31,107 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['strict_deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_corr_threshold', visual_dir='./visual/machine/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-07 19:07:31,108 - INFO - 当前评分模式: ['strict_deviation']
2025-05-07 19:07:31,108 - INFO - 
==================================================
2025-05-07 19:07:31,108 - INFO - 开始执行网格搜索...
2025-05-07 19:07:31,112 - INFO - [machine-1-1] Starting grid search...
2025-05-07 19:08:23,221 - INFO - [machine-1-1.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 19:30:08,982 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.5, threshold=1.0, P=0.2472, R=0.2651, F1=0.2558
2025-05-07 19:30:08,982 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.5, threshold=1.5, P=0.2763, R=0.2530, F1=0.2642
2025-05-07 19:30:08,982 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.0, P=0.3203, R=0.2470, F1=0.2789
2025-05-07 19:30:08,982 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.5, P=0.3578, R=0.2349, F1=0.2836
2025-05-07 19:30:08,982 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.0, P=0.3617, R=0.2048, F1=0.2615
2025-05-07 19:30:08,982 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.5, P=0.3373, R=0.1687, F1=0.2249
2025-05-07 19:30:08,982 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.0, P=0.3590, R=0.1687, F1=0.2295
2025-05-07 19:30:08,982 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.5, P=0.3562, R=0.1566, F1=0.2176
2025-05-07 19:30:08,982 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.0, P=0.3676, R=0.1506, F1=0.2137
2025-05-07 19:30:08,982 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.5, P=0.3226, R=0.1205, F1=0.1754
2025-05-07 19:30:08,982 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.0, P=0.3000, R=0.1084, F1=0.1593
2025-05-07 19:30:25,633 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.5, P=0.2807, R=0.0964, F1=0.1435
2025-05-07 19:30:25,634 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.5, threshold=7.0, P=0.2909, R=0.0964, F1=0.1448
2025-05-07 19:30:25,634 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.0, P=0.1947, R=0.2651, F1=0.2245
2025-05-07 19:30:25,634 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.5, P=0.2138, R=0.1867, F1=0.1994
2025-05-07 19:30:25,635 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.0, P=0.2241, R=0.1566, F1=0.1844
2025-05-07 19:30:25,635 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.5, P=0.2653, R=0.1566, F1=0.1970
2025-05-07 19:30:25,635 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.0, P=0.3250, R=0.1566, F1=0.2114
2025-05-07 19:30:25,635 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.5, P=0.3288, R=0.1446, F1=0.2008
2025-05-07 19:30:26,361 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.0, P=0.3286, R=0.1386, F1=0.1949
2025-05-07 19:30:26,362 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.5, P=0.3333, R=0.1325, F1=0.1897
2025-05-07 19:30:26,362 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.0, P=0.3500, R=0.1265, F1=0.1858
2025-05-07 19:30:26,362 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.5, P=0.3276, R=0.1145, F1=0.1696
2025-05-07 19:30:26,362 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.0, P=0.3519, R=0.1145, F1=0.1727
2025-05-07 19:30:26,362 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.5, P=0.3200, R=0.0964, F1=0.1481
2025-05-07 19:30:26,362 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.0, P=0.3265, R=0.0964, F1=0.1488
2025-05-07 19:30:26,362 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.5, P=0.3333, R=0.0964, F1=0.1495
2025-05-07 19:30:26,363 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=7.0, P=0.3261, R=0.0904, F1=0.1415
2025-05-07 19:30:26,363 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.0, P=0.1947, R=0.2651, F1=0.2245
2025-05-07 19:30:26,363 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.5, P=0.2138, R=0.1867, F1=0.1994
2025-05-07 19:30:26,363 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.0, P=0.2241, R=0.1566, F1=0.1844
2025-05-07 19:30:26,363 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.5, P=0.2653, R=0.1566, F1=0.1970
2025-05-07 19:30:33,305 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.0, P=0.3250, R=0.1566, F1=0.2114
2025-05-07 19:30:33,306 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.5, P=0.3288, R=0.1446, F1=0.2008
2025-05-07 19:30:33,306 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.0, P=0.3286, R=0.1386, F1=0.1949
2025-05-07 19:30:33,306 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.5, P=0.3333, R=0.1325, F1=0.1897
2025-05-07 19:30:33,306 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.0, P=0.3500, R=0.1265, F1=0.1858
2025-05-07 19:30:39,388 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.5, P=0.3276, R=0.1145, F1=0.1696
2025-05-07 19:30:39,389 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.0, P=0.3519, R=0.1145, F1=0.1727
2025-05-07 19:30:39,389 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.5, P=0.3200, R=0.0964, F1=0.1481
2025-05-07 19:30:39,389 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.0, P=0.3265, R=0.0964, F1=0.1488
2025-05-07 19:30:39,389 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.5, P=0.3333, R=0.0964, F1=0.1495
2025-05-07 19:30:39,389 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=7.0, P=0.3261, R=0.0904, F1=0.1415
2025-05-07 19:30:39,389 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.0, P=0.1947, R=0.2651, F1=0.2245
2025-05-07 19:30:39,389 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.5, P=0.2138, R=0.1867, F1=0.1994
2025-05-07 19:30:39,390 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.0, P=0.2241, R=0.1566, F1=0.1844
2025-05-07 19:30:39,649 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.5, P=0.2653, R=0.1566, F1=0.1970
2025-05-07 19:30:43,506 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.0, P=0.3250, R=0.1566, F1=0.2114
2025-05-07 19:30:43,763 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.5, P=0.3288, R=0.1446, F1=0.2008
2025-05-07 19:30:48,079 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.0, P=0.3286, R=0.1386, F1=0.1949
2025-05-07 19:30:48,080 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.5, P=0.3333, R=0.1325, F1=0.1897
2025-05-07 19:30:48,081 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.0, P=0.3500, R=0.1265, F1=0.1858
2025-05-07 19:30:48,081 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.5, P=0.3276, R=0.1145, F1=0.1696
2025-05-07 19:30:49,871 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.0, P=0.3519, R=0.1145, F1=0.1727
2025-05-07 19:30:50,412 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.5, P=0.3200, R=0.0964, F1=0.1481
2025-05-07 19:30:50,412 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.0, P=0.3265, R=0.0964, F1=0.1488
2025-05-07 19:30:51,109 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.5, P=0.3333, R=0.0964, F1=0.1495
2025-05-07 19:30:51,110 - INFO - [machine-3-3.txt] mode=strict_deviation, corr_threshold=0.6, threshold=7.0, P=0.3261, R=0.0904, F1=0.1415
2025-05-07 19:30:51,230 - INFO - [machine-3-4] Starting grid search...
2025-05-07 19:31:40,267 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 19:31:40,268 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.5, P=0.1404, R=0.8000, F1=0.2388
2025-05-07 19:31:40,268 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=1.0, P=0.1394, R=0.7667, F1=0.2359
2025-05-07 19:31:40,268 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=1.5, P=0.1437, R=0.7667, F1=0.2421
2025-05-07 19:31:40,268 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=2.0, P=0.1554, R=0.7667, F1=0.2584
2025-05-07 19:31:42,938 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=2.5, P=0.1597, R=0.7667, F1=0.2644
2025-05-07 19:31:42,939 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=3.0, P=0.1594, R=0.7333, F1=0.2619
2025-05-07 19:31:42,939 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=3.5, P=0.1642, R=0.7333, F1=0.2683
2025-05-07 19:31:47,356 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=4.0, P=0.1603, R=0.7000, F1=0.2609
2025-05-07 19:31:49,047 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=4.5, P=0.1641, R=0.7000, F1=0.2658
2025-05-07 19:31:49,047 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=5.0, P=0.1721, R=0.7000, F1=0.2763
2025-05-07 19:31:49,047 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=5.5, P=0.1736, R=0.7000, F1=0.2781
2025-05-07 19:31:49,047 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=6.0, P=0.1750, R=0.7000, F1=0.2800
2025-05-07 19:31:49,048 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=6.5, P=0.1624, R=0.6333, F1=0.2585
2025-05-07 19:31:49,048 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=7.0, P=0.1565, R=0.6000, F1=0.2483
2025-05-07 19:31:49,048 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 19:31:52,324 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.5, P=0.1404, R=0.8000, F1=0.2388
2025-05-07 19:31:52,324 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=1.0, P=0.1394, R=0.7667, F1=0.2359
2025-05-07 19:31:52,324 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=1.5, P=0.1437, R=0.7667, F1=0.2421
2025-05-07 19:31:52,324 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=2.0, P=0.1554, R=0.7667, F1=0.2584
2025-05-07 19:31:52,324 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=2.5, P=0.1597, R=0.7667, F1=0.2644
2025-05-07 19:31:52,325 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=3.0, P=0.1594, R=0.7333, F1=0.2619
2025-05-07 19:31:52,325 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=3.5, P=0.1642, R=0.7333, F1=0.2683
2025-05-07 19:31:52,647 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=4.0, P=0.1603, R=0.7000, F1=0.2609
2025-05-07 19:31:52,647 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=4.5, P=0.1641, R=0.7000, F1=0.2658
2025-05-07 19:31:52,648 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=5.0, P=0.1721, R=0.7000, F1=0.2763
2025-05-07 19:31:52,648 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=5.5, P=0.1736, R=0.7000, F1=0.2781
2025-05-07 19:31:52,648 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=6.0, P=0.1750, R=0.7000, F1=0.2800
2025-05-07 19:31:52,648 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=6.5, P=0.1624, R=0.6333, F1=0.2585
2025-05-07 19:31:52,648 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.0, threshold=7.0, P=0.1565, R=0.6000, F1=0.2483
2025-05-07 19:31:52,648 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 19:31:52,648 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=0.5, P=0.1404, R=0.8000, F1=0.2388
2025-05-07 19:31:52,648 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=1.0, P=0.1394, R=0.7667, F1=0.2359
2025-05-07 19:31:52,648 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=1.5, P=0.1437, R=0.7667, F1=0.2421
2025-05-07 19:31:52,648 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=2.0, P=0.1554, R=0.7667, F1=0.2584
2025-05-07 19:31:52,648 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=2.5, P=0.1597, R=0.7667, F1=0.2644
2025-05-07 19:32:22,304 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=3.0, P=0.1594, R=0.7333, F1=0.2619
2025-05-07 19:32:22,305 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=3.5, P=0.1642, R=0.7333, F1=0.2683
2025-05-07 19:32:22,305 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=4.0, P=0.1603, R=0.7000, F1=0.2609
2025-05-07 19:32:22,305 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=4.5, P=0.1641, R=0.7000, F1=0.2658
2025-05-07 19:32:22,305 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=5.0, P=0.1721, R=0.7000, F1=0.2763
2025-05-07 19:32:22,305 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=5.5, P=0.1736, R=0.7000, F1=0.2781
2025-05-07 19:32:22,305 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=6.0, P=0.1750, R=0.7000, F1=0.2800
2025-05-07 19:32:22,305 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=6.5, P=0.1624, R=0.6333, F1=0.2585
2025-05-07 19:32:22,305 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.1, threshold=7.0, P=0.1565, R=0.6000, F1=0.2483
2025-05-07 19:32:22,305 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 19:32:22,306 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.5, P=0.1404, R=0.8000, F1=0.2388
2025-05-07 19:32:22,306 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.0, P=0.1394, R=0.7667, F1=0.2359
2025-05-07 19:32:25,265 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.5, P=0.1437, R=0.7667, F1=0.2421
2025-05-07 19:32:25,266 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.0, P=0.1554, R=0.7667, F1=0.2584
2025-05-07 19:32:30,481 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.5, P=0.1597, R=0.7667, F1=0.2644
2025-05-07 19:32:30,482 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.0, P=0.1594, R=0.7333, F1=0.2619
2025-05-07 19:32:30,482 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.5, P=0.1642, R=0.7333, F1=0.2683
2025-05-07 19:32:30,482 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.0, P=0.1603, R=0.7000, F1=0.2609
2025-05-07 19:32:30,482 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.5, P=0.1641, R=0.7000, F1=0.2658
2025-05-07 19:32:30,482 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.0, P=0.1721, R=0.7000, F1=0.2763
2025-05-07 19:32:30,482 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.5, P=0.1736, R=0.7000, F1=0.2781
2025-05-07 19:32:30,482 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.0, P=0.1750, R=0.7000, F1=0.2800
2025-05-07 19:32:30,483 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.5, P=0.1624, R=0.6333, F1=0.2585
2025-05-07 19:32:30,483 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=7.0, P=0.1565, R=0.6000, F1=0.2483
2025-05-07 19:32:30,483 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 19:32:30,483 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.5, P=0.1404, R=0.8000, F1=0.2388
2025-05-07 19:32:30,483 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.0, P=0.1394, R=0.7667, F1=0.2359
2025-05-07 19:32:30,483 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.5, P=0.1437, R=0.7667, F1=0.2421
2025-05-07 19:32:46,850 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.0, P=0.1554, R=0.7667, F1=0.2584
2025-05-07 19:32:47,616 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.5, P=0.1597, R=0.7667, F1=0.2644
2025-05-07 19:32:47,616 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.0, P=0.1594, R=0.7333, F1=0.2619
2025-05-07 19:32:53,467 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.5, P=0.1642, R=0.7333, F1=0.2683
2025-05-07 19:32:53,467 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.0, P=0.1603, R=0.7000, F1=0.2609
2025-05-07 19:32:53,816 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.5, P=0.1641, R=0.7000, F1=0.2658
2025-05-07 19:32:54,677 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.0, P=0.1721, R=0.7000, F1=0.2763
2025-05-07 19:32:54,678 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.5, P=0.1736, R=0.7000, F1=0.2781
2025-05-07 19:32:54,678 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.0, P=0.1750, R=0.7000, F1=0.2800
2025-05-07 19:32:54,678 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.5, P=0.1624, R=0.6333, F1=0.2585
2025-05-07 19:32:54,678 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=7.0, P=0.1565, R=0.6000, F1=0.2483
2025-05-07 19:32:54,678 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 19:32:54,678 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=0.5, P=0.1404, R=0.8000, F1=0.2388
2025-05-07 19:32:54,678 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.0, P=0.1394, R=0.7667, F1=0.2359
2025-05-07 19:32:54,678 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=1.5, P=0.1437, R=0.7667, F1=0.2421
2025-05-07 19:32:54,679 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.0, P=0.1554, R=0.7667, F1=0.2584
2025-05-07 19:32:54,679 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=2.5, P=0.1597, R=0.7667, F1=0.2644
2025-05-07 19:32:54,679 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.0, P=0.1594, R=0.7333, F1=0.2619
2025-05-07 19:32:54,679 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=3.5, P=0.1642, R=0.7333, F1=0.2683
2025-05-07 19:32:54,679 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.0, P=0.1603, R=0.7000, F1=0.2609
2025-05-07 19:32:54,679 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=4.5, P=0.1641, R=0.7000, F1=0.2658
2025-05-07 19:32:54,679 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.0, P=0.1721, R=0.7000, F1=0.2763
2025-05-07 19:32:54,679 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=5.5, P=0.1736, R=0.7000, F1=0.2781
2025-05-07 19:32:54,679 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.0, P=0.1750, R=0.7000, F1=0.2800
2025-05-07 19:32:54,679 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=6.5, P=0.1624, R=0.6333, F1=0.2585
2025-05-07 19:32:54,679 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.2, threshold=7.0, P=0.1565, R=0.6000, F1=0.2483
2025-05-07 19:32:54,679 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 19:32:58,546 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=0.5, P=0.1404, R=0.8000, F1=0.2388
2025-05-07 19:32:59,347 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.0, P=0.1394, R=0.7667, F1=0.2359
2025-05-07 19:32:59,347 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=1.5, P=0.1437, R=0.7667, F1=0.2421
2025-05-07 19:32:59,347 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.0, P=0.1554, R=0.7667, F1=0.2584
2025-05-07 19:32:59,347 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=2.5, P=0.1597, R=0.7667, F1=0.2644
2025-05-07 19:32:59,347 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.0, P=0.1594, R=0.7333, F1=0.2619
2025-05-07 19:33:02,554 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=3.5, P=0.1642, R=0.7333, F1=0.2683
2025-05-07 19:33:02,555 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.0, P=0.1603, R=0.7000, F1=0.2609
2025-05-07 19:33:02,555 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=4.5, P=0.1641, R=0.7000, F1=0.2658
2025-05-07 19:33:28,071 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.0, P=0.1721, R=0.7000, F1=0.2763
2025-05-07 19:33:28,072 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=5.5, P=0.1736, R=0.7000, F1=0.2781
2025-05-07 19:33:28,072 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.0, P=0.1750, R=0.7000, F1=0.2800
2025-05-07 19:33:28,072 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=6.5, P=0.1624, R=0.6333, F1=0.2585
2025-05-07 19:33:28,072 - INFO - [machine-3-4.txt] mode=strict_deviation, corr_threshold=0.3, threshold=7.0, P=0.1565, R=0.6000, F1=0.2483
