2025-05-07 15:11:24,207 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_topk', visual_dir='./visual/machine/neighbor_topk', num_workers=36, gif_duration=500)
2025-05-07 15:11:24,207 - INFO - 当前评分模式: ['deviation']
2025-05-07 15:11:24,207 - INFO - 
==================================================
2025-05-07 15:11:24,207 - INFO - 开始执行网格搜索...
2025-05-07 15:11:24,212 - INFO - [machine-1-1] Starting grid search...
2025-05-07 15:12:08,407 - INFO - [machine-1-1.txt] mode=deviation, topk=1, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 15:26:19,360 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=0.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 15:26:19,360 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=1.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 15:26:19,361 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=1.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 15:26:19,562 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=2.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 15:26:19,563 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=2.5, P=0.1300, R=0.8667, F1=0.2261
2025-05-07 15:26:20,210 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=3.0, P=0.1327, R=0.8667, F1=0.2301
2025-05-07 15:26:22,961 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=3.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-07 15:26:22,962 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=4.0, P=0.1263, R=0.8000, F1=0.2182
2025-05-07 15:26:22,962 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=4.5, P=0.1283, R=0.8000, F1=0.2212
2025-05-07 15:26:22,962 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=5.0, P=0.1341, R=0.8000, F1=0.2297
2025-05-07 15:26:23,032 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=5.5, P=0.1364, R=0.8000, F1=0.2330
2025-05-07 15:26:23,098 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=6.0, P=0.1353, R=0.7667, F1=0.2300
2025-05-07 15:26:23,254 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=6.5, P=0.1333, R=0.7333, F1=0.2256
2025-05-07 15:26:24,057 - INFO - [machine-3-4.txt] mode=deviation, topk=9, threshold=7.0, P=0.1333, R=0.7333, F1=0.2256
2025-05-07 15:26:24,134 - INFO - [machine-3-8] Starting grid search...
2025-05-07 15:27:03,959 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=0.0, P=0.3274, R=0.9821, F1=0.4911
2025-05-07 15:27:03,960 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=0.5, P=0.3438, R=0.9821, F1=0.5093
2025-05-07 15:27:04,746 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=1.0, P=0.3459, R=0.9821, F1=0.5116
2025-05-07 15:27:05,591 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=1.5, P=0.3481, R=0.9821, F1=0.5140
2025-05-07 15:27:05,591 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=2.0, P=0.3548, R=0.9821, F1=0.5213
2025-05-07 15:27:12,951 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=2.5, P=0.3571, R=0.9821, F1=0.5238
2025-05-07 15:27:12,952 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=3.0, P=0.3576, R=0.9643, F1=0.5217
2025-05-07 15:27:12,952 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=3.5, P=0.3533, R=0.9464, F1=0.5146
2025-05-07 15:27:12,952 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=4.0, P=0.3533, R=0.9464, F1=0.5146
2025-05-07 15:27:12,952 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=4.5, P=0.3562, R=0.9286, F1=0.5149
2025-05-07 15:27:14,254 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=5.0, P=0.3662, R=0.9286, F1=0.5253
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=5.5, P=0.3662, R=0.9286, F1=0.5253
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=6.0, P=0.3688, R=0.9286, F1=0.5279
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=6.5, P=0.3714, R=0.9286, F1=0.5306
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=1, threshold=7.0, P=0.3696, R=0.9107, F1=0.5258
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=0.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=0.5, P=0.3313, R=0.9821, F1=0.4955
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=1.0, P=0.3333, R=0.9821, F1=0.4977
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=1.5, P=0.3333, R=0.9821, F1=0.4977
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=2.0, P=0.3374, R=0.9821, F1=0.5023
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=2.5, P=0.3395, R=0.9821, F1=0.5046
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=3.0, P=0.3416, R=0.9821, F1=0.5069
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=3.5, P=0.3375, R=0.9643, F1=0.5000
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=4.0, P=0.3333, R=0.9464, F1=0.4930
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=4.5, P=0.3354, R=0.9464, F1=0.4953
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=5.0, P=0.3354, R=0.9464, F1=0.4953
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=5.5, P=0.3354, R=0.9464, F1=0.4953
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=6.0, P=0.3354, R=0.9464, F1=0.4953
2025-05-07 15:27:14,255 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=6.5, P=0.3397, R=0.9464, F1=0.5000
2025-05-07 15:27:14,256 - INFO - [machine-3-8.txt] mode=deviation, topk=2, threshold=7.0, P=0.3397, R=0.9464, F1=0.5000
2025-05-07 15:27:14,256 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=0.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:14,256 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=0.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:14,256 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=1.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:14,256 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=1.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:14,256 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=2.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:14,256 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=2.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:32,425 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=3.0, P=0.3254, R=0.9821, F1=0.4889
2025-05-07 15:27:33,298 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=3.5, P=0.3254, R=0.9821, F1=0.4889
2025-05-07 15:27:35,252 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=4.0, P=0.3254, R=0.9821, F1=0.4889
2025-05-07 15:27:35,253 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=4.5, P=0.3254, R=0.9821, F1=0.4889
2025-05-07 15:27:36,852 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=5.0, P=0.3274, R=0.9821, F1=0.4911
2025-05-07 15:27:37,395 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=5.5, P=0.3313, R=0.9821, F1=0.4955
2025-05-07 15:27:38,289 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=6.0, P=0.3313, R=0.9821, F1=0.4955
2025-05-07 15:27:38,290 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=6.5, P=0.3313, R=0.9821, F1=0.4955
2025-05-07 15:27:38,343 - INFO - [machine-3-8.txt] mode=deviation, topk=3, threshold=7.0, P=0.3273, R=0.9643, F1=0.4887
2025-05-07 15:27:39,722 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=0.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:39,723 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=0.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:40,697 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=1.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:40,698 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=1.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:40,698 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=2.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:40,698 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=2.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:40,698 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=3.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:40,698 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=3.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:41,008 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=4.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:41,183 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=4.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:42,101 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=5.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:43,240 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=5.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:44,455 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=6.0, P=0.3254, R=0.9821, F1=0.4889
2025-05-07 15:27:44,456 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=6.5, P=0.3254, R=0.9821, F1=0.4889
2025-05-07 15:27:45,139 - INFO - [machine-3-8.txt] mode=deviation, topk=4, threshold=7.0, P=0.3254, R=0.9821, F1=0.4889
2025-05-07 15:27:45,423 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=0.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:45,462 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=0.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:46,136 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=1.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:46,557 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=1.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:46,558 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=2.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:46,558 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=2.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:50,189 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=3.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:50,189 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=3.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:50,189 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=4.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:50,189 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=4.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:50,190 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=5.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:27:50,301 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=5.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:08,498 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=6.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:09,017 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=6.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:11,941 - INFO - [machine-3-8.txt] mode=deviation, topk=5, threshold=7.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:12,026 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=0.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:15,066 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=0.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:15,648 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=1.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:17,059 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=1.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:17,061 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=2.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:17,061 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=2.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:17,061 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=3.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:17,062 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=3.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:17,899 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=4.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:18,615 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=4.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:18,615 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=5.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:18,616 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=5.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:19,024 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=6.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:19,024 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=6.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:19,045 - INFO - [machine-3-8.txt] mode=deviation, topk=6, threshold=7.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:19,046 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=0.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:19,046 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=0.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:19,965 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=1.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:21,432 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=1.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:21,935 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=2.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:22,842 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=2.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:22,843 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=3.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:22,843 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=3.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:22,843 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=4.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:24,846 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=4.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:24,846 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=5.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:24,846 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=5.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:25,702 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=6.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:26,097 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=6.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:26,208 - INFO - [machine-3-8.txt] mode=deviation, topk=7, threshold=7.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:27,058 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=0.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:28,511 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=0.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:28,511 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=1.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:43,951 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=1.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:44,226 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=2.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:48,271 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=2.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:48,272 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=3.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:49,245 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=3.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:49,247 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=4.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:51,151 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=4.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:52,348 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=5.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:52,349 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=5.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:52,744 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=6.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:53,486 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=6.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:53,545 - INFO - [machine-3-8.txt] mode=deviation, topk=8, threshold=7.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:53,545 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=0.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:54,170 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=0.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:54,590 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=1.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:54,590 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=1.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:54,933 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=2.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:56,235 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=2.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:56,236 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=3.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:56,236 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=3.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:56,236 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=4.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:56,917 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=4.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:57,567 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=5.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:57,832 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=5.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:57,833 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=6.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:57,909 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=6.5, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:58,124 - INFO - [machine-3-8.txt] mode=deviation, topk=9, threshold=7.0, P=0.3235, R=0.9821, F1=0.4867
2025-05-07 15:28:58,204 - INFO - [machine-2-1] Starting grid search...
2025-05-07 15:29:26,938 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=0.0, P=0.2296, R=0.9886, F1=0.3726
2025-05-07 15:29:35,744 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=0.5, P=0.2241, R=0.8864, F1=0.3578
2025-05-07 15:29:35,744 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=1.0, P=0.2205, R=0.8068, F1=0.3463
2025-05-07 15:29:35,744 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=1.5, P=0.2078, R=0.7273, F1=0.3232
2025-05-07 15:29:35,745 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=2.0, P=0.2165, R=0.7159, F1=0.3325
2025-05-07 15:29:35,745 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=2.5, P=0.2251, R=0.6932, F1=0.3398
2025-05-07 15:29:35,745 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=3.0, P=0.2317, R=0.6477, F1=0.3413
2025-05-07 15:29:35,745 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=3.5, P=0.2321, R=0.6250, F1=0.3385
2025-05-07 15:29:36,412 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=4.0, P=0.2237, R=0.5795, F1=0.3228
2025-05-07 15:29:36,413 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=4.5, P=0.2264, R=0.5455, F1=0.3200
2025-05-07 15:29:36,413 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=5.0, P=0.2368, R=0.5114, F1=0.3237
2025-05-07 15:29:36,413 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=5.5, P=0.2500, R=0.5000, F1=0.3333
2025-05-07 15:29:36,413 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=6.0, P=0.2561, R=0.4773, F1=0.3333
2025-05-07 15:29:36,413 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=6.5, P=0.2562, R=0.4659, F1=0.3306
2025-05-07 15:29:36,770 - INFO - [machine-2-1.txt] mode=deviation, topk=1, threshold=7.0, P=0.2628, R=0.4659, F1=0.3361
2025-05-07 15:29:36,771 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=0.0, P=0.2283, R=0.9886, F1=0.3710
2025-05-07 15:29:36,771 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=0.5, P=0.2243, R=0.9432, F1=0.3624
2025-05-07 15:29:36,771 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=1.0, P=0.2113, R=0.8523, F1=0.3386
2025-05-07 15:29:36,772 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=1.5, P=0.2093, R=0.8182, F1=0.3333
2025-05-07 15:29:36,772 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=2.0, P=0.2094, R=0.8068, F1=0.3326
2025-05-07 15:29:36,772 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=2.5, P=0.2085, R=0.7841, F1=0.3294
2025-05-07 15:29:36,772 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=3.0, P=0.2114, R=0.7614, F1=0.3309
2025-05-07 15:29:39,384 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=3.5, P=0.2033, R=0.7045, F1=0.3155
2025-05-07 15:29:39,385 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=4.0, P=0.1932, R=0.6477, F1=0.2977
2025-05-07 15:29:39,385 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=4.5, P=0.1930, R=0.6250, F1=0.2949
2025-05-07 15:29:39,385 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=5.0, P=0.1949, R=0.6136, F1=0.2959
2025-05-07 15:29:39,385 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=5.5, P=0.2069, R=0.6136, F1=0.3095
2025-05-07 15:29:39,385 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=6.0, P=0.2154, R=0.6023, F1=0.3174
2025-05-07 15:29:39,385 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=6.5, P=0.2213, R=0.5909, F1=0.3220
2025-05-07 15:29:39,386 - INFO - [machine-2-1.txt] mode=deviation, topk=2, threshold=7.0, P=0.2178, R=0.5568, F1=0.3131
2025-05-07 15:29:39,386 - INFO - [machine-2-1.txt] mode=deviation, topk=3, threshold=0.0, P=0.2248, R=0.9886, F1=0.3663
2025-05-07 15:29:39,386 - INFO - [machine-2-1.txt] mode=deviation, topk=3, threshold=0.5, P=0.2196, R=0.9432, F1=0.3562
2025-05-07 15:29:39,638 - INFO - [machine-2-1.txt] mode=deviation, topk=3, threshold=1.0, P=0.2124, R=0.8977, F1=0.3435
2025-05-07 15:29:39,639 - INFO - [machine-2-1.txt] mode=deviation, topk=3, threshold=1.5, P=0.2039, R=0.8409, F1=0.3282
