2025-05-07 11:27:26,970 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-07 11:27:26,971 - INFO - 当前评分模式: ['deviation']
2025-05-07 11:27:26,971 - INFO - 
==================================================
2025-05-07 11:27:26,971 - INFO - 开始执行网格搜索...
2025-05-07 11:27:26,972 - INFO - [omi-12] Starting grid search...
2025-05-07 11:27:30,142 - INFO - [omi-12.txt] mode=deviation, corr_threshold=0.0, threshold=0.0, P=0.6129, R=0.9500, F1=0.7451
2025-05-07 11:28:59,717 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.3, threshold=1.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:28:59,717 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.3, threshold=1.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:28:59,717 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.3, threshold=2.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:00,733 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.3, threshold=2.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:00,733 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.3, threshold=3.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:00,734 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.3, threshold=3.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:00,734 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.3, threshold=4.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:00,734 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.3, threshold=4.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:00,734 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.3, threshold=5.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:03,014 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.3, threshold=5.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:03,014 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.3, threshold=6.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:03,014 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.3, threshold=6.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:03,015 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.3, threshold=7.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:03,015 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=0.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:03,015 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=0.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:03,016 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=1.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:03,494 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=1.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:03,495 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=2.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:03,948 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=2.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:03,949 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=3.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:03,951 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=3.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,036 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=4.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,064 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=4.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,064 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=5.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,064 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=5.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,282 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=6.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,284 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=6.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,284 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=7.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,284 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=0.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,284 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=0.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,385 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=1.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,385 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=1.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,385 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=2.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,385 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=2.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,385 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=3.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,386 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=3.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,387 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=4.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:04,387 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=4.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:05,569 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=5.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:05,569 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=5.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:05,570 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=6.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:05,570 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=6.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:05,571 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=7.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:05,571 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=0.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:05,571 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=0.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:05,571 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=1.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:05,571 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=1.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:05,807 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=2.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:05,808 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=2.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:05,809 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=3.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:06,938 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=3.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:06,938 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=4.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:06,938 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=4.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:06,939 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=5.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:06,939 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=5.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:06,939 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=6.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:06,940 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=6.5, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:06,940 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.4, threshold=7.0, P=0.2544, R=0.9773, F1=0.4038
2025-05-07 11:29:07,042 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=0.0, P=0.2562, R=0.9318, F1=0.4020
2025-05-07 11:29:09,397 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=0.5, P=0.2273, R=0.7955, F1=0.3535
2025-05-07 11:29:09,398 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=1.0, P=0.2273, R=0.7955, F1=0.3535
2025-05-07 11:29:09,398 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=1.5, P=0.2273, R=0.7955, F1=0.3535
2025-05-07 11:29:09,398 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=2.0, P=0.2273, R=0.7955, F1=0.3535
2025-05-07 11:29:09,398 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=2.5, P=0.2273, R=0.7955, F1=0.3535
2025-05-07 11:29:10,020 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=3.0, P=0.2237, R=0.7727, F1=0.3469
2025-05-07 11:29:10,020 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=3.5, P=0.2237, R=0.7727, F1=0.3469
2025-05-07 11:29:10,021 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=4.0, P=0.2252, R=0.7727, F1=0.3487
2025-05-07 11:29:10,021 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=4.5, P=0.2282, R=0.7727, F1=0.3523
2025-05-07 11:29:10,021 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=5.0, P=0.2282, R=0.7727, F1=0.3523
2025-05-07 11:29:10,021 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=5.5, P=0.2345, R=0.7727, F1=0.3598
2025-05-07 11:29:10,021 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=6.0, P=0.2411, R=0.7727, F1=0.3676
2025-05-07 11:29:10,530 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=6.5, P=0.2357, R=0.7500, F1=0.3587
2025-05-07 11:29:10,530 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.5, threshold=7.0, P=0.2279, R=0.7045, F1=0.3444
2025-05-07 11:29:10,530 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=0.0, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:10,530 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=0.5, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:10,530 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=1.0, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:10,531 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=1.5, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:10,649 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=2.0, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:10,649 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=2.5, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:10,650 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=3.0, P=0.1560, R=0.3864, F1=0.2222
2025-05-07 11:29:10,650 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=3.5, P=0.1604, R=0.3864, F1=0.2267
2025-05-07 11:29:10,650 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=4.0, P=0.1635, R=0.3864, F1=0.2297
2025-05-07 11:29:10,650 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=4.5, P=0.1650, R=0.3864, F1=0.2313
2025-05-07 11:29:10,650 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=5.0, P=0.1667, R=0.3864, F1=0.2329
2025-05-07 11:29:10,650 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=5.5, P=0.1683, R=0.3864, F1=0.2345
2025-05-07 11:29:10,650 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=6.0, P=0.1683, R=0.3864, F1=0.2345
2025-05-07 11:29:11,174 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=6.5, P=0.1700, R=0.3864, F1=0.2361
2025-05-07 11:29:11,174 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=7.0, P=0.1700, R=0.3864, F1=0.2361
2025-05-07 11:29:11,174 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=0.0, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:11,174 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=0.5, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:11,175 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=1.0, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:11,175 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=1.5, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:11,175 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=2.0, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:11,175 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=2.5, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:11,829 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=3.0, P=0.1560, R=0.3864, F1=0.2222
2025-05-07 11:29:11,830 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=3.5, P=0.1604, R=0.3864, F1=0.2267
2025-05-07 11:29:11,830 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=4.0, P=0.1635, R=0.3864, F1=0.2297
2025-05-07 11:29:11,830 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=4.5, P=0.1650, R=0.3864, F1=0.2313
2025-05-07 11:29:11,830 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=5.0, P=0.1667, R=0.3864, F1=0.2329
2025-05-07 11:29:11,830 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=5.5, P=0.1683, R=0.3864, F1=0.2345
2025-05-07 11:29:11,830 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=6.0, P=0.1683, R=0.3864, F1=0.2345
2025-05-07 11:29:11,969 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=6.5, P=0.1700, R=0.3864, F1=0.2361
2025-05-07 11:29:11,970 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=7.0, P=0.1700, R=0.3864, F1=0.2361
2025-05-07 11:29:12,352 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=0.0, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:12,637 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=0.5, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:12,638 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=1.0, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:12,643 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=1.5, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:12,643 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=2.0, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:12,643 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=2.5, P=0.1545, R=0.3864, F1=0.2208
2025-05-07 11:29:12,643 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=3.0, P=0.1560, R=0.3864, F1=0.2222
2025-05-07 11:29:12,643 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=3.5, P=0.1604, R=0.3864, F1=0.2267
2025-05-07 11:29:12,644 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=4.0, P=0.1635, R=0.3864, F1=0.2297
2025-05-07 11:29:12,906 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=4.5, P=0.1650, R=0.3864, F1=0.2313
2025-05-07 11:29:12,907 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=5.0, P=0.1667, R=0.3864, F1=0.2329
2025-05-07 11:29:12,907 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=5.5, P=0.1683, R=0.3864, F1=0.2345
2025-05-07 11:29:12,907 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=6.0, P=0.1683, R=0.3864, F1=0.2345
2025-05-07 11:29:13,022 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=6.5, P=0.1700, R=0.3864, F1=0.2361
2025-05-07 11:29:13,022 - INFO - [omi-6.txt] mode=deviation, corr_threshold=0.6, threshold=7.0, P=0.1700, R=0.3864, F1=0.2361
2025-05-07 11:29:13,096 - INFO - [omi-7] Starting grid search...
2025-05-07 11:29:17,854 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=0.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:17,856 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=0.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:17,856 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=1.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:17,856 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=1.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,287 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=2.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,350 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=2.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,367 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=3.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,375 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=3.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,375 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=4.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,375 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=4.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,381 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=5.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,381 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=5.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,381 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=6.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,402 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=6.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,403 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=7.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,403 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=0.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,404 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=0.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,404 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=1.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,404 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=1.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,404 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=2.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,404 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=2.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,404 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=3.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,404 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=3.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,437 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=4.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,587 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=4.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,588 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=5.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,589 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=5.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,612 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=6.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,613 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=6.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,615 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.0, threshold=7.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,615 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=0.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,615 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=0.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,615 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=1.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,615 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=1.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,616 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=2.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,616 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=2.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:19,969 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=3.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:20,095 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=3.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:20,095 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=4.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:20,095 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=4.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:20,644 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=5.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:20,644 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=5.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:20,645 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=6.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:20,646 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=6.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:20,646 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.1, threshold=7.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:21,533 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.2, threshold=0.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:21,534 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.2, threshold=0.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:21,534 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.2, threshold=1.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:21,534 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.2, threshold=1.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:23,969 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.2, threshold=2.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:23,970 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.2, threshold=2.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:23,971 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.2, threshold=3.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:23,971 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.2, threshold=3.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:24,373 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.2, threshold=4.0, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:24,374 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.2, threshold=4.5, P=0.8261, R=0.9744, F1=0.8941
2025-05-07 11:29:25,159 - INFO - [omi-7.txt] mode=deviation, corr_threshold=0.2, threshold=5.0, P=0.8261, R=0.9744, F1=0.8941
