2025-04-17 17:50:05,005 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='els', window_size=5, score_thresholds=array([0. , 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1. , 1.1, 1.2,
       1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2. , 2.1, 2.2, 2.3, 2.4, 2.5,
       2.6, 2.7, 2.8, 2.9, 3. , 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8,
       3.9, 4. , 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5. , 5.1,
       5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6. , 6.1, 6.2, 6.3, 6.4,
       6.5, 6.6, 6.7, 6.8, 6.9, 7. ]), topk_range=range(0, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/els/neighbor_corr_threshold', visual_dir='./visual/els/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-04-17 17:50:05,005 - INFO - 当前评分模式: ['range_ratio']
2025-04-17 17:50:05,006 - INFO - 
==================================================
2025-04-17 17:50:05,006 - INFO - 开始执行网格搜索...
2025-04-17 17:50:05,008 - INFO - [els-1] Starting grid search...
2025-04-17 17:50:05,891 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.0, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:11,173 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.5, P=0.2883, R=0.3950, F1=0.3333
2025-04-17 17:50:11,173 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.6, P=0.2883, R=0.3950, F1=0.3333
2025-04-17 17:50:11,173 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.7, P=0.2879, R=0.3908, F1=0.3316
2025-04-17 17:50:11,173 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.8, P=0.2897, R=0.3908, F1=0.3327
2025-04-17 17:50:11,181 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.9, P=0.2906, R=0.3908, F1=0.3333
2025-04-17 17:50:11,192 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.0, P=0.2925, R=0.3908, F1=0.3345
2025-04-17 17:50:11,192 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.1, P=0.2958, R=0.3866, F1=0.3352
2025-04-17 17:50:11,192 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.2, P=0.2977, R=0.3866, F1=0.3364
2025-04-17 17:50:11,194 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.3, P=0.2951, R=0.3782, F1=0.3315
2025-04-17 17:50:11,198 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.4, P=0.2967, R=0.3739, F1=0.3309
2025-04-17 17:50:11,205 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.5, P=0.2967, R=0.3739, F1=0.3309
2025-04-17 17:50:11,213 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.6, P=0.2977, R=0.3739, F1=0.3315
2025-04-17 17:50:11,291 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.7, P=0.2997, R=0.3739, F1=0.3327
2025-04-17 17:50:11,292 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.8, P=0.2997, R=0.3739, F1=0.3327
2025-04-17 17:50:11,319 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.9, P=0.2973, R=0.3697, F1=0.3296
2025-04-17 17:50:11,350 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.0, P=0.2949, R=0.3655, F1=0.3265
2025-04-17 17:50:11,350 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.1, P=0.2901, R=0.3571, F1=0.3202
2025-04-17 17:50:11,401 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.2, P=0.2921, R=0.3571, F1=0.3214
2025-04-17 17:50:11,401 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.3, P=0.2931, R=0.3571, F1=0.3220
2025-04-17 17:50:11,401 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.4, P=0.2972, R=0.3571, F1=0.3244
2025-04-17 17:50:11,401 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.5, P=0.2993, R=0.3571, F1=0.3257
2025-04-17 17:50:11,409 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.6, P=0.3004, R=0.3571, F1=0.3263
2025-04-17 17:50:11,409 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.7, P=0.2979, R=0.3529, F1=0.3231
2025-04-17 17:50:11,419 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.8, P=0.2979, R=0.3529, F1=0.3231
2025-04-17 17:50:11,422 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.9, P=0.2964, R=0.3487, F1=0.3205
2025-04-17 17:50:11,430 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.0, P=0.2975, R=0.3487, F1=0.3211
2025-04-17 17:50:11,461 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.1, P=0.2996, R=0.3487, F1=0.3223
2025-04-17 17:50:11,482 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.2, P=0.2971, R=0.3445, F1=0.3191
2025-04-17 17:50:11,483 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.3, P=0.3004, R=0.3445, F1=0.3209
2025-04-17 17:50:11,483 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.4, P=0.3034, R=0.3403, F1=0.3208
2025-04-17 17:50:11,492 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.5, P=0.3034, R=0.3403, F1=0.3208
2025-04-17 17:50:11,492 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.6, P=0.3068, R=0.3403, F1=0.3227
2025-04-17 17:50:11,648 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.7, P=0.3065, R=0.3361, F1=0.3206
2025-04-17 17:50:11,648 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.8, P=0.3065, R=0.3361, F1=0.3206
2025-04-17 17:50:11,648 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.9, P=0.3038, R=0.3319, F1=0.3173
2025-04-17 17:50:11,648 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.0, P=0.3038, R=0.3319, F1=0.3173
2025-04-17 17:50:11,648 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.1, P=0.3035, R=0.3277, F1=0.3152
2025-04-17 17:50:11,648 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.2, P=0.3047, R=0.3277, F1=0.3158
2025-04-17 17:50:11,648 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.3, P=0.3047, R=0.3277, F1=0.3158
2025-04-17 17:50:11,656 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.4, P=0.3031, R=0.3235, F1=0.3130
2025-04-17 17:50:11,676 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.5, P=0.3043, R=0.3235, F1=0.3136
2025-04-17 17:50:11,676 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.6, P=0.3016, R=0.3193, F1=0.3102
2025-04-17 17:50:11,677 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.7, P=0.3065, R=0.3193, F1=0.3128
2025-04-17 17:50:11,677 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.8, P=0.3077, R=0.3193, F1=0.3134
2025-04-17 17:50:11,677 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.9, P=0.3115, R=0.3193, F1=0.3154
2025-04-17 17:50:11,677 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.2, threshold=7.0, P=0.3128, R=0.3193, F1=0.3160
2025-04-17 17:50:11,677 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:11,677 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.1, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:11,744 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.2, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:11,762 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.3, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:11,777 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.4, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:11,807 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.5, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:11,821 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.6, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:11,851 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.7, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:11,851 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.8, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:11,854 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.9, P=0.2689, R=0.4328, F1=0.3317
2025-04-17 17:50:11,861 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.0, P=0.2698, R=0.4286, F1=0.3312
2025-04-17 17:50:11,878 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.1, P=0.2717, R=0.4202, F1=0.3300
2025-04-17 17:50:11,881 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.2, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:50:11,886 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.3, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:50:11,887 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.4, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:50:11,892 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.5, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:50:11,935 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.6, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:50:11,935 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.7, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:50:11,942 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.8, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:50:11,968 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.9, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:50:11,968 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.0, P=0.2817, R=0.4202, F1=0.3373
2025-04-17 17:50:11,968 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.1, P=0.2832, R=0.4118, F1=0.3356
2025-04-17 17:50:12,040 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.2, P=0.2896, R=0.4076, F1=0.3386
2025-04-17 17:50:12,041 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.3, P=0.2931, R=0.4076, F1=0.3409
2025-04-17 17:50:12,041 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.4, P=0.2918, R=0.4034, F1=0.3386
2025-04-17 17:50:12,049 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.5, P=0.2883, R=0.3950, F1=0.3333
2025-04-17 17:50:12,067 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.6, P=0.2883, R=0.3950, F1=0.3333
2025-04-17 17:50:12,118 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.7, P=0.2879, R=0.3908, F1=0.3316
2025-04-17 17:50:12,118 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.8, P=0.2897, R=0.3908, F1=0.3327
2025-04-17 17:50:12,119 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.9, P=0.2906, R=0.3908, F1=0.3333
2025-04-17 17:50:12,237 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.0, P=0.2925, R=0.3908, F1=0.3345
2025-04-17 17:50:12,237 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.1, P=0.2958, R=0.3866, F1=0.3352
2025-04-17 17:50:12,238 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.2, P=0.2977, R=0.3866, F1=0.3364
2025-04-17 17:50:12,238 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.3, P=0.2951, R=0.3782, F1=0.3315
2025-04-17 17:50:12,238 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.4, P=0.2967, R=0.3739, F1=0.3309
2025-04-17 17:50:12,239 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.5, P=0.2967, R=0.3739, F1=0.3309
2025-04-17 17:50:12,239 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.6, P=0.2977, R=0.3739, F1=0.3315
2025-04-17 17:50:12,239 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.7, P=0.2997, R=0.3739, F1=0.3327
2025-04-17 17:50:12,240 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.8, P=0.2997, R=0.3739, F1=0.3327
2025-04-17 17:50:12,240 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.9, P=0.2973, R=0.3697, F1=0.3296
2025-04-17 17:50:12,240 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.0, P=0.2949, R=0.3655, F1=0.3265
2025-04-17 17:50:12,262 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.1, P=0.2901, R=0.3571, F1=0.3202
2025-04-17 17:50:12,291 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.2, P=0.2921, R=0.3571, F1=0.3214
2025-04-17 17:50:12,321 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.3, P=0.2931, R=0.3571, F1=0.3220
2025-04-17 17:50:12,330 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.4, P=0.2972, R=0.3571, F1=0.3244
2025-04-17 17:50:12,330 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.5, P=0.2993, R=0.3571, F1=0.3257
2025-04-17 17:50:12,330 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.6, P=0.3004, R=0.3571, F1=0.3263
2025-04-17 17:50:12,334 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.7, P=0.2979, R=0.3529, F1=0.3231
2025-04-17 17:50:12,352 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.8, P=0.2979, R=0.3529, F1=0.3231
2025-04-17 17:50:12,378 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.9, P=0.2964, R=0.3487, F1=0.3205
2025-04-17 17:50:12,385 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.0, P=0.2975, R=0.3487, F1=0.3211
2025-04-17 17:50:12,385 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.1, P=0.2996, R=0.3487, F1=0.3223
2025-04-17 17:50:12,385 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.2, P=0.2971, R=0.3445, F1=0.3191
2025-04-17 17:50:12,407 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.3, P=0.3004, R=0.3445, F1=0.3209
2025-04-17 17:50:12,407 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.4, P=0.3034, R=0.3403, F1=0.3208
2025-04-17 17:50:12,438 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.5, P=0.3034, R=0.3403, F1=0.3208
2025-04-17 17:50:12,440 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.6, P=0.3068, R=0.3403, F1=0.3227
2025-04-17 17:50:12,443 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.7, P=0.3065, R=0.3361, F1=0.3206
2025-04-17 17:50:12,472 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.8, P=0.3065, R=0.3361, F1=0.3206
2025-04-17 17:50:12,509 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.9, P=0.3038, R=0.3319, F1=0.3173
2025-04-17 17:50:12,512 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.0, P=0.3038, R=0.3319, F1=0.3173
2025-04-17 17:50:12,518 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.1, P=0.3035, R=0.3277, F1=0.3152
2025-04-17 17:50:12,537 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.2, P=0.3047, R=0.3277, F1=0.3158
2025-04-17 17:50:12,549 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.3, P=0.3047, R=0.3277, F1=0.3158
2025-04-17 17:50:12,557 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.4, P=0.3031, R=0.3235, F1=0.3130
2025-04-17 17:50:12,567 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.5, P=0.3043, R=0.3235, F1=0.3136
2025-04-17 17:50:12,586 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.6, P=0.3016, R=0.3193, F1=0.3102
2025-04-17 17:50:12,586 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.7, P=0.3065, R=0.3193, F1=0.3128
2025-04-17 17:50:12,586 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.8, P=0.3077, R=0.3193, F1=0.3134
2025-04-17 17:50:12,589 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.9, P=0.3115, R=0.3193, F1=0.3154
2025-04-17 17:50:12,600 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.3, threshold=7.0, P=0.3128, R=0.3193, F1=0.3160
2025-04-17 17:50:12,612 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:12,615 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.1, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:12,658 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.2, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:12,696 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.3, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:12,737 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.4, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:12,778 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.5, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:12,778 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.6, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:12,787 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.7, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:12,787 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.8, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:50:12,787 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.9, P=0.2689, R=0.4328, F1=0.3317
2025-04-17 17:50:12,799 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.0, P=0.2698, R=0.4286, F1=0.3312
2025-04-17 17:50:12,808 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.1, P=0.2717, R=0.4202, F1=0.3300
2025-04-17 17:50:12,808 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.2, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:50:12,816 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.3, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:50:12,837 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.4, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:50:12,849 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.5, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:50:12,871 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.6, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:50:12,876 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.7, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:50:12,876 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.8, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:50:12,909 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.9, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:50:12,910 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.0, P=0.2817, R=0.4202, F1=0.3373
2025-04-17 17:50:12,911 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.1, P=0.2832, R=0.4118, F1=0.3356
2025-04-17 17:50:12,927 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.2, P=0.2896, R=0.4076, F1=0.3386
2025-04-17 17:50:12,935 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.3, P=0.2931, R=0.4076, F1=0.3409
2025-04-17 17:50:12,974 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.4, P=0.2918, R=0.4034, F1=0.3386
2025-04-17 17:50:12,998 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.5, P=0.2883, R=0.3950, F1=0.3333
2025-04-17 17:50:13,031 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.6, P=0.2883, R=0.3950, F1=0.3333
2025-04-17 17:50:13,031 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.7, P=0.2879, R=0.3908, F1=0.3316
2025-04-17 17:50:13,031 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.8, P=0.2897, R=0.3908, F1=0.3327
2025-04-17 17:50:13,032 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.9, P=0.2906, R=0.3908, F1=0.3333
2025-04-17 17:50:13,033 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.0, P=0.2925, R=0.3908, F1=0.3345
2025-04-17 17:50:13,038 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.1, P=0.2958, R=0.3866, F1=0.3352
2025-04-17 17:50:13,039 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.2, P=0.2977, R=0.3866, F1=0.3364
2025-04-17 17:50:13,059 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.3, P=0.2951, R=0.3782, F1=0.3315
2025-04-17 17:50:13,096 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.4, P=0.2967, R=0.3739, F1=0.3309
2025-04-17 17:50:13,096 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.5, P=0.2967, R=0.3739, F1=0.3309
2025-04-17 17:50:13,096 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.6, P=0.2977, R=0.3739, F1=0.3315
2025-04-17 17:50:13,097 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.7, P=0.2997, R=0.3739, F1=0.3327
2025-04-17 17:50:13,117 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.8, P=0.2997, R=0.3739, F1=0.3327
2025-04-17 17:50:13,158 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.9, P=0.2973, R=0.3697, F1=0.3296
2025-04-17 17:50:13,189 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.0, P=0.2949, R=0.3655, F1=0.3265
2025-04-17 17:50:13,205 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.1, P=0.2901, R=0.3571, F1=0.3202
2025-04-17 17:50:13,231 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.2, P=0.2921, R=0.3571, F1=0.3214
2025-04-17 17:50:13,238 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.3, P=0.2931, R=0.3571, F1=0.3220
2025-04-17 17:50:13,241 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.4, P=0.2972, R=0.3571, F1=0.3244
2025-04-17 17:50:13,253 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.5, P=0.2993, R=0.3571, F1=0.3257
2025-04-17 17:50:13,256 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.6, P=0.3004, R=0.3571, F1=0.3263
2025-04-17 17:50:13,282 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.7, P=0.2979, R=0.3529, F1=0.3231
2025-04-17 17:50:13,282 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.8, P=0.2979, R=0.3529, F1=0.3231
2025-04-17 17:50:13,294 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.9, P=0.2964, R=0.3487, F1=0.3205
2025-04-17 17:50:13,308 - INFO - [els-1.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.0, P=0.2975, R=0.3487, F1=0.3211
