2025-05-07 17:09:17,247 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['value_times_range'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_topk', visual_dir='./visual/machine/neighbor_topk', num_workers=36, gif_duration=500)
2025-05-07 17:09:17,247 - INFO - 当前评分模式: ['value_times_range']
2025-05-07 17:09:17,247 - INFO - 
==================================================
2025-05-07 17:09:17,247 - INFO - 开始执行网格搜索...
2025-05-07 17:09:17,251 - INFO - [machine-1-1] Starting grid search...
2025-05-07 17:10:07,946 - INFO - [machine-1-1.txt] mode=value_times_range, topk=1, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 17:20:04,928 - INFO - [machine-3-6.txt] mode=value_times_range, topk=6, threshold=3.0, P=0.2937, R=0.9130, F1=0.4444
2025-05-07 17:20:04,929 - INFO - [machine-3-6.txt] mode=value_times_range, topk=6, threshold=3.5, P=0.2979, R=0.9130, F1=0.4492
2025-05-07 17:20:07,101 - INFO - [machine-3-6.txt] mode=value_times_range, topk=6, threshold=4.0, P=0.2989, R=0.9130, F1=0.4504
2025-05-07 17:20:07,102 - INFO - [machine-3-6.txt] mode=value_times_range, topk=6, threshold=4.5, P=0.3022, R=0.9130, F1=0.4541
2025-05-07 17:20:09,756 - INFO - [machine-3-6.txt] mode=value_times_range, topk=6, threshold=5.0, P=0.3022, R=0.9130, F1=0.4541
2025-05-07 17:20:10,198 - INFO - [machine-3-6.txt] mode=value_times_range, topk=6, threshold=5.5, P=0.3055, R=0.9130, F1=0.4578
2025-05-07 17:20:10,199 - INFO - [machine-3-6.txt] mode=value_times_range, topk=6, threshold=6.0, P=0.3066, R=0.9130, F1=0.4590
2025-05-07 17:20:10,290 - INFO - [machine-3-6.txt] mode=value_times_range, topk=6, threshold=6.5, P=0.3077, R=0.9130, F1=0.4603
2025-05-07 17:20:11,169 - INFO - [machine-3-6.txt] mode=value_times_range, topk=6, threshold=7.0, P=0.3088, R=0.9130, F1=0.4615
2025-05-07 17:20:11,796 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=0.0, P=0.2867, R=0.9130, F1=0.4364
2025-05-07 17:20:11,796 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=0.5, P=0.2867, R=0.9130, F1=0.4364
2025-05-07 17:20:12,543 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=1.0, P=0.2867, R=0.9130, F1=0.4364
2025-05-07 17:20:12,597 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=1.5, P=0.2877, R=0.9130, F1=0.4375
2025-05-07 17:20:12,597 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=2.0, P=0.2887, R=0.9130, F1=0.4386
2025-05-07 17:20:13,694 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=2.5, P=0.2897, R=0.9130, F1=0.4398
2025-05-07 17:20:13,696 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=3.0, P=0.2897, R=0.9130, F1=0.4398
2025-05-07 17:20:13,696 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=3.5, P=0.2917, R=0.9130, F1=0.4421
2025-05-07 17:20:13,899 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=4.0, P=0.2927, R=0.9130, F1=0.4433
2025-05-07 17:20:13,900 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=4.5, P=0.2958, R=0.9130, F1=0.4468
2025-05-07 17:20:13,900 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=5.0, P=0.2989, R=0.9130, F1=0.4504
2025-05-07 17:20:13,900 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=5.5, P=0.3011, R=0.9130, F1=0.4528
2025-05-07 17:20:13,900 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=6.0, P=0.3022, R=0.9130, F1=0.4541
2025-05-07 17:20:13,900 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=6.5, P=0.3032, R=0.9130, F1=0.4553
2025-05-07 17:20:14,868 - INFO - [machine-3-6.txt] mode=value_times_range, topk=7, threshold=7.0, P=0.3055, R=0.9130, F1=0.4578
2025-05-07 17:20:14,869 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=0.0, P=0.2867, R=0.9130, F1=0.4364
2025-05-07 17:20:14,869 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=0.5, P=0.2867, R=0.9130, F1=0.4364
2025-05-07 17:20:15,116 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=1.0, P=0.2867, R=0.9130, F1=0.4364
2025-05-07 17:20:29,710 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=1.5, P=0.2867, R=0.9130, F1=0.4364
2025-05-07 17:20:31,019 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=2.0, P=0.2877, R=0.9130, F1=0.4375
2025-05-07 17:20:34,282 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=2.5, P=0.2877, R=0.9130, F1=0.4375
2025-05-07 17:20:35,100 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=3.0, P=0.2887, R=0.9130, F1=0.4386
2025-05-07 17:20:35,101 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=3.5, P=0.2917, R=0.9130, F1=0.4421
2025-05-07 17:20:36,981 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=4.0, P=0.2927, R=0.9130, F1=0.4433
2025-05-07 17:20:38,274 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=4.5, P=0.2947, R=0.9130, F1=0.4456
2025-05-07 17:20:38,275 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=5.0, P=0.2968, R=0.9130, F1=0.4480
2025-05-07 17:20:38,275 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=5.5, P=0.2968, R=0.9130, F1=0.4480
2025-05-07 17:20:39,715 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=6.0, P=0.2979, R=0.9130, F1=0.4492
2025-05-07 17:20:41,624 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=6.5, P=0.2989, R=0.9130, F1=0.4504
2025-05-07 17:20:43,505 - INFO - [machine-3-6.txt] mode=value_times_range, topk=8, threshold=7.0, P=0.3011, R=0.9130, F1=0.4528
2025-05-07 17:20:45,649 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=0.0, P=0.2867, R=0.9130, F1=0.4364
2025-05-07 17:20:46,152 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=0.5, P=0.2867, R=0.9130, F1=0.4364
2025-05-07 17:20:48,436 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=1.0, P=0.2867, R=0.9130, F1=0.4364
2025-05-07 17:20:48,815 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=1.5, P=0.2867, R=0.9130, F1=0.4364
2025-05-07 17:20:48,844 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=2.0, P=0.2877, R=0.9130, F1=0.4375
2025-05-07 17:20:48,844 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=2.5, P=0.2877, R=0.9130, F1=0.4375
2025-05-07 17:20:49,288 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=3.0, P=0.2887, R=0.9130, F1=0.4386
2025-05-07 17:20:49,947 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=3.5, P=0.2907, R=0.9130, F1=0.4409
2025-05-07 17:20:50,110 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=4.0, P=0.2917, R=0.9130, F1=0.4421
2025-05-07 17:20:50,621 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=4.5, P=0.2917, R=0.9130, F1=0.4421
2025-05-07 17:20:50,768 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=5.0, P=0.2927, R=0.9130, F1=0.4433
2025-05-07 17:20:50,885 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=5.5, P=0.2927, R=0.9130, F1=0.4433
2025-05-07 17:20:50,885 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=6.0, P=0.2947, R=0.9130, F1=0.4456
2025-05-07 17:20:50,886 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=6.5, P=0.2947, R=0.9130, F1=0.4456
2025-05-07 17:20:50,886 - INFO - [machine-3-6.txt] mode=value_times_range, topk=9, threshold=7.0, P=0.2958, R=0.9130, F1=0.4468
2025-05-07 17:20:50,976 - INFO - [machine-3-3] Starting grid search...
2025-05-07 17:21:40,135 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=0.0, P=0.1944, R=0.2530, F1=0.2199
2025-05-07 17:21:43,023 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=0.5, P=0.1667, R=0.1627, F1=0.1646
2025-05-07 17:21:43,024 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=1.0, P=0.1862, R=0.1627, F1=0.1736
2025-05-07 17:21:58,151 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=1.5, P=0.1838, R=0.1506, F1=0.1656
2025-05-07 17:21:58,151 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=2.0, P=0.1966, R=0.1386, F1=0.1625
2025-05-07 17:21:58,152 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=2.5, P=0.2018, R=0.1325, F1=0.1600
2025-05-07 17:21:58,152 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=3.0, P=0.1979, R=0.1145, F1=0.1450
2025-05-07 17:21:58,152 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=3.5, P=0.2048, R=0.1024, F1=0.1365
2025-05-07 17:21:58,152 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=4.0, P=0.2125, R=0.1024, F1=0.1382
2025-05-07 17:21:58,152 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=4.5, P=0.2027, R=0.0904, F1=0.1250
2025-05-07 17:21:58,152 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=5.0, P=0.2000, R=0.0843, F1=0.1186
2025-05-07 17:21:58,152 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=5.5, P=0.2031, R=0.0783, F1=0.1130
2025-05-07 17:21:58,152 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=6.0, P=0.2167, R=0.0783, F1=0.1150
2025-05-07 17:21:58,152 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=6.5, P=0.2281, R=0.0783, F1=0.1166
2025-05-07 17:21:59,183 - INFO - [machine-3-3.txt] mode=value_times_range, topk=1, threshold=7.0, P=0.2407, R=0.0783, F1=0.1182
2025-05-07 17:21:59,254 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=0.0, P=0.2118, R=0.3253, F1=0.2565
2025-05-07 17:21:59,254 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=0.5, P=0.2127, R=0.2831, F1=0.2429
2025-05-07 17:21:59,254 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=1.0, P=0.2260, R=0.2831, F1=0.2513
2025-05-07 17:21:59,254 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=1.5, P=0.2292, R=0.2651, F1=0.2458
2025-05-07 17:21:59,254 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=2.0, P=0.2209, R=0.2169, F1=0.2188
2025-05-07 17:21:59,254 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=2.5, P=0.2252, R=0.2048, F1=0.2145
2025-05-07 17:21:59,255 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=3.0, P=0.2117, R=0.1747, F1=0.1914
2025-05-07 17:21:59,255 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=3.5, P=0.2137, R=0.1506, F1=0.1767
2025-05-07 17:21:59,255 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=4.0, P=0.2294, R=0.1506, F1=0.1818
2025-05-07 17:21:59,255 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=4.5, P=0.2300, R=0.1386, F1=0.1729
2025-05-07 17:21:59,255 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=5.0, P=0.2268, R=0.1325, F1=0.1673
2025-05-07 17:21:59,255 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=5.5, P=0.2128, R=0.1205, F1=0.1538
2025-05-07 17:21:59,255 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=6.0, P=0.2111, R=0.1145, F1=0.1484
2025-05-07 17:21:59,255 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=6.5, P=0.2135, R=0.1145, F1=0.1490
2025-05-07 17:21:59,255 - INFO - [machine-3-3.txt] mode=value_times_range, topk=2, threshold=7.0, P=0.2235, R=0.1145, F1=0.1514
2025-05-07 17:21:59,255 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=0.0, P=0.2007, R=0.3313, F1=0.2500
2025-05-07 17:21:59,255 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=0.5, P=0.2048, R=0.3072, F1=0.2458
2025-05-07 17:21:59,255 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=1.0, P=0.2068, R=0.2952, F1=0.2432
2025-05-07 17:21:59,872 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=1.5, P=0.2117, R=0.2831, F1=0.2423
2025-05-07 17:21:59,872 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=2.0, P=0.2092, R=0.2470, F1=0.2265
2025-05-07 17:21:59,872 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=2.5, P=0.2128, R=0.2410, F1=0.2260
2025-05-07 17:22:06,868 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=3.0, P=0.2023, R=0.2108, F1=0.2065
2025-05-07 17:22:06,869 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=3.5, P=0.2267, R=0.2048, F1=0.2152
2025-05-07 17:22:19,593 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=4.0, P=0.2270, R=0.1928, F1=0.2085
2025-05-07 17:22:19,594 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=4.5, P=0.2366, R=0.1867, F1=0.2088
2025-05-07 17:22:34,626 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=5.0, P=0.2258, R=0.1687, F1=0.1931
2025-05-07 17:22:34,627 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=5.5, P=0.2185, R=0.1566, F1=0.1825
2025-05-07 17:22:34,627 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=6.0, P=0.2252, R=0.1506, F1=0.1805
2025-05-07 17:22:34,627 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=6.5, P=0.2095, R=0.1325, F1=0.1624
2025-05-07 17:22:34,627 - INFO - [machine-3-3.txt] mode=value_times_range, topk=3, threshold=7.0, P=0.2136, R=0.1325, F1=0.1636
2025-05-07 17:22:34,627 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=0.0, P=0.1966, R=0.3434, F1=0.2500
2025-05-07 17:22:47,713 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=0.5, P=0.2030, R=0.3313, F1=0.2517
2025-05-07 17:22:47,714 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=1.0, P=0.2046, R=0.3193, F1=0.2494
2025-05-07 17:22:47,714 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=1.5, P=0.2172, R=0.3193, F1=0.2585
2025-05-07 17:22:47,714 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=2.0, P=0.2146, R=0.2831, F1=0.2442
2025-05-07 17:22:47,714 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=2.5, P=0.2201, R=0.2771, F1=0.2453
2025-05-07 17:22:47,714 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=3.0, P=0.2211, R=0.2530, F1=0.2360
2025-05-07 17:22:47,714 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=3.5, P=0.2312, R=0.2410, F1=0.2360
2025-05-07 17:22:47,714 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=4.0, P=0.2335, R=0.2349, F1=0.2342
2025-05-07 17:22:47,715 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=4.5, P=0.2327, R=0.2229, F1=0.2277
2025-05-07 17:22:47,715 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=5.0, P=0.2207, R=0.1928, F1=0.2058
2025-05-07 17:22:48,402 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=5.5, P=0.2071, R=0.1747, F1=0.1895
2025-05-07 17:22:51,987 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=6.0, P=0.2059, R=0.1687, F1=0.1854
2025-05-07 17:22:51,987 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=6.5, P=0.1940, R=0.1566, F1=0.1733
2025-05-07 17:22:51,988 - INFO - [machine-3-3.txt] mode=value_times_range, topk=4, threshold=7.0, P=0.2063, R=0.1566, F1=0.1781
2025-05-07 17:22:51,988 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=0.0, P=0.1973, R=0.3554, F1=0.2538
2025-05-07 17:22:51,988 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=0.5, P=0.2043, R=0.3434, F1=0.2562
2025-05-07 17:22:51,988 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=1.0, P=0.2022, R=0.3313, F1=0.2511
2025-05-07 17:22:51,988 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=1.5, P=0.2099, R=0.3313, F1=0.2570
2025-05-07 17:22:51,988 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=2.0, P=0.2195, R=0.3253, F1=0.2621
2025-05-07 17:22:52,183 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=2.5, P=0.2259, R=0.3253, F1=0.2667
2025-05-07 17:22:52,184 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=3.0, P=0.2339, R=0.3072, F1=0.2656
2025-05-07 17:22:52,184 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=3.5, P=0.2400, R=0.2892, F1=0.2623
2025-05-07 17:22:58,501 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=4.0, P=0.2474, R=0.2892, F1=0.2667
2025-05-07 17:23:03,758 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=4.5, P=0.2487, R=0.2831, F1=0.2648
2025-05-07 17:23:03,758 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=5.0, P=0.2486, R=0.2711, F1=0.2594
2025-05-07 17:23:03,759 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=5.5, P=0.2444, R=0.2651, F1=0.2543
2025-05-07 17:23:03,759 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=6.0, P=0.2384, R=0.2470, F1=0.2426
2025-05-07 17:23:03,759 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=6.5, P=0.2317, R=0.2289, F1=0.2303
2025-05-07 17:23:03,759 - INFO - [machine-3-3.txt] mode=value_times_range, topk=5, threshold=7.0, P=0.2323, R=0.2169, F1=0.2243
2025-05-07 17:23:03,759 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=0.0, P=0.1942, R=0.3614, F1=0.2526
2025-05-07 17:23:06,302 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=0.5, P=0.1959, R=0.3494, F1=0.2511
2025-05-07 17:23:06,303 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=1.0, P=0.1966, R=0.3434, F1=0.2500
2025-05-07 17:23:06,303 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=1.5, P=0.2014, R=0.3373, F1=0.2523
2025-05-07 17:23:07,784 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=2.0, P=0.2077, R=0.3253, F1=0.2535
2025-05-07 17:23:13,857 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=2.5, P=0.2118, R=0.3253, F1=0.2565
2025-05-07 17:23:21,318 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=3.0, P=0.2149, R=0.3133, F1=0.2549
2025-05-07 17:23:21,319 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=3.5, P=0.2212, R=0.3012, F1=0.2551
2025-05-07 17:23:23,593 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=4.0, P=0.2262, R=0.3012, F1=0.2584
2025-05-07 17:23:23,594 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=4.5, P=0.2279, R=0.2952, F1=0.2572
2025-05-07 17:23:23,594 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=5.0, P=0.2271, R=0.2831, F1=0.2520
2025-05-07 17:23:23,594 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=5.5, P=0.2217, R=0.2711, F1=0.2439
2025-05-07 17:23:23,594 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=6.0, P=0.2320, R=0.2711, F1=0.2500
2025-05-07 17:23:23,594 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=6.5, P=0.2353, R=0.2651, F1=0.2493
2025-05-07 17:23:33,613 - INFO - [machine-3-3.txt] mode=value_times_range, topk=6, threshold=7.0, P=0.2389, R=0.2590, F1=0.2486
2025-05-07 17:23:33,614 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=0.0, P=0.1887, R=0.3614, F1=0.2479
2025-05-07 17:23:33,614 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=0.5, P=0.1889, R=0.3494, F1=0.2452
2025-05-07 17:23:33,614 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=1.0, P=0.1894, R=0.3434, F1=0.2441
2025-05-07 17:23:33,615 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=1.5, P=0.1944, R=0.3373, F1=0.2467
2025-05-07 17:23:34,587 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=2.0, P=0.2007, R=0.3313, F1=0.2500
2025-05-07 17:23:34,588 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=2.5, P=0.2037, R=0.3313, F1=0.2523
2025-05-07 17:23:34,588 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=3.0, P=0.2132, R=0.3313, F1=0.2594
2025-05-07 17:23:34,588 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=3.5, P=0.2149, R=0.3133, F1=0.2549
2025-05-07 17:23:37,010 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=4.0, P=0.2194, R=0.3133, F1=0.2581
2025-05-07 17:23:37,011 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=4.5, P=0.2237, R=0.3072, F1=0.2589
2025-05-07 17:23:37,011 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=5.0, P=0.2283, R=0.3012, F1=0.2597
2025-05-07 17:23:37,011 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=5.5, P=0.2294, R=0.3012, F1=0.2604
2025-05-07 17:23:37,011 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=6.0, P=0.2308, R=0.2892, F1=0.2567
2025-05-07 17:23:37,011 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=6.5, P=0.2250, R=0.2711, F1=0.2459
2025-05-07 17:23:37,011 - INFO - [machine-3-3.txt] mode=value_times_range, topk=7, threshold=7.0, P=0.2216, R=0.2590, F1=0.2389
2025-05-07 17:23:43,440 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=0.0, P=0.1829, R=0.3614, F1=0.2429
2025-05-07 17:23:43,829 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=0.5, P=0.1818, R=0.3494, F1=0.2392
2025-05-07 17:23:43,830 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=1.0, P=0.1821, R=0.3434, F1=0.2380
2025-05-07 17:23:44,408 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=1.5, P=0.1848, R=0.3373, F1=0.2388
2025-05-07 17:23:44,409 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=2.0, P=0.1903, R=0.3313, F1=0.2418
2025-05-07 17:23:44,409 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=2.5, P=0.1930, R=0.3313, F1=0.2439
2025-05-07 17:23:44,409 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=3.0, P=0.2015, R=0.3313, F1=0.2506
2025-05-07 17:23:51,850 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=3.5, P=0.2031, R=0.3133, F1=0.2464
2025-05-07 17:23:51,851 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=4.0, P=0.2063, R=0.3133, F1=0.2488
2025-05-07 17:23:51,851 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=4.5, P=0.2099, R=0.3072, F1=0.2494
2025-05-07 17:23:51,852 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=5.0, P=0.2128, R=0.3012, F1=0.2494
2025-05-07 17:23:57,392 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=5.5, P=0.2137, R=0.3012, F1=0.2500
2025-05-07 17:23:57,392 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=6.0, P=0.2168, R=0.2952, F1=0.2500
2025-05-07 17:23:57,392 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=6.5, P=0.2192, R=0.2892, F1=0.2494
2025-05-07 17:23:57,392 - INFO - [machine-3-3.txt] mode=value_times_range, topk=8, threshold=7.0, P=0.2176, R=0.2831, F1=0.2461
2025-05-07 17:23:57,657 - INFO - [machine-3-3.txt] mode=value_times_range, topk=9, threshold=0.0, P=0.1824, R=0.3614, F1=0.2424
2025-05-07 17:24:03,060 - INFO - [machine-3-3.txt] mode=value_times_range, topk=9, threshold=0.5, P=0.1807, R=0.3494, F1=0.2382
2025-05-07 17:24:03,269 - INFO - [machine-3-3.txt] mode=value_times_range, topk=9, threshold=1.0, P=0.1835, R=0.3494, F1=0.2407
2025-05-07 17:24:05,567 - INFO - [machine-3-3.txt] mode=value_times_range, topk=9, threshold=1.5, P=0.1824, R=0.3373, F1=0.2368
2025-05-07 17:24:06,452 - INFO - [machine-3-3.txt] mode=value_times_range, topk=9, threshold=2.0, P=0.1864, R=0.3313, F1=0.2386
