2025-05-07 22:23:38,599 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_corr_threshold', visual_dir='./visual/machine/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-07 22:23:38,599 - INFO - 当前评分模式: ['range_ratio']
2025-05-07 22:23:38,599 - INFO - 
==================================================
2025-05-07 22:23:38,599 - INFO - 开始执行网格搜索...
2025-05-07 22:23:38,606 - INFO - [machine-1-1] Starting grid search...
2025-05-07 22:24:33,320 - INFO - [machine-1-1.txt] mode=range_ratio, corr_threshold=0.0, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:42:55,014 - INFO - [machine-3-6.txt] mode=range_ratio, corr_threshold=0.6, threshold=4.0, P=0.2838, R=0.7065, F1=0.4050
2025-05-07 22:42:55,015 - INFO - [machine-3-6.txt] mode=range_ratio, corr_threshold=0.6, threshold=4.5, P=0.2863, R=0.7065, F1=0.4075
2025-05-07 22:42:55,015 - INFO - [machine-3-6.txt] mode=range_ratio, corr_threshold=0.6, threshold=5.0, P=0.2863, R=0.7065, F1=0.4075
2025-05-07 22:42:55,015 - INFO - [machine-3-6.txt] mode=range_ratio, corr_threshold=0.6, threshold=5.5, P=0.2863, R=0.7065, F1=0.4075
2025-05-07 22:42:55,015 - INFO - [machine-3-6.txt] mode=range_ratio, corr_threshold=0.6, threshold=6.0, P=0.2863, R=0.7065, F1=0.4075
2025-05-07 22:42:56,882 - INFO - [machine-3-6.txt] mode=range_ratio, corr_threshold=0.6, threshold=6.5, P=0.2863, R=0.7065, F1=0.4075
2025-05-07 22:42:56,883 - INFO - [machine-3-6.txt] mode=range_ratio, corr_threshold=0.6, threshold=7.0, P=0.2863, R=0.7065, F1=0.4075
2025-05-07 22:42:57,048 - INFO - [machine-3-3] Starting grid search...
2025-05-07 22:43:49,640 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=0.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-07 22:43:49,640 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=0.5, P=0.1763, R=0.3675, F1=0.2383
2025-05-07 22:43:49,641 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=1.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 22:44:01,133 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=1.5, P=0.1794, R=0.3675, F1=0.2411
2025-05-07 22:44:01,134 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=2.0, P=0.1794, R=0.3675, F1=0.2411
2025-05-07 22:44:05,643 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=2.5, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 22:44:05,644 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=3.0, P=0.1766, R=0.3554, F1=0.2360
2025-05-07 22:44:05,644 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=3.5, P=0.1793, R=0.3554, F1=0.2384
2025-05-07 22:44:05,644 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=4.0, P=0.1793, R=0.3554, F1=0.2384
2025-05-07 22:44:05,644 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=4.5, P=0.1821, R=0.3554, F1=0.2408
2025-05-07 22:44:05,644 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=5.0, P=0.1821, R=0.3554, F1=0.2408
2025-05-07 22:44:05,644 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=5.5, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=6.0, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=6.5, P=0.1879, R=0.3554, F1=0.2458
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=7.0, P=0.1885, R=0.3554, F1=0.2463
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=0.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=0.5, P=0.1763, R=0.3675, F1=0.2383
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=1.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=1.5, P=0.1794, R=0.3675, F1=0.2411
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=2.0, P=0.1794, R=0.3675, F1=0.2411
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=2.5, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=3.0, P=0.1766, R=0.3554, F1=0.2360
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=3.5, P=0.1793, R=0.3554, F1=0.2384
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=4.0, P=0.1793, R=0.3554, F1=0.2384
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=4.5, P=0.1821, R=0.3554, F1=0.2408
2025-05-07 22:44:05,645 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=5.0, P=0.1821, R=0.3554, F1=0.2408
2025-05-07 22:44:05,646 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=5.5, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:44:05,646 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=6.0, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:44:05,646 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=6.5, P=0.1879, R=0.3554, F1=0.2458
2025-05-07 22:44:05,646 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.0, threshold=7.0, P=0.1885, R=0.3554, F1=0.2463
2025-05-07 22:44:05,646 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=0.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-07 22:44:05,646 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=0.5, P=0.1763, R=0.3675, F1=0.2383
2025-05-07 22:44:05,646 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=1.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 22:44:08,407 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=1.5, P=0.1794, R=0.3675, F1=0.2411
2025-05-07 22:44:08,502 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=2.0, P=0.1794, R=0.3675, F1=0.2411
2025-05-07 22:44:08,502 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=2.5, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 22:44:15,435 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=3.0, P=0.1766, R=0.3554, F1=0.2360
2025-05-07 22:44:20,368 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=3.5, P=0.1793, R=0.3554, F1=0.2384
2025-05-07 22:44:44,526 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=4.0, P=0.1793, R=0.3554, F1=0.2384
2025-05-07 22:44:44,527 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=4.5, P=0.1821, R=0.3554, F1=0.2408
2025-05-07 22:44:44,527 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=5.0, P=0.1821, R=0.3554, F1=0.2408
2025-05-07 22:44:44,527 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=5.5, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:44:44,527 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=6.0, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:44:44,527 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=6.5, P=0.1879, R=0.3554, F1=0.2458
2025-05-07 22:44:44,527 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.1, threshold=7.0, P=0.1885, R=0.3554, F1=0.2463
2025-05-07 22:44:44,527 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-07 22:44:44,527 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.5, P=0.1763, R=0.3675, F1=0.2383
2025-05-07 22:44:44,527 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 22:44:46,428 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.5, P=0.1794, R=0.3675, F1=0.2411
2025-05-07 22:44:46,428 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.0, P=0.1794, R=0.3675, F1=0.2411
2025-05-07 22:44:46,429 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.5, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 22:45:03,532 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.0, P=0.1766, R=0.3554, F1=0.2360
2025-05-07 22:45:03,533 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.5, P=0.1793, R=0.3554, F1=0.2384
2025-05-07 22:45:03,533 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.0, P=0.1793, R=0.3554, F1=0.2384
2025-05-07 22:45:03,533 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.5, P=0.1821, R=0.3554, F1=0.2408
2025-05-07 22:45:03,533 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.0, P=0.1821, R=0.3554, F1=0.2408
2025-05-07 22:45:03,533 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.5, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:45:03,533 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.0, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:45:03,533 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.5, P=0.1879, R=0.3554, F1=0.2458
2025-05-07 22:45:07,846 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=7.0, P=0.1885, R=0.3554, F1=0.2463
2025-05-07 22:45:07,846 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-07 22:45:07,846 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.5, P=0.1763, R=0.3675, F1=0.2383
2025-05-07 22:45:07,847 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 22:45:07,847 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.5, P=0.1794, R=0.3675, F1=0.2411
2025-05-07 22:45:07,847 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.0, P=0.1794, R=0.3675, F1=0.2411
2025-05-07 22:45:17,733 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.5, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 22:45:17,733 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.0, P=0.1766, R=0.3554, F1=0.2360
2025-05-07 22:45:17,734 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.5, P=0.1793, R=0.3554, F1=0.2384
2025-05-07 22:45:17,734 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.0, P=0.1793, R=0.3554, F1=0.2384
2025-05-07 22:45:17,734 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.5, P=0.1821, R=0.3554, F1=0.2408
2025-05-07 22:45:17,734 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.0, P=0.1821, R=0.3554, F1=0.2408
2025-05-07 22:45:17,734 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.5, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:45:17,734 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.0, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:45:17,734 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.5, P=0.1879, R=0.3554, F1=0.2458
2025-05-07 22:45:17,734 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=7.0, P=0.1885, R=0.3554, F1=0.2463
2025-05-07 22:45:23,212 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-07 22:45:23,212 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.5, P=0.1763, R=0.3675, F1=0.2383
2025-05-07 22:45:23,212 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 22:45:29,619 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.5, P=0.1794, R=0.3675, F1=0.2411
2025-05-07 22:45:29,619 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.0, P=0.1794, R=0.3675, F1=0.2411
2025-05-07 22:45:52,603 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.5, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 22:45:52,604 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.0, P=0.1766, R=0.3554, F1=0.2360
2025-05-07 22:45:52,604 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.5, P=0.1793, R=0.3554, F1=0.2384
2025-05-07 22:45:52,604 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.0, P=0.1793, R=0.3554, F1=0.2384
2025-05-07 22:45:52,604 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.5, P=0.1821, R=0.3554, F1=0.2408
2025-05-07 22:45:52,604 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.0, P=0.1821, R=0.3554, F1=0.2408
2025-05-07 22:45:53,610 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.5, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:45:53,611 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.0, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:45:53,611 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.5, P=0.1879, R=0.3554, F1=0.2458
2025-05-07 22:45:53,611 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.2, threshold=7.0, P=0.1885, R=0.3554, F1=0.2463
2025-05-07 22:45:53,611 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.0, P=0.1743, R=0.3675, F1=0.2364
2025-05-07 22:45:53,611 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.5, P=0.1768, R=0.3675, F1=0.2387
2025-05-07 22:45:53,611 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.0, P=0.1778, R=0.3675, F1=0.2397
2025-05-07 22:46:00,662 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.5, P=0.1799, R=0.3675, F1=0.2416
2025-05-07 22:46:00,663 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.0, P=0.1799, R=0.3675, F1=0.2416
2025-05-07 22:46:00,663 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.5, P=0.1780, R=0.3614, F1=0.2386
2025-05-07 22:46:00,663 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.0, P=0.1772, R=0.3554, F1=0.2365
2025-05-07 22:46:00,663 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.5, P=0.1799, R=0.3554, F1=0.2389
2025-05-07 22:46:00,663 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.0, P=0.1799, R=0.3554, F1=0.2389
2025-05-07 22:46:02,797 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.5, P=0.1827, R=0.3554, F1=0.2413
2025-05-07 22:46:02,798 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.0, P=0.1827, R=0.3554, F1=0.2413
2025-05-07 22:46:05,053 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.5, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:46:05,054 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.0, P=0.1844, R=0.3554, F1=0.2428
2025-05-07 22:46:05,054 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.5, P=0.1879, R=0.3554, F1=0.2458
2025-05-07 22:46:11,483 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.3, threshold=7.0, P=0.1885, R=0.3554, F1=0.2463
2025-05-07 22:46:12,706 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 22:46:12,707 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.5, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 22:46:12,707 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.0, P=0.1784, R=0.3675, F1=0.2402
2025-05-07 22:46:12,707 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.5, P=0.1805, R=0.3675, F1=0.2421
2025-05-07 22:46:17,269 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.0, P=0.1810, R=0.3675, F1=0.2425
2025-05-07 22:46:19,311 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.5, P=0.1791, R=0.3614, F1=0.2395
2025-05-07 22:46:19,312 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.0, P=0.1777, R=0.3554, F1=0.2369
2025-05-07 22:46:23,530 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.5, P=0.1804, R=0.3554, F1=0.2394
2025-05-07 22:46:30,629 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.0, P=0.1804, R=0.3554, F1=0.2394
2025-05-07 22:46:30,629 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.5, P=0.1838, R=0.3554, F1=0.2423
2025-05-07 22:46:30,630 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.0, P=0.1838, R=0.3554, F1=0.2423
2025-05-07 22:46:32,481 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.5, P=0.1855, R=0.3554, F1=0.2438
2025-05-07 22:46:32,481 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.0, P=0.1830, R=0.3494, F1=0.2402
2025-05-07 22:46:32,481 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.5, P=0.1871, R=0.3494, F1=0.2437
2025-05-07 22:46:32,481 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=7.0, P=0.1871, R=0.3494, F1=0.2437
2025-05-07 22:46:39,029 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 22:46:39,029 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.5, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 22:46:39,029 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.0, P=0.1784, R=0.3675, F1=0.2402
2025-05-07 22:46:39,029 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.5, P=0.1805, R=0.3675, F1=0.2421
2025-05-07 22:46:39,029 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.0, P=0.1810, R=0.3675, F1=0.2425
2025-05-07 22:46:40,179 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.5, P=0.1791, R=0.3614, F1=0.2395
2025-05-07 22:46:40,180 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.0, P=0.1777, R=0.3554, F1=0.2369
2025-05-07 22:46:40,180 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.5, P=0.1804, R=0.3554, F1=0.2394
2025-05-07 22:46:41,727 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.0, P=0.1804, R=0.3554, F1=0.2394
2025-05-07 22:46:41,728 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.5, P=0.1838, R=0.3554, F1=0.2423
2025-05-07 22:46:41,728 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.0, P=0.1838, R=0.3554, F1=0.2423
2025-05-07 22:46:45,514 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.5, P=0.1855, R=0.3554, F1=0.2438
2025-05-07 22:46:45,515 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.0, P=0.1830, R=0.3494, F1=0.2402
2025-05-07 22:46:49,893 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.5, P=0.1871, R=0.3494, F1=0.2437
2025-05-07 22:46:57,850 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=7.0, P=0.1871, R=0.3494, F1=0.2437
2025-05-07 22:46:57,851 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 22:46:57,851 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.5, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 22:46:57,851 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.0, P=0.1784, R=0.3675, F1=0.2402
2025-05-07 22:46:57,851 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.5, P=0.1805, R=0.3675, F1=0.2421
2025-05-07 22:46:58,813 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.0, P=0.1810, R=0.3675, F1=0.2425
2025-05-07 22:46:58,814 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.5, P=0.1791, R=0.3614, F1=0.2395
2025-05-07 22:46:58,814 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.0, P=0.1777, R=0.3554, F1=0.2369
2025-05-07 22:47:05,609 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.5, P=0.1804, R=0.3554, F1=0.2394
2025-05-07 22:47:05,609 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.0, P=0.1804, R=0.3554, F1=0.2394
2025-05-07 22:47:06,686 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.5, P=0.1838, R=0.3554, F1=0.2423
2025-05-07 22:47:09,704 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.0, P=0.1838, R=0.3554, F1=0.2423
2025-05-07 22:47:09,705 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.5, P=0.1855, R=0.3554, F1=0.2438
2025-05-07 22:47:09,705 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.0, P=0.1830, R=0.3494, F1=0.2402
2025-05-07 22:47:12,556 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.5, P=0.1871, R=0.3494, F1=0.2437
2025-05-07 22:47:12,557 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=7.0, P=0.1871, R=0.3494, F1=0.2437
2025-05-07 22:47:12,557 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.0, P=0.1739, R=0.3133, F1=0.2237
2025-05-07 22:47:12,557 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.5, P=0.1739, R=0.3133, F1=0.2237
2025-05-07 22:47:12,557 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.0, P=0.1793, R=0.3133, F1=0.2281
2025-05-07 22:47:15,860 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.5, P=0.1812, R=0.3012, F1=0.2262
2025-05-07 22:47:16,147 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.0, P=0.1894, R=0.3012, F1=0.2326
2025-05-07 22:47:16,148 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.5, P=0.1937, R=0.2952, F1=0.2339
2025-05-07 22:47:18,596 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=3.0, P=0.1951, R=0.2892, F1=0.2330
2025-05-07 22:47:18,597 - INFO - [machine-3-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=3.5, P=0.1991, R=0.2771, F1=0.2317
