2025-05-08 00:47:49,164 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['robust_zscore'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_corr_threshold', visual_dir='./visual/machine/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-08 00:47:49,165 - INFO - 当前评分模式: ['robust_zscore']
2025-05-08 00:47:49,165 - INFO - 
==================================================
2025-05-08 00:47:49,165 - INFO - 开始执行网格搜索...
2025-05-08 00:47:49,169 - INFO - [machine-1-1] Starting grid search...
2025-05-08 00:48:37,861 - INFO - [machine-1-1.txt] mode=robust_zscore, corr_threshold=0.0, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-08 01:08:37,390 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.5, threshold=3.0, P=0.2731, R=0.7717, F1=0.4034
2025-05-08 01:08:38,509 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.5, threshold=3.5, P=0.2731, R=0.7717, F1=0.4034
2025-05-08 01:08:38,510 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.5, threshold=4.0, P=0.2741, R=0.7717, F1=0.4046
2025-05-08 01:08:38,510 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.5, threshold=4.5, P=0.2741, R=0.7717, F1=0.4046
2025-05-08 01:08:38,510 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.5, threshold=5.0, P=0.2741, R=0.7717, F1=0.4046
2025-05-08 01:08:38,510 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.5, threshold=5.5, P=0.2741, R=0.7717, F1=0.4046
2025-05-08 01:08:40,381 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.5, threshold=6.0, P=0.2741, R=0.7717, F1=0.4046
2025-05-08 01:08:42,491 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.5, threshold=6.5, P=0.2741, R=0.7717, F1=0.4046
2025-05-08 01:08:42,492 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.5, threshold=7.0, P=0.2741, R=0.7717, F1=0.4046
2025-05-08 01:08:42,492 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=0.0, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:08:42,492 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=0.5, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:08:42,492 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=1.0, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:08:45,411 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=1.5, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:08:45,412 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=2.0, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:08:54,814 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=2.5, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:08:54,815 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=3.0, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:08:54,815 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=3.5, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:08:54,815 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=4.0, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:08:54,816 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=4.5, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:08:54,816 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=5.0, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:08:54,816 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=5.5, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:08:59,480 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=6.0, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:09:01,357 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=6.5, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:09:01,357 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=7.0, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:09:06,250 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=0.0, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:09:06,250 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=0.5, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:09:06,250 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=1.0, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:09:10,731 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=1.5, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:09:13,408 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=2.0, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:09:13,408 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=2.5, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:09:13,409 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=3.0, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:09:13,409 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=3.5, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:09:13,409 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=4.0, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:09:20,510 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=4.5, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:09:21,033 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=5.0, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:09:21,034 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=5.5, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:09:21,034 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=6.0, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:09:21,034 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=6.5, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:09:21,910 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=7.0, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:09:21,910 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=0.0, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:09:21,910 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=0.5, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:09:24,577 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=1.0, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:09:24,578 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=1.5, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:09:24,578 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=2.0, P=0.2833, R=0.7174, F1=0.4062
2025-05-08 01:09:24,579 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=2.5, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:09:26,103 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=3.0, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:09:26,104 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=3.5, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:09:26,104 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=4.0, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:09:28,700 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=4.5, P=0.2857, R=0.7174, F1=0.4087
2025-05-08 01:09:28,700 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=5.0, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:09:30,120 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=5.5, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:09:30,121 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=6.0, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:09:30,121 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=6.5, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:09:30,121 - INFO - [machine-3-6.txt] mode=robust_zscore, corr_threshold=0.6, threshold=7.0, P=0.2870, R=0.7174, F1=0.4099
2025-05-08 01:09:30,302 - INFO - [machine-3-3] Starting grid search...
2025-05-08 01:10:31,051 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=0.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:39,564 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=0.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:41,614 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=1.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:41,615 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=1.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:41,615 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=2.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:41,615 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=2.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:41,615 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=3.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:41,615 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=3.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:41,615 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=4.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:10:41,615 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=4.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:10:41,615 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=5.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:10:41,615 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=5.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:10:41,615 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=6.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:10:41,615 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=6.5, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:10:41,615 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=7.0, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:10:41,997 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=0.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:58,569 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=0.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:58,570 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=1.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:58,570 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=1.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:58,570 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=2.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:58,570 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=2.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:59,148 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=3.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=3.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=4.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=4.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=5.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=5.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=6.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=6.5, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.0, threshold=7.0, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=0.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=0.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=1.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=1.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=2.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=2.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:10:59,149 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=3.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:02,645 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=3.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:02,808 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=4.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:02,809 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=4.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:02,809 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=5.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:02,809 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=5.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:02,809 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=6.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:02,809 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=6.5, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:11:02,809 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.1, threshold=7.0, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:11:02,809 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=0.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:02,809 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=0.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:02,809 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=1.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:23,520 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=1.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:23,520 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=2.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:23,521 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=2.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:23,521 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=3.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:41,689 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=3.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:41,690 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=4.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:41,690 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=4.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:41,690 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=5.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:44,811 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=5.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:50,847 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=6.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:50,847 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=6.5, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:11:51,452 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=7.0, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:11:52,397 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=0.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:52,398 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=0.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:52,398 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=1.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:52,398 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=1.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:52,398 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=2.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:52,398 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=2.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:53,666 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=3.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:53,667 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=3.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:53,667 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=4.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:53,667 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=4.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:53,667 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=5.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:53,667 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=5.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:53,667 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=6.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:11:56,826 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=6.5, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:11:56,827 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=7.0, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:11:56,827 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=0.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:56,827 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=0.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:56,827 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=1.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:56,827 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=1.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:11:56,827 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=2.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:12:01,610 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=2.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:12:01,610 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=3.0, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:12:01,611 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=3.5, P=0.1738, R=0.3675, F1=0.2360
2025-05-08 01:12:01,611 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=4.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:12:01,611 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=4.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:12:03,780 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=5.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:12:15,653 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=5.5, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:12:19,709 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=6.0, P=0.1748, R=0.3675, F1=0.2369
2025-05-08 01:12:19,710 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=6.5, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:12:19,710 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.2, threshold=7.0, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:12:19,710 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=0.0, P=0.1743, R=0.3675, F1=0.2364
2025-05-08 01:12:19,710 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=0.5, P=0.1743, R=0.3675, F1=0.2364
2025-05-08 01:12:19,710 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=1.0, P=0.1743, R=0.3675, F1=0.2364
2025-05-08 01:12:19,710 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=1.5, P=0.1743, R=0.3675, F1=0.2364
2025-05-08 01:12:19,711 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=2.0, P=0.1743, R=0.3675, F1=0.2364
2025-05-08 01:12:19,711 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=2.5, P=0.1743, R=0.3675, F1=0.2364
2025-05-08 01:12:19,711 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=3.0, P=0.1743, R=0.3675, F1=0.2364
2025-05-08 01:12:19,711 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=3.5, P=0.1743, R=0.3675, F1=0.2364
2025-05-08 01:12:45,765 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=4.0, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:12:45,766 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=4.5, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:12:45,766 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=5.0, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:12:46,270 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=5.5, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:12:48,397 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=6.0, P=0.1753, R=0.3675, F1=0.2374
2025-05-08 01:12:52,029 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=6.5, P=0.1758, R=0.3675, F1=0.2378
2025-05-08 01:12:52,029 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.3, threshold=7.0, P=0.1758, R=0.3675, F1=0.2378
2025-05-08 01:12:52,029 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.4, threshold=0.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-08 01:12:52,029 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.4, threshold=0.5, P=0.1773, R=0.3675, F1=0.2392
2025-05-08 01:12:52,029 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.4, threshold=1.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-08 01:12:56,919 - INFO - [machine-3-3.txt] mode=robust_zscore, corr_threshold=0.4, threshold=1.5, P=0.1773, R=0.3675, F1=0.2392
