2025-04-17 17:51:08,520 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='els', window_size=5, score_thresholds=array([0. , 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1. , 1.1, 1.2,
       1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2. , 2.1, 2.2, 2.3, 2.4, 2.5,
       2.6, 2.7, 2.8, 2.9, 3. , 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8,
       3.9, 4. , 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5. , 5.1,
       5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6. , 6.1, 6.2, 6.3, 6.4,
       6.5, 6.6, 6.7, 6.8, 6.9, 7. ]), topk_range=range(0, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['value_times_range'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/els/neighbor_corr_threshold', visual_dir='./visual/els/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-04-17 17:51:08,521 - INFO - 当前评分模式: ['value_times_range']
2025-04-17 17:51:08,521 - INFO - 
==================================================
2025-04-17 17:51:08,521 - INFO - 开始执行网格搜索...
2025-04-17 17:51:08,523 - INFO - [els-1] Starting grid search...
2025-04-17 17:51:09,434 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.0, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:51:14,751 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.9, P=0.2892, R=0.3950, F1=0.3339
2025-04-17 17:51:14,751 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.0, P=0.2892, R=0.3950, F1=0.3339
2025-04-17 17:51:14,751 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.1, P=0.2901, R=0.3950, F1=0.3345
2025-04-17 17:51:14,751 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.2, P=0.2919, R=0.3950, F1=0.3357
2025-04-17 17:51:14,751 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.3, P=0.2897, R=0.3908, F1=0.3327
2025-04-17 17:51:14,751 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.4, P=0.2906, R=0.3908, F1=0.3333
2025-04-17 17:51:14,751 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.5, P=0.2915, R=0.3908, F1=0.3339
2025-04-17 17:51:14,751 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.6, P=0.2915, R=0.3908, F1=0.3339
2025-04-17 17:51:14,752 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.7, P=0.2925, R=0.3908, F1=0.3345
2025-04-17 17:51:14,752 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.8, P=0.2925, R=0.3908, F1=0.3345
2025-04-17 17:51:14,753 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.9, P=0.2943, R=0.3908, F1=0.3357
2025-04-17 17:51:14,753 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=7.0, P=0.2943, R=0.3908, F1=0.3357
2025-04-17 17:51:14,753 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:51:14,753 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.1, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:51:14,753 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.2, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:51:15,086 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.3, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:51:15,087 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.4, P=0.2689, R=0.4328, F1=0.3317
2025-04-17 17:51:15,087 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.5, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:15,087 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.6, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:15,087 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.7, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:15,087 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.8, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:15,087 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.9, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:15,087 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.0, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:15,088 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.1, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:15,304 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.2, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:15,305 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.3, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:15,305 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.4, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:15,305 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.5, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:15,305 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:15,305 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.7, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:15,306 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.8, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:15,346 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.9, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:15,347 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.0, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:15,347 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.1, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:15,379 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.2, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:15,379 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.3, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:15,379 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.4, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:15,379 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.5, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:15,379 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.6, P=0.2684, R=0.4286, F1=0.3301
2025-04-17 17:51:15,379 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.7, P=0.2698, R=0.4286, F1=0.3312
2025-04-17 17:51:15,379 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.8, P=0.2679, R=0.4244, F1=0.3285
2025-04-17 17:51:15,379 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.9, P=0.2701, R=0.4244, F1=0.3301
2025-04-17 17:51:15,379 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.0, P=0.2737, R=0.4244, F1=0.3328
2025-04-17 17:51:15,379 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.1, P=0.2737, R=0.4244, F1=0.3328
2025-04-17 17:51:15,379 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.2, P=0.2745, R=0.4244, F1=0.3333
2025-04-17 17:51:15,380 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.3, P=0.2767, R=0.4244, F1=0.3350
2025-04-17 17:51:15,380 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.4, P=0.2782, R=0.4244, F1=0.3361
2025-04-17 17:51:15,381 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.5, P=0.2798, R=0.4244, F1=0.3372
2025-04-17 17:51:15,381 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.6, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:51:15,381 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.7, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:51:15,381 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.8, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:51:15,381 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.9, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:51:15,381 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.0, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:51:15,381 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.1, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:51:15,381 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.2, P=0.2809, R=0.4202, F1=0.3367
2025-04-17 17:51:15,390 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.3, P=0.2817, R=0.4202, F1=0.3373
2025-04-17 17:51:15,390 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.4, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:51:15,390 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.5, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:51:15,391 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.6, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:51:15,391 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.7, P=0.2833, R=0.4202, F1=0.3384
2025-04-17 17:51:15,442 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.8, P=0.2841, R=0.4202, F1=0.3390
2025-04-17 17:51:15,442 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.9, P=0.2841, R=0.4202, F1=0.3390
2025-04-17 17:51:15,442 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.0, P=0.2841, R=0.4202, F1=0.3390
2025-04-17 17:51:15,821 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.1, P=0.2849, R=0.4202, F1=0.3396
2025-04-17 17:51:15,822 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.2, P=0.2845, R=0.4160, F1=0.3379
2025-04-17 17:51:15,822 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.3, P=0.2861, R=0.4160, F1=0.3390
2025-04-17 17:51:15,822 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.4, P=0.2878, R=0.4160, F1=0.3402
2025-04-17 17:51:15,822 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.5, P=0.2832, R=0.4034, F1=0.3328
2025-04-17 17:51:15,906 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.6, P=0.2844, R=0.3992, F1=0.3322
2025-04-17 17:51:15,906 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.7, P=0.2853, R=0.3992, F1=0.3327
2025-04-17 17:51:15,906 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.8, P=0.2896, R=0.3992, F1=0.3357
2025-04-17 17:51:15,906 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.9, P=0.2892, R=0.3950, F1=0.3339
2025-04-17 17:51:15,906 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.0, P=0.2892, R=0.3950, F1=0.3339
2025-04-17 17:51:15,907 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.1, P=0.2901, R=0.3950, F1=0.3345
2025-04-17 17:51:15,907 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.2, P=0.2919, R=0.3950, F1=0.3357
2025-04-17 17:51:15,907 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.3, P=0.2897, R=0.3908, F1=0.3327
2025-04-17 17:51:15,974 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.4, P=0.2906, R=0.3908, F1=0.3333
2025-04-17 17:51:15,975 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.5, P=0.2915, R=0.3908, F1=0.3339
2025-04-17 17:51:15,975 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.6, P=0.2915, R=0.3908, F1=0.3339
2025-04-17 17:51:15,975 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.7, P=0.2925, R=0.3908, F1=0.3345
2025-04-17 17:51:15,975 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.8, P=0.2925, R=0.3908, F1=0.3345
2025-04-17 17:51:15,975 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.9, P=0.2943, R=0.3908, F1=0.3357
2025-04-17 17:51:15,975 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.2, threshold=7.0, P=0.2943, R=0.3908, F1=0.3357
2025-04-17 17:51:15,975 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:51:15,975 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.1, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:51:15,975 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.2, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:51:15,975 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.3, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:51:15,975 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.4, P=0.2689, R=0.4328, F1=0.3317
2025-04-17 17:51:15,975 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.5, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:15,975 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.6, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:15,976 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.7, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:16,105 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.8, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:16,115 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.9, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:16,115 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.0, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:16,136 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.1, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:16,136 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.2, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:16,136 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.3, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:16,136 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.4, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:16,136 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.5, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:16,137 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:16,137 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.7, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:16,137 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.8, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:16,137 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.9, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:16,137 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.0, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:16,137 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.1, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:16,138 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.2, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:16,138 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.3, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:16,138 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.4, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:16,138 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.5, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:51:16,138 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.6, P=0.2684, R=0.4286, F1=0.3301
2025-04-17 17:51:16,139 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.7, P=0.2698, R=0.4286, F1=0.3312
2025-04-17 17:51:16,139 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.8, P=0.2679, R=0.4244, F1=0.3285
2025-04-17 17:51:16,139 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.9, P=0.2701, R=0.4244, F1=0.3301
2025-04-17 17:51:16,183 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.0, P=0.2737, R=0.4244, F1=0.3328
2025-04-17 17:51:16,183 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.1, P=0.2737, R=0.4244, F1=0.3328
2025-04-17 17:51:16,183 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.2, P=0.2745, R=0.4244, F1=0.3333
2025-04-17 17:51:16,183 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.3, P=0.2767, R=0.4244, F1=0.3350
2025-04-17 17:51:16,183 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.4, P=0.2782, R=0.4244, F1=0.3361
2025-04-17 17:51:16,183 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.5, P=0.2798, R=0.4244, F1=0.3372
2025-04-17 17:51:16,183 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.6, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:51:16,183 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.7, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:51:16,184 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.8, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:51:16,191 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.9, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:51:16,222 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.0, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:51:16,239 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.1, P=0.2801, R=0.4202, F1=0.3361
2025-04-17 17:51:16,713 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.2, P=0.2809, R=0.4202, F1=0.3367
2025-04-17 17:51:16,714 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.3, P=0.2817, R=0.4202, F1=0.3373
2025-04-17 17:51:16,714 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.4, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:51:16,714 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.5, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:51:16,714 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.6, P=0.2825, R=0.4202, F1=0.3378
2025-04-17 17:51:16,714 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.7, P=0.2833, R=0.4202, F1=0.3384
2025-04-17 17:51:16,798 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.8, P=0.2841, R=0.4202, F1=0.3390
2025-04-17 17:51:16,799 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.9, P=0.2841, R=0.4202, F1=0.3390
2025-04-17 17:51:16,799 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.0, P=0.2841, R=0.4202, F1=0.3390
2025-04-17 17:51:16,799 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.1, P=0.2849, R=0.4202, F1=0.3396
2025-04-17 17:51:16,799 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.2, P=0.2845, R=0.4160, F1=0.3379
2025-04-17 17:51:16,799 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.3, P=0.2861, R=0.4160, F1=0.3390
2025-04-17 17:51:16,799 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.4, P=0.2878, R=0.4160, F1=0.3402
2025-04-17 17:51:16,799 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.5, P=0.2832, R=0.4034, F1=0.3328
2025-04-17 17:51:16,800 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.6, P=0.2844, R=0.3992, F1=0.3322
2025-04-17 17:51:16,800 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.7, P=0.2853, R=0.3992, F1=0.3327
2025-04-17 17:51:16,800 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.8, P=0.2896, R=0.3992, F1=0.3357
2025-04-17 17:51:16,800 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.9, P=0.2892, R=0.3950, F1=0.3339
2025-04-17 17:51:16,801 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.0, P=0.2892, R=0.3950, F1=0.3339
2025-04-17 17:51:16,801 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.1, P=0.2901, R=0.3950, F1=0.3345
2025-04-17 17:51:16,801 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.2, P=0.2919, R=0.3950, F1=0.3357
2025-04-17 17:51:16,801 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.3, P=0.2897, R=0.3908, F1=0.3327
2025-04-17 17:51:16,801 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.4, P=0.2906, R=0.3908, F1=0.3333
2025-04-17 17:51:16,801 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.5, P=0.2915, R=0.3908, F1=0.3339
2025-04-17 17:51:16,801 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.6, P=0.2915, R=0.3908, F1=0.3339
2025-04-17 17:51:16,801 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.7, P=0.2925, R=0.3908, F1=0.3345
2025-04-17 17:51:17,003 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.8, P=0.2925, R=0.3908, F1=0.3345
2025-04-17 17:51:17,004 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.9, P=0.2943, R=0.3908, F1=0.3357
2025-04-17 17:51:17,004 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.3, threshold=7.0, P=0.2943, R=0.3908, F1=0.3357
2025-04-17 17:51:17,004 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:51:17,004 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.1, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:51:17,005 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.2, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:51:17,005 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.3, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:51:17,005 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.4, P=0.2689, R=0.4328, F1=0.3317
2025-04-17 17:51:17,005 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.5, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:17,005 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.6, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:17,005 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.7, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:17,005 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.8, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:17,005 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.9, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:17,005 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.0, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:17,005 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.1, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:17,005 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.2, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:51:17,006 - INFO - [els-1.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.3, P=0.2696, R=0.4328, F1=0.3323
