2025-05-07 21:29:30,803 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_corr_threshold', visual_dir='./visual/machine/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-07 21:29:30,803 - INFO - 当前评分模式: ['mean_ratio']
2025-05-07 21:29:30,803 - INFO - 
==================================================
2025-05-07 21:29:30,803 - INFO - 开始执行网格搜索...
2025-05-07 21:29:30,809 - INFO - [machine-1-1] Starting grid search...
2025-05-07 21:30:31,963 - INFO - [machine-1-1.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 21:48:15,910 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.5, P=0.1754, R=0.3614, F1=0.2362
2025-05-07 21:48:15,910 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.0, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:48:15,910 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.5, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:48:15,910 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.0, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:48:15,910 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.5, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:48:16,888 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.0, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:48:16,888 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.5, P=0.1765, R=0.3614, F1=0.2372
2025-05-07 21:48:16,888 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.0, P=0.1770, R=0.3614, F1=0.2376
2025-05-07 21:48:23,719 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.5, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 21:48:23,719 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.0, P=0.1791, R=0.3614, F1=0.2395
2025-05-07 21:48:23,719 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.5, P=0.1796, R=0.3614, F1=0.2400
2025-05-07 21:48:23,719 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.3, threshold=7.0, P=0.1807, R=0.3614, F1=0.2410
2025-05-07 21:48:23,719 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 21:48:23,720 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.1749, R=0.3614, F1=0.2358
2025-05-07 21:48:23,720 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.1754, R=0.3614, F1=0.2362
2025-05-07 21:48:23,720 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:48:23,720 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:48:23,720 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:48:23,720 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.1770, R=0.3614, F1=0.2376
2025-05-07 21:48:23,720 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.1770, R=0.3614, F1=0.2376
2025-05-07 21:48:23,720 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.1770, R=0.3614, F1=0.2376
2025-05-07 21:48:24,655 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 21:48:25,318 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 21:48:34,428 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 21:48:34,429 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.1791, R=0.3614, F1=0.2395
2025-05-07 21:48:34,429 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.1802, R=0.3614, F1=0.2405
2025-05-07 21:48:49,256 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.1813, R=0.3614, F1=0.2414
2025-05-07 21:48:49,256 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 21:48:49,256 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.1749, R=0.3614, F1=0.2358
2025-05-07 21:48:49,256 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.1754, R=0.3614, F1=0.2362
2025-05-07 21:48:49,256 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:48:49,256 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:48:49,256 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:48:51,853 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.1770, R=0.3614, F1=0.2376
2025-05-07 21:48:51,853 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.1770, R=0.3614, F1=0.2376
2025-05-07 21:48:51,853 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.1770, R=0.3614, F1=0.2376
2025-05-07 21:48:51,853 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 21:49:03,209 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 21:49:03,210 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 21:49:03,210 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.1791, R=0.3614, F1=0.2395
2025-05-07 21:49:03,210 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.1802, R=0.3614, F1=0.2405
2025-05-07 21:49:03,210 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.1813, R=0.3614, F1=0.2414
2025-05-07 21:49:03,210 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.1773, R=0.3675, F1=0.2392
2025-05-07 21:49:03,211 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.1749, R=0.3614, F1=0.2358
2025-05-07 21:49:03,211 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.1754, R=0.3614, F1=0.2362
2025-05-07 21:49:03,211 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:49:03,211 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:49:03,211 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.1760, R=0.3614, F1=0.2367
2025-05-07 21:49:03,211 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.1770, R=0.3614, F1=0.2376
2025-05-07 21:49:03,211 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.1770, R=0.3614, F1=0.2376
2025-05-07 21:49:03,211 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.1770, R=0.3614, F1=0.2376
2025-05-07 21:49:27,570 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 21:49:28,223 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 21:49:28,224 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.1775, R=0.3614, F1=0.2381
2025-05-07 21:49:28,224 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.1791, R=0.3614, F1=0.2395
2025-05-07 21:49:28,224 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.1802, R=0.3614, F1=0.2405
2025-05-07 21:49:28,224 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.1813, R=0.3614, F1=0.2414
2025-05-07 21:49:28,224 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=0.0, P=0.1739, R=0.3133, F1=0.2237
2025-05-07 21:49:28,225 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=0.5, P=0.1711, R=0.3072, F1=0.2198
2025-05-07 21:49:28,225 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=1.0, P=0.1689, R=0.3012, F1=0.2165
2025-05-07 21:49:28,225 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=1.5, P=0.1701, R=0.3012, F1=0.2174
2025-05-07 21:49:28,225 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=2.0, P=0.1718, R=0.3012, F1=0.2188
2025-05-07 21:49:28,225 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=2.5, P=0.1718, R=0.3012, F1=0.2188
2025-05-07 21:49:28,225 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=3.0, P=0.1730, R=0.3012, F1=0.2198
2025-05-07 21:49:28,225 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=3.5, P=0.1773, R=0.3012, F1=0.2232
2025-05-07 21:49:28,225 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=4.0, P=0.1744, R=0.2952, F1=0.2192
2025-05-07 21:49:28,225 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=4.5, P=0.1782, R=0.2952, F1=0.2222
2025-05-07 21:49:28,226 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=5.0, P=0.1795, R=0.2952, F1=0.2232
2025-05-07 21:49:28,226 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=5.5, P=0.1815, R=0.2952, F1=0.2248
2025-05-07 21:49:28,226 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=6.0, P=0.1780, R=0.2831, F1=0.2186
2025-05-07 21:49:28,226 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=6.5, P=0.1808, R=0.2831, F1=0.2207
2025-05-07 21:49:28,226 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.5, threshold=7.0, P=0.1850, R=0.2831, F1=0.2238
2025-05-07 21:49:28,226 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.0, P=0.1947, R=0.2651, F1=0.2245
2025-05-07 21:49:28,226 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.5, P=0.1928, R=0.2590, F1=0.2211
2025-05-07 21:49:28,226 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.0, P=0.1918, R=0.2530, F1=0.2182
2025-05-07 21:49:28,227 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.5, P=0.1953, R=0.2530, F1=0.2205
2025-05-07 21:49:28,227 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.0, P=0.2000, R=0.2530, F1=0.2234
2025-05-07 21:49:28,227 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.5, P=0.1981, R=0.2470, F1=0.2198
2025-05-07 21:49:28,227 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.0, P=0.2020, R=0.2470, F1=0.2222
2025-05-07 21:49:28,227 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.5, P=0.2113, R=0.2470, F1=0.2278
2025-05-07 21:49:28,227 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.0, P=0.2031, R=0.2349, F1=0.2179
2025-05-07 21:49:28,227 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.5, P=0.2099, R=0.2289, F1=0.2190
2025-05-07 21:49:28,227 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.0, P=0.2222, R=0.2289, F1=0.2255
2025-05-07 21:49:28,227 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.5, P=0.2242, R=0.2229, F1=0.2236
2025-05-07 21:49:28,227 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.0, P=0.2284, R=0.2229, F1=0.2256
2025-05-07 21:49:28,667 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.5, P=0.2357, R=0.2229, F1=0.2291
2025-05-07 21:49:29,776 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=7.0, P=0.2450, R=0.2229, F1=0.2334
2025-05-07 21:49:30,375 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.0, P=0.1947, R=0.2651, F1=0.2245
2025-05-07 21:49:30,648 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.5, P=0.1928, R=0.2590, F1=0.2211
2025-05-07 21:49:31,194 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.0, P=0.1918, R=0.2530, F1=0.2182
2025-05-07 21:49:31,194 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.5, P=0.1953, R=0.2530, F1=0.2205
2025-05-07 21:49:31,194 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.0, P=0.2000, R=0.2530, F1=0.2234
2025-05-07 21:49:40,485 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.5, P=0.1981, R=0.2470, F1=0.2198
2025-05-07 21:49:40,486 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.0, P=0.2020, R=0.2470, F1=0.2222
2025-05-07 21:49:42,145 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.5, P=0.2113, R=0.2470, F1=0.2278
2025-05-07 21:49:42,146 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.0, P=0.2031, R=0.2349, F1=0.2179
2025-05-07 21:49:42,146 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.5, P=0.2099, R=0.2289, F1=0.2190
2025-05-07 21:49:42,146 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.0, P=0.2222, R=0.2289, F1=0.2255
2025-05-07 21:49:42,146 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.5, P=0.2242, R=0.2229, F1=0.2236
2025-05-07 21:49:42,146 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.0, P=0.2284, R=0.2229, F1=0.2256
2025-05-07 21:49:44,581 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.5, P=0.2357, R=0.2229, F1=0.2291
2025-05-07 21:49:45,229 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=7.0, P=0.2450, R=0.2229, F1=0.2334
2025-05-07 21:49:47,883 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.0, P=0.1947, R=0.2651, F1=0.2245
2025-05-07 21:49:47,884 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.5, P=0.1928, R=0.2590, F1=0.2211
2025-05-07 21:49:49,012 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.0, P=0.1918, R=0.2530, F1=0.2182
2025-05-07 21:49:49,614 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.5, P=0.1953, R=0.2530, F1=0.2205
2025-05-07 21:49:50,415 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.0, P=0.2000, R=0.2530, F1=0.2234
2025-05-07 21:49:52,370 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.5, P=0.1981, R=0.2470, F1=0.2198
2025-05-07 21:49:53,871 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.0, P=0.2020, R=0.2470, F1=0.2222
2025-05-07 21:49:54,522 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.5, P=0.2113, R=0.2470, F1=0.2278
2025-05-07 21:49:54,774 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.0, P=0.2031, R=0.2349, F1=0.2179
2025-05-07 21:49:55,167 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.5, P=0.2099, R=0.2289, F1=0.2190
2025-05-07 21:49:55,675 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.0, P=0.2222, R=0.2289, F1=0.2255
2025-05-07 21:49:55,810 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.5, P=0.2242, R=0.2229, F1=0.2236
2025-05-07 21:49:56,698 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.0, P=0.2284, R=0.2229, F1=0.2256
2025-05-07 21:49:57,030 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.5, P=0.2357, R=0.2229, F1=0.2291
2025-05-07 21:49:58,160 - INFO - [machine-3-3.txt] mode=mean_ratio, corr_threshold=0.6, threshold=7.0, P=0.2450, R=0.2229, F1=0.2334
2025-05-07 21:49:58,295 - INFO - [machine-3-4] Starting grid search...
2025-05-07 21:50:35,422 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 21:50:39,952 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.5, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 21:50:39,953 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=1.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 21:50:39,953 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=1.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-07 21:50:39,953 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=2.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-07 21:50:40,704 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=2.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-07 21:50:40,705 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=3.0, P=0.1361, R=0.8667, F1=0.2353
2025-05-07 21:50:40,705 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=3.5, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,705 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=4.0, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,705 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=4.5, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,705 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=5.0, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,705 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=5.5, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=6.0, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=6.5, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=7.0, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.5, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=1.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=1.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=2.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=2.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=3.0, P=0.1361, R=0.8667, F1=0.2353
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=3.5, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=4.0, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=4.5, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=5.0, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,706 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=5.5, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,707 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=6.0, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,707 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=6.5, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,707 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.0, threshold=7.0, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:50:40,707 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 21:50:40,707 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=0.5, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 21:50:40,707 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=1.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-07 21:50:40,707 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=1.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-07 21:50:40,707 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=2.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-07 21:50:40,707 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=2.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-07 21:51:05,888 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=3.0, P=0.1361, R=0.8667, F1=0.2353
2025-05-07 21:51:05,889 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=3.5, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:51:06,459 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=4.0, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:51:07,070 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=4.5, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:51:07,071 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=5.0, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:51:07,265 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=5.5, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:51:07,266 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=6.0, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:51:07,747 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=6.5, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:51:08,283 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.1, threshold=7.0, P=0.1398, R=0.8667, F1=0.2407
2025-05-07 21:51:08,310 - INFO - [machine-3-4.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
