2025-04-17 17:49:03,684 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='els', window_size=5, score_thresholds=array([0. , 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1. , 1.1, 1.2,
       1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2. , 2.1, 2.2, 2.3, 2.4, 2.5,
       2.6, 2.7, 2.8, 2.9, 3. , 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8,
       3.9, 4. , 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5. , 5.1,
       5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6. , 6.1, 6.2, 6.3, 6.4,
       6.5, 6.6, 6.7, 6.8, 6.9, 7. ]), topk_range=range(0, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/els/neighbor_corr_threshold', visual_dir='./visual/els/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-04-17 17:49:03,685 - INFO - 当前评分模式: ['mean_ratio']
2025-04-17 17:49:03,685 - INFO - 
==================================================
2025-04-17 17:49:03,685 - INFO - 开始执行网格搜索...
2025-04-17 17:49:03,688 - INFO - [els-1] Starting grid search...
2025-04-17 17:49:04,507 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:09,988 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.4, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:10,050 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.5, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:10,056 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.6, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:10,060 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.7, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:10,107 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.8, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:10,115 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.9, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:10,156 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.0, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:10,163 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.1, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:10,163 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.2, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:10,234 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.3, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:10,320 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.4, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:10,320 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.5, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:10,320 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,320 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.7, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,320 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.8, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,321 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.9, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,321 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.0, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,366 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.1, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,366 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.2, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,467 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.3, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,467 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.4, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,467 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.5, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,467 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,468 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.7, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,468 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.8, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,468 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.9, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,469 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.0, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,469 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.1, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,469 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.2, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,470 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.3, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,470 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.4, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,470 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.5, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,470 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,470 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.7, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,470 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.8, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,470 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.9, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,470 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.0, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,521 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.1, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,521 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.2, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,521 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.3, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,563 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.4, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,589 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.5, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,602 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,619 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.7, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,635 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.8, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,639 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.9, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,649 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.0, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,654 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.1, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,674 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.2, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,674 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.3, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,761 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.4, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,761 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.5, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,761 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,761 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.7, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,762 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.8, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,762 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.9, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,762 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.2, threshold=7.0, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:10,762 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:11,035 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.1, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:11,035 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.2, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:11,035 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.3, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:11,035 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.4, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:11,036 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.5, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:11,036 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.6, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:11,037 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.7, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:11,037 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.8, P=0.2689, R=0.4328, F1=0.3317
2025-04-17 17:49:11,037 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=0.9, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,037 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.0, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,037 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.1, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,037 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.2, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,037 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.3, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,037 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.4, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,059 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.5, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,059 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.6, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,060 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.7, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,060 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.8, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,060 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=1.9, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,060 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.0, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,067 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.1, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,068 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.2, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,091 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.3, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,091 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.4, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,095 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.5, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:11,101 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,125 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.7, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,157 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.8, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,157 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=2.9, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,157 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.0, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,217 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.1, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,473 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.2, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,473 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.3, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,630 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.4, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,630 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.5, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,630 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,630 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.7, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,630 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.8, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,630 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=3.9, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,630 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.0, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,631 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.1, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.2, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.3, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.4, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.5, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,812 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.7, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,824 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.8, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,824 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=4.9, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,824 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.0, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,825 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.1, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,903 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.2, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,903 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.3, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,903 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.4, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,903 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.5, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,903 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,903 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.7, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,903 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.8, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,903 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=5.9, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,904 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.0, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,904 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.1, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,904 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.2, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,905 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.3, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,905 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.4, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:11,905 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.5, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,053 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,054 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.7, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,054 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.8, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,054 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=6.9, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,054 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.3, threshold=7.0, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,054 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:12,055 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.1, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:12,055 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.2, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:12,055 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.3, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:12,055 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.4, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:12,055 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:12,055 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.6, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:12,056 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.7, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:12,056 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.8, P=0.2689, R=0.4328, F1=0.3317
2025-04-17 17:49:12,056 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.9, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,352 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,353 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.1, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,353 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.2, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,353 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.3, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,409 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.4, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,409 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,410 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.6, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,410 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.7, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,410 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.8, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,410 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.9, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,410 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,410 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.1, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,410 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.2, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,410 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.3, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,472 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.4, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,473 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.2696, R=0.4328, F1=0.3323
2025-04-17 17:49:12,474 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,474 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.7, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,474 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.8, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,474 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.9, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,474 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,474 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.1, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,474 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.2, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,474 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.3, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,474 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.4, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,474 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,474 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.6, P=0.2703, R=0.4328, F1=0.3328
2025-04-17 17:49:12,474 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.7, P=0.2703, R=0.4328, F1=0.3328
