2025-05-08 03:12:33,787 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['robust_zscore'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_all', visual_dir='./visual/machine/neighbor_all', num_workers=36, gif_duration=500)
2025-05-08 03:12:33,787 - INFO - 当前评分模式: ['robust_zscore']
2025-05-08 03:12:33,787 - INFO - 
==================================================
2025-05-08 03:12:33,787 - INFO - 开始执行网格搜索...
2025-05-08 03:12:33,795 - INFO - [machine-1-1] Starting grid search...
2025-05-08 03:13:21,084 - INFO - [machine-1-1.txt] mode=robust_zscore, all=None, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-08 03:20:21,315 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=1.5, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,315 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=2.0, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,315 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=2.5, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,315 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=3.0, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,315 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=3.5, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,315 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=4.0, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,315 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=4.5, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,316 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=5.0, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,316 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=5.5, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,357 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=6.0, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,423 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=6.5, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,424 - INFO - [machine-3-11.txt] mode=robust_zscore, all=None, threshold=7.0, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:20:21,505 - INFO - 
==================================================
2025-05-08 03:20:21,505 - INFO - 开始汇总结果...
2025-05-08 03:20:21,514 - INFO - 
===== Best Results per Dataset =====
         dataset  precision   recall  f1_score  ips_score
 machine-1-1.txt   0.433333 0.822785  0.567686   0.983047
 machine-1-6.txt   0.393419 0.935374  0.553877   0.994172
 machine-1-7.txt   0.384848 0.976923  0.552174   0.996682
 machine-2-1.txt   0.224806 0.988636  0.366316   0.997802
 machine-2-2.txt   0.241525 0.850746  0.376238   0.995781
 machine-2-7.txt   0.211618 0.593023  0.311927   0.877411
 machine-2-8.txt   1.000000 0.911765  0.953846   0.911765
machine-3-11.txt   0.525641 0.911111  0.666667   0.922010
 machine-3-3.txt   0.175287 0.367470  0.237354   0.897898
 machine-3-4.txt   0.142857 0.866667  0.245283   0.995939
 machine-3-6.txt   0.286689 0.913043  0.436364   0.995067
 machine-3-8.txt   0.323529 0.982143  0.486726   0.992600
2025-05-08 03:20:21,515 - INFO - 
===== Overall Metrics =====
Precision: 0.3052  Recall: 0.8226  F1: 0.4453  IPS: 0.9854
TP: 960  FP: 2185  FN: 207
2025-05-08 03:20:21,515 - INFO - 
【原始汇总指标】
2025-05-08 03:20:21,515 - INFO - 精确率(Precision): 0.3052
2025-05-08 03:20:21,515 - INFO - 召回率(Recall):    0.8226
2025-05-08 03:20:21,515 - INFO - F1值:             0.4453
2025-05-08 03:20:21,515 - INFO - 
==================================================
2025-05-08 03:20:21,515 - INFO - 开始生成可视化结果...
2025-05-08 03:20:21,515 - INFO - 
==================================================
2025-05-08 03:20:21,515 - INFO - 开始数据集可视化: machine-1-1
2025-05-08 03:20:21,515 - INFO - 使用参数: 评分模式=robust_zscore, all=None, 阈值=6.0
2025-05-08 03:20:21,515 - INFO - ==================================================

2025-05-08 03:20:21,515 - INFO - 正在加载数据集 machine-1-1 的数据
2025-05-08 03:20:21,521 - INFO - 数据加载成功。训练集形状: (28479, 38), 测试集形状: (28479, 38)
2025-05-08 03:20:21,521 - INFO - 正在计算边缘统计量...
2025-05-08 03:20:54,950 - INFO - 已计算 435 条边的统计量
2025-05-08 03:20:54,951 - INFO - 为每个节点使用所有邻居
2025-05-08 03:20:54,951 - INFO - 可视化结果将保存到: ./visual/machine/neighbor_all/robust_zscore/machine-1-1
2025-05-08 03:20:55,044 - INFO - 在数据集中发现 8 个异常时间段
2025-05-08 03:20:55,044 - INFO - 
正在处理时间段 1/8: 15849-16394
2025-05-08 03:20:55,044 - INFO - 该时间段的真实异常节点: {1, 9, 10, 12, 13, 14, 15}
2025-05-08 03:20:55,044 - INFO - 正在计算异常分数...
2025-05-08 03:20:56,466 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:20:56,466 - INFO - 正在为时间段 15849-16394 生成可视化
2025-05-08 03:20:56,466 - INFO - 正在为时间段 15849-16394 生成异常图可视化
2025-05-08 03:20:56,466 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:20:56,470 - DEBUG - 边统计: 正常边 644 条, 异常边 226 条
2025-05-08 03:20:56,602 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-1/seg_0_15849_16394.png
2025-05-08 03:20:56,875 - INFO - 成功保存时间段 15849-16394 的可视化结果
2025-05-08 03:20:56,875 - INFO - 
正在处理时间段 2/8: 16963-17516
2025-05-08 03:20:56,875 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:20:56,875 - INFO - 正在计算异常分数...
2025-05-08 03:20:58,396 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:20:58,396 - INFO - 正在为时间段 16963-17516 生成可视化
2025-05-08 03:20:58,396 - INFO - 正在为时间段 16963-17516 生成异常图可视化
2025-05-08 03:20:58,397 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:20:58,400 - DEBUG - 边统计: 正常边 758 条, 异常边 112 条
2025-05-08 03:20:58,467 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-1/seg_1_16963_17516.png
2025-05-08 03:20:58,730 - INFO - 成功保存时间段 16963-17516 的可视化结果
2025-05-08 03:20:58,730 - INFO - 
正在处理时间段 3/8: 18071-18527
2025-05-08 03:20:58,730 - INFO - 该时间段的真实异常节点: {1, 2, 9, 10, 12, 13, 14, 15}
2025-05-08 03:20:58,730 - INFO - 正在计算异常分数...
2025-05-08 03:20:59,961 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:20:59,961 - INFO - 正在为时间段 18071-18527 生成可视化
2025-05-08 03:20:59,961 - INFO - 正在为时间段 18071-18527 生成异常图可视化
2025-05-08 03:20:59,961 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:20:59,964 - DEBUG - 边统计: 正常边 656 条, 异常边 214 条
2025-05-08 03:21:00,132 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-1/seg_2_18071_18527.png
2025-05-08 03:21:00,394 - INFO - 成功保存时间段 18071-18527 的可视化结果
2025-05-08 03:21:00,394 - INFO - 
正在处理时间段 4/8: 19367-20087
2025-05-08 03:21:00,394 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 9, 10, 11, 12, 13, 14, 15, 16, 25, 28}
2025-05-08 03:21:00,395 - INFO - 正在计算异常分数...
2025-05-08 03:21:02,294 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:21:02,294 - INFO - 正在为时间段 19367-20087 生成可视化
2025-05-08 03:21:02,294 - INFO - 正在为时间段 19367-20087 生成异常图可视化
2025-05-08 03:21:02,294 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:02,297 - DEBUG - 边统计: 正常边 642 条, 异常边 228 条
2025-05-08 03:21:02,364 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-1/seg_3_19367_20087.png
2025-05-08 03:21:02,629 - INFO - 成功保存时间段 19367-20087 的可视化结果
2025-05-08 03:21:02,629 - INFO - 
正在处理时间段 5/8: 20786-21194
2025-05-08 03:21:02,629 - INFO - 该时间段的真实异常节点: {1, 9, 10, 12, 13, 14, 15}
2025-05-08 03:21:02,629 - INFO - 正在计算异常分数...
2025-05-08 03:21:03,690 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:21:03,690 - INFO - 正在为时间段 20786-21194 生成可视化
2025-05-08 03:21:03,690 - INFO - 正在为时间段 20786-21194 生成异常图可视化
2025-05-08 03:21:03,690 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:03,693 - DEBUG - 边统计: 正常边 606 条, 异常边 264 条
2025-05-08 03:21:03,762 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-1/seg_4_20786_21194.png
2025-05-08 03:21:04,029 - INFO - 成功保存时间段 20786-21194 的可视化结果
2025-05-08 03:21:04,029 - INFO - 
正在处理时间段 6/8: 24679-24681
2025-05-08 03:21:04,029 - INFO - 该时间段的真实异常节点: {9, 13, 14, 15}
2025-05-08 03:21:04,029 - INFO - 正在计算异常分数...
2025-05-08 03:21:04,029 - INFO - 检测到的异常节点: set()
2025-05-08 03:21:04,029 - INFO - 正在为时间段 24679-24681 生成可视化
2025-05-08 03:21:04,029 - INFO - 正在为时间段 24679-24681 生成异常图可视化
2025-05-08 03:21:04,029 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:04,032 - DEBUG - 边统计: 正常边 442 条, 异常边 314 条
2025-05-08 03:21:04,102 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-1/seg_5_24679_24681.png
2025-05-08 03:21:04,413 - INFO - 成功保存时间段 24679-24681 的可视化结果
2025-05-08 03:21:04,414 - INFO - 
正在处理时间段 7/8: 26114-26115
2025-05-08 03:21:04,414 - INFO - 该时间段的真实异常节点: {9, 13, 14, 15}
2025-05-08 03:21:04,414 - INFO - 正在计算异常分数...
2025-05-08 03:21:04,414 - INFO - 检测到的异常节点: set()
2025-05-08 03:21:04,414 - INFO - 正在为时间段 26114-26115 生成可视化
2025-05-08 03:21:04,414 - INFO - 正在为时间段 26114-26115 生成异常图可视化
2025-05-08 03:21:04,414 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:04,418 - DEBUG - 边统计: 正常边 0 条, 异常边 756 条
2025-05-08 03:21:04,492 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-1/seg_6_26114_26115.png
2025-05-08 03:21:04,756 - INFO - 成功保存时间段 26114-26115 的可视化结果
2025-05-08 03:21:04,756 - INFO - 
正在处理时间段 8/8: 27554-27555
2025-05-08 03:21:04,756 - INFO - 该时间段的真实异常节点: {9, 13, 14, 15}
2025-05-08 03:21:04,756 - INFO - 正在计算异常分数...
2025-05-08 03:21:04,756 - INFO - 检测到的异常节点: set()
2025-05-08 03:21:04,757 - INFO - 正在为时间段 27554-27555 生成可视化
2025-05-08 03:21:04,757 - INFO - 正在为时间段 27554-27555 生成异常图可视化
2025-05-08 03:21:04,757 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:04,760 - DEBUG - 边统计: 正常边 0 条, 异常边 702 条
2025-05-08 03:21:04,828 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-1/seg_7_27554_27555.png
2025-05-08 03:21:05,091 - INFO - 成功保存时间段 27554-27555 的可视化结果
2025-05-08 03:21:05,091 - INFO - 正在从 ./visual/machine/neighbor_all/robust_zscore/machine-1-1 中的图像创建GIF
2025-05-08 03:21:05,618 - INFO - GIF已保存到 ./visual/machine/neighbor_all/robust_zscore/machine-1-1/machine-1-1.gif
2025-05-08 03:21:05,619 - INFO - 
==================================================
2025-05-08 03:21:05,620 - INFO - 开始数据集可视化: machine-1-6
2025-05-08 03:21:05,620 - INFO - 使用参数: 评分模式=robust_zscore, all=None, 阈值=7.0
2025-05-08 03:21:05,620 - INFO - ==================================================

2025-05-08 03:21:05,620 - INFO - 正在加载数据集 machine-1-6 的数据
2025-05-08 03:21:05,624 - INFO - 数据加载成功。训练集形状: (23688, 38), 测试集形状: (23689, 38)
2025-05-08 03:21:05,624 - INFO - 正在计算边缘统计量...
2025-05-08 03:21:31,687 - INFO - 已计算 525 条边的统计量
2025-05-08 03:21:31,687 - INFO - 为每个节点使用所有邻居
2025-05-08 03:21:31,688 - INFO - 可视化结果将保存到: ./visual/machine/neighbor_all/robust_zscore/machine-1-6
2025-05-08 03:21:31,765 - INFO - 在数据集中发现 30 个异常时间段
2025-05-08 03:21:31,765 - INFO - 
正在处理时间段 1/30: 246-251
2025-05-08 03:21:31,765 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15}
2025-05-08 03:21:31,765 - INFO - 正在计算异常分数...
2025-05-08 03:21:31,771 - INFO - 检测到的异常节点: {1, 2, 3, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 03:21:31,771 - INFO - 正在为时间段 246-251 生成可视化
2025-05-08 03:21:31,772 - INFO - 正在为时间段 246-251 生成异常图可视化
2025-05-08 03:21:31,772 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:31,775 - DEBUG - 边统计: 正常边 740 条, 异常边 72 条
2025-05-08 03:21:31,849 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-6/seg_0_246_251.png
2025-05-08 03:21:32,113 - INFO - 成功保存时间段 246-251 的可视化结果
2025-05-08 03:21:32,113 - INFO - 
正在处理时间段 2/30: 653-657
2025-05-08 03:21:32,113 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15, 19, 20, 21, 22, 26, 28, 30, 31, 32}
2025-05-08 03:21:32,113 - INFO - 正在计算异常分数...
2025-05-08 03:21:32,116 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 03:21:32,116 - INFO - 正在为时间段 653-657 生成可视化
2025-05-08 03:21:32,116 - INFO - 正在为时间段 653-657 生成异常图可视化
2025-05-08 03:21:32,117 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:32,120 - DEBUG - 边统计: 正常边 644 条, 异常边 168 条
2025-05-08 03:21:32,187 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-6/seg_1_653_657.png
2025-05-08 03:21:32,474 - INFO - 成功保存时间段 653-657 的可视化结果
2025-05-08 03:21:32,474 - INFO - 
正在处理时间段 3/30: 2092-2099
2025-05-08 03:21:32,474 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15, 19, 20, 21, 22, 26, 28, 30, 31, 32}
2025-05-08 03:21:32,474 - INFO - 正在计算异常分数...
2025-05-08 03:21:32,487 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 03:21:32,487 - INFO - 正在为时间段 2092-2099 生成可视化
2025-05-08 03:21:32,487 - INFO - 正在为时间段 2092-2099 生成异常图可视化
2025-05-08 03:21:32,487 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:32,490 - DEBUG - 边统计: 正常边 670 条, 异常边 142 条
2025-05-08 03:21:32,659 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-6/seg_2_2092_2099.png
2025-05-08 03:21:32,922 - INFO - 成功保存时间段 2092-2099 的可视化结果
2025-05-08 03:21:32,922 - INFO - 
正在处理时间段 4/30: 2884-2887
2025-05-08 03:21:32,922 - INFO - 该时间段的真实异常节点: {6}
2025-05-08 03:21:32,922 - INFO - 正在计算异常分数...
2025-05-08 03:21:32,922 - INFO - 检测到的异常节点: set()
2025-05-08 03:21:32,922 - INFO - 正在为时间段 2884-2887 生成可视化
2025-05-08 03:21:32,922 - INFO - 正在为时间段 2884-2887 生成异常图可视化
2025-05-08 03:21:32,922 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:32,925 - DEBUG - 边统计: 正常边 706 条, 异常边 106 条
2025-05-08 03:21:33,016 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-6/seg_3_2884_2887.png
2025-05-08 03:21:33,289 - INFO - 成功保存时间段 2884-2887 的可视化结果
2025-05-08 03:21:33,289 - INFO - 
正在处理时间段 5/30: 3534-3538
2025-05-08 03:21:33,290 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15, 19, 20, 21, 22}
2025-05-08 03:21:33,290 - INFO - 正在计算异常分数...
2025-05-08 03:21:33,293 - INFO - 检测到的异常节点: {1, 2, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21, 22, 23, 25, 28, 30, 31, 34, 35, 36}
2025-05-08 03:21:33,293 - INFO - 正在为时间段 3534-3538 生成可视化
2025-05-08 03:21:33,293 - INFO - 正在为时间段 3534-3538 生成异常图可视化
2025-05-08 03:21:33,294 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:33,297 - DEBUG - 边统计: 正常边 756 条, 异常边 114 条
2025-05-08 03:21:33,364 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-6/seg_4_3534_3538.png
2025-05-08 03:21:33,640 - INFO - 成功保存时间段 3534-3538 的可视化结果
2025-05-08 03:21:33,640 - INFO - 
正在处理时间段 6/30: 4647-5044
2025-05-08 03:21:33,641 - INFO - 该时间段的真实异常节点: {33, 34, 5, 6, 9, 10, 11, 13, 17}
2025-05-08 03:21:33,641 - INFO - 正在计算异常分数...
2025-05-08 03:21:34,915 - INFO - 检测到的异常节点: {1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:21:34,915 - INFO - 正在为时间段 4647-5044 生成可视化
2025-05-08 03:21:34,915 - INFO - 正在为时间段 4647-5044 生成异常图可视化
2025-05-08 03:21:34,916 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:34,920 - DEBUG - 边统计: 正常边 1038 条, 异常边 12 条
2025-05-08 03:21:35,006 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-6/seg_5_4647_5044.png
2025-05-08 03:21:35,280 - INFO - 成功保存时间段 4647-5044 的可视化结果
2025-05-08 03:21:35,280 - INFO - 
正在处理时间段 7/30: 5167-5171
2025-05-08 03:21:35,280 - INFO - 该时间段的真实异常节点: {9, 10, 11, 13, 18}
2025-05-08 03:21:35,280 - INFO - 正在计算异常分数...
2025-05-08 03:21:35,283 - INFO - 检测到的异常节点: {1, 2, 3, 6, 9, 10, 11, 12, 13, 16, 18, 20, 21, 23, 24, 25, 28, 30}
2025-05-08 03:21:35,283 - INFO - 正在为时间段 5167-5171 生成可视化
2025-05-08 03:21:35,283 - INFO - 正在为时间段 5167-5171 生成异常图可视化
2025-05-08 03:21:35,283 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:35,287 - DEBUG - 边统计: 正常边 800 条, 异常边 70 条
2025-05-08 03:21:35,354 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-6/seg_6_5167_5171.png
2025-05-08 03:21:35,621 - INFO - 成功保存时间段 5167-5171 的可视化结果
2025-05-08 03:21:35,622 - INFO - 
正在处理时间段 8/30: 5708-5712
2025-05-08 03:21:35,622 - INFO - 该时间段的真实异常节点: {9, 10, 11, 13}
2025-05-08 03:21:35,622 - INFO - 正在计算异常分数...
2025-05-08 03:21:35,625 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 14, 15, 16, 18, 22, 23, 24, 25, 26, 28, 30, 31, 34, 35, 36}
2025-05-08 03:21:35,625 - INFO - 正在为时间段 5708-5712 生成可视化
2025-05-08 03:21:35,625 - INFO - 正在为时间段 5708-5712 生成异常图可视化
2025-05-08 03:21:35,625 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:35,628 - DEBUG - 边统计: 正常边 736 条, 异常边 134 条
2025-05-08 03:21:35,702 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-6/seg_7_5708_5712.png
2025-05-08 03:21:35,973 - INFO - 成功保存时间段 5708-5712 的可视化结果
2025-05-08 03:21:35,973 - INFO - 
正在处理时间段 9/30: 5873-5884
2025-05-08 03:21:35,973 - INFO - 该时间段的真实异常节点: {32, 2, 3, 6, 9, 10, 11, 13, 19, 20, 21, 22, 28, 31}
2025-05-08 03:21:35,973 - INFO - 正在计算异常分数...
2025-05-08 03:21:35,997 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 03:21:35,997 - INFO - 正在为时间段 5873-5884 生成可视化
2025-05-08 03:21:35,997 - INFO - 正在为时间段 5873-5884 生成异常图可视化
2025-05-08 03:21:35,997 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:36,001 - DEBUG - 边统计: 正常边 688 条, 异常边 124 条
2025-05-08 03:21:36,068 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-6/seg_8_5873_5884.png
2025-05-08 03:21:36,332 - INFO - 成功保存时间段 5873-5884 的可视化结果
2025-05-08 03:21:36,332 - INFO - 
正在处理时间段 10/30: 6022-6026
2025-05-08 03:21:36,332 - INFO - 该时间段的真实异常节点: {33, 34}
2025-05-08 03:21:36,332 - INFO - 正在计算异常分数...
2025-05-08 03:21:36,335 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34}
2025-05-08 03:21:36,335 - INFO - 正在为时间段 6022-6026 生成可视化
2025-05-08 03:21:36,335 - INFO - 正在为时间段 6022-6026 生成异常图可视化
2025-05-08 03:21:36,336 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:36,339 - DEBUG - 边统计: 正常边 654 条, 异常边 216 条
2025-05-08 03:21:36,418 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-6/seg_9_6022_6026.png
2025-05-08 03:21:36,712 - INFO - 成功保存时间段 6022-6026 的可视化结果
2025-05-08 03:21:36,713 - INFO - 
正在处理时间段 11/30: 6412-6418
2025-05-08 03:21:36,713 - INFO - 该时间段的真实异常节点: {1, 2, 3, 6, 9, 10, 11, 13, 15, 19, 20, 21, 22, 28, 30, 31, 32, 35, 36}
2025-05-08 03:21:36,713 - INFO - 正在计算异常分数...
2025-05-08 03:21:36,726 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 03:21:36,726 - INFO - 正在为时间段 6412-6418 生成可视化
2025-05-08 03:21:36,726 - INFO - 正在为时间段 6412-6418 生成异常图可视化
2025-05-08 03:21:36,726 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:36,730 - DEBUG - 边统计: 正常边 618 条, 异常边 252 条
2025-05-08 03:21:36,803 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-6/seg_10_6412_6418.png
2025-05-08 03:21:37,080 - INFO - 成功保存时间段 6412-6418 的可视化结果
2025-05-08 03:21:37,081 - INFO - 
正在处理时间段 12/30: 7851-7855
2025-05-08 03:21:37,081 - INFO - 该时间段的真实异常节点: {32, 1, 2, 9, 10, 11, 13, 19, 20, 21, 22, 23, 28, 30, 31}
2025-05-08 03:21:37,081 - INFO - 正在计算异常分数...
2025-05-08 03:21:37,085 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 14, 15, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 35, 36}
2025-05-08 03:21:37,085 - INFO - 正在为时间段 7851-7855 生成可视化
2025-05-08 03:21:37,085 - INFO - 正在为时间段 7851-7855 生成异常图可视化
2025-05-08 03:21:37,085 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:21:37,089 - DEBUG - 边统计: 正常边 626 条, 异常边 186 条
2025-05-08 03:21:37,284 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/robust_zscore/machine-1-6/seg_11_7851_7855.png
2025-05-08 03:21:37,549 - INFO - 成功保存时间段 7851-7855 的可视化结果
2025-05-08 03:21:37,549 - INFO - 
正在处理时间段 13/30: 9291-9297
2025-05-08 03:21:37,549 - INFO - 该时间段的真实异常节点: {32, 1, 2, 3, 9, 10, 11, 13, 19, 20, 21, 22, 23, 28, 30, 31}
2025-05-08 03:21:37,549 - INFO - 正在计算异常分数...
2025-05-08 03:21:37,560 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 03:21:37,560 - INFO - 正在为时间段 9291-9297 生成可视化
2025-05-08 03:21:37,561 - INFO - 正在为时间段 9291-9297 生成异常图可视化
2025-05-08 03:21:37,561 - DEBUG - 创建包含 38 个节点的图结构
