2025-05-08 02:42:33,757 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_all', visual_dir='./visual/machine/neighbor_all', num_workers=36, gif_duration=500)
2025-05-08 02:42:33,757 - INFO - 当前评分模式: ['range_ratio']
2025-05-08 02:42:33,757 - INFO - 
==================================================
2025-05-08 02:42:33,757 - INFO - 开始执行网格搜索...
2025-05-08 02:42:33,763 - INFO - [machine-1-1] Starting grid search...
2025-05-08 02:43:21,867 - INFO - [machine-1-1.txt] mode=range_ratio, all=None, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-08 02:50:14,666 - INFO - [machine-3-11.txt] mode=range_ratio, all=None, threshold=2.5, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 02:50:14,666 - INFO - [machine-3-11.txt] mode=range_ratio, all=None, threshold=3.0, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 02:50:14,666 - INFO - [machine-3-11.txt] mode=range_ratio, all=None, threshold=3.5, P=0.5325, R=0.9111, F1=0.6721
2025-05-08 02:50:14,666 - INFO - [machine-3-11.txt] mode=range_ratio, all=None, threshold=4.0, P=0.5325, R=0.9111, F1=0.6721
2025-05-08 02:50:14,667 - INFO - [machine-3-11.txt] mode=range_ratio, all=None, threshold=4.5, P=0.5325, R=0.9111, F1=0.6721
2025-05-08 02:50:14,667 - INFO - [machine-3-11.txt] mode=range_ratio, all=None, threshold=5.0, P=0.5325, R=0.9111, F1=0.6721
2025-05-08 02:50:14,667 - INFO - [machine-3-11.txt] mode=range_ratio, all=None, threshold=5.5, P=0.5325, R=0.9111, F1=0.6721
2025-05-08 02:50:14,667 - INFO - [machine-3-11.txt] mode=range_ratio, all=None, threshold=6.0, P=0.5325, R=0.9111, F1=0.6721
2025-05-08 02:50:14,667 - INFO - [machine-3-11.txt] mode=range_ratio, all=None, threshold=6.5, P=0.5325, R=0.9111, F1=0.6721
2025-05-08 02:50:14,667 - INFO - [machine-3-11.txt] mode=range_ratio, all=None, threshold=7.0, P=0.5395, R=0.9111, F1=0.6777
2025-05-08 02:50:14,758 - INFO - 
==================================================
2025-05-08 02:50:14,758 - INFO - 开始汇总结果...
2025-05-08 02:50:14,768 - INFO - 
===== Best Results per Dataset =====
         dataset  precision   recall  f1_score  ips_score
 machine-1-1.txt   0.433333 0.822785  0.567686   0.983047
 machine-1-6.txt   0.432612 0.884354  0.581006   0.991805
 machine-1-7.txt   0.399371 0.976923  0.566964   0.996682
 machine-2-1.txt   0.227749 0.988636  0.370213   0.997802
 machine-2-2.txt   0.241525 0.850746  0.376238   0.995781
 machine-2-7.txt   0.293333 0.511628  0.372881   0.840226
 machine-2-8.txt   1.000000 0.911765  0.953846   0.911765
machine-3-11.txt   0.539474 0.911111  0.677686   0.922010
 machine-3-3.txt   0.188498 0.355422  0.246347   0.893393
 machine-3-4.txt   0.151163 0.866667  0.257426   0.995939
 machine-3-6.txt   0.286689 0.913043  0.436364   0.995067
 machine-3-8.txt   0.323529 0.982143  0.486726   0.992600
2025-05-08 02:50:14,768 - INFO - 
===== Overall Metrics =====
Precision: 0.3237  Recall: 0.8021  F1: 0.4612  IPS: 0.9838
TP: 936  FP: 1956  FN: 231
2025-05-08 02:50:14,768 - INFO - 
【原始汇总指标】
2025-05-08 02:50:14,768 - INFO - 精确率(Precision): 0.3237
2025-05-08 02:50:14,768 - INFO - 召回率(Recall):    0.8021
2025-05-08 02:50:14,769 - INFO - F1值:             0.4612
2025-05-08 02:50:14,769 - INFO - 
==================================================
2025-05-08 02:50:14,769 - INFO - 开始生成可视化结果...
2025-05-08 02:50:14,769 - INFO - 
==================================================
2025-05-08 02:50:14,769 - INFO - 开始数据集可视化: machine-1-1
2025-05-08 02:50:14,769 - INFO - 使用参数: 评分模式=range_ratio, all=None, 阈值=6.5
2025-05-08 02:50:14,769 - INFO - ==================================================

2025-05-08 02:50:14,769 - INFO - 正在加载数据集 machine-1-1 的数据
2025-05-08 02:50:14,773 - INFO - 数据加载成功。训练集形状: (28479, 38), 测试集形状: (28479, 38)
2025-05-08 02:50:14,773 - INFO - 正在计算边缘统计量...
2025-05-08 02:50:48,101 - INFO - 已计算 435 条边的统计量
2025-05-08 02:50:48,102 - INFO - 为每个节点使用所有邻居
2025-05-08 02:50:48,102 - INFO - 可视化结果将保存到: ./visual/machine/neighbor_all/range_ratio/machine-1-1
2025-05-08 02:50:48,196 - INFO - 在数据集中发现 8 个异常时间段
2025-05-08 02:50:48,196 - INFO - 
正在处理时间段 1/8: 15849-16394
2025-05-08 02:50:48,196 - INFO - 该时间段的真实异常节点: {1, 9, 10, 12, 13, 14, 15}
2025-05-08 02:50:48,197 - INFO - 正在计算异常分数...
2025-05-08 02:50:49,570 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:50:49,570 - INFO - 正在为时间段 15849-16394 生成可视化
2025-05-08 02:50:49,570 - INFO - 正在为时间段 15849-16394 生成异常图可视化
2025-05-08 02:50:49,570 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:50:49,573 - DEBUG - 边统计: 正常边 644 条, 异常边 226 条
2025-05-08 02:50:49,707 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-1/seg_0_15849_16394.png
2025-05-08 02:50:49,982 - INFO - 成功保存时间段 15849-16394 的可视化结果
2025-05-08 02:50:49,982 - INFO - 
正在处理时间段 2/8: 16963-17516
2025-05-08 02:50:49,983 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:50:49,983 - INFO - 正在计算异常分数...
2025-05-08 02:50:51,418 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:50:51,418 - INFO - 正在为时间段 16963-17516 生成可视化
2025-05-08 02:50:51,418 - INFO - 正在为时间段 16963-17516 生成异常图可视化
2025-05-08 02:50:51,418 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:50:51,421 - DEBUG - 边统计: 正常边 758 条, 异常边 112 条
2025-05-08 02:50:51,488 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-1/seg_1_16963_17516.png
2025-05-08 02:50:51,750 - INFO - 成功保存时间段 16963-17516 的可视化结果
2025-05-08 02:50:51,750 - INFO - 
正在处理时间段 3/8: 18071-18527
2025-05-08 02:50:51,750 - INFO - 该时间段的真实异常节点: {1, 2, 9, 10, 12, 13, 14, 15}
2025-05-08 02:50:51,750 - INFO - 正在计算异常分数...
2025-05-08 02:50:52,916 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:50:52,916 - INFO - 正在为时间段 18071-18527 生成可视化
2025-05-08 02:50:52,916 - INFO - 正在为时间段 18071-18527 生成异常图可视化
2025-05-08 02:50:52,917 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:50:52,919 - DEBUG - 边统计: 正常边 656 条, 异常边 214 条
2025-05-08 02:50:52,989 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-1/seg_2_18071_18527.png
2025-05-08 02:50:53,257 - INFO - 成功保存时间段 18071-18527 的可视化结果
2025-05-08 02:50:53,257 - INFO - 
正在处理时间段 4/8: 19367-20087
2025-05-08 02:50:53,257 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 9, 10, 11, 12, 13, 14, 15, 16, 25, 28}
2025-05-08 02:50:53,257 - INFO - 正在计算异常分数...
2025-05-08 02:50:55,093 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:50:55,093 - INFO - 正在为时间段 19367-20087 生成可视化
2025-05-08 02:50:55,093 - INFO - 正在为时间段 19367-20087 生成异常图可视化
2025-05-08 02:50:55,094 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:50:55,097 - DEBUG - 边统计: 正常边 642 条, 异常边 228 条
2025-05-08 02:50:55,163 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-1/seg_3_19367_20087.png
2025-05-08 02:50:55,425 - INFO - 成功保存时间段 19367-20087 的可视化结果
2025-05-08 02:50:55,425 - INFO - 
正在处理时间段 5/8: 20786-21194
2025-05-08 02:50:55,425 - INFO - 该时间段的真实异常节点: {1, 9, 10, 12, 13, 14, 15}
2025-05-08 02:50:55,425 - INFO - 正在计算异常分数...
2025-05-08 02:50:56,685 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:50:56,685 - INFO - 正在为时间段 20786-21194 生成可视化
2025-05-08 02:50:56,685 - INFO - 正在为时间段 20786-21194 生成异常图可视化
2025-05-08 02:50:56,685 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:50:56,693 - DEBUG - 边统计: 正常边 606 条, 异常边 264 条
2025-05-08 02:50:56,763 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-1/seg_4_20786_21194.png
2025-05-08 02:50:57,027 - INFO - 成功保存时间段 20786-21194 的可视化结果
2025-05-08 02:50:57,027 - INFO - 
正在处理时间段 6/8: 24679-24681
2025-05-08 02:50:57,027 - INFO - 该时间段的真实异常节点: {9, 13, 14, 15}
2025-05-08 02:50:57,027 - INFO - 正在计算异常分数...
2025-05-08 02:50:57,027 - INFO - 检测到的异常节点: set()
2025-05-08 02:50:57,027 - INFO - 正在为时间段 24679-24681 生成可视化
2025-05-08 02:50:57,027 - INFO - 正在为时间段 24679-24681 生成异常图可视化
2025-05-08 02:50:57,027 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:50:57,030 - DEBUG - 边统计: 正常边 442 条, 异常边 314 条
2025-05-08 02:50:57,198 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-1/seg_5_24679_24681.png
2025-05-08 02:50:57,459 - INFO - 成功保存时间段 24679-24681 的可视化结果
2025-05-08 02:50:57,459 - INFO - 
正在处理时间段 7/8: 26114-26115
2025-05-08 02:50:57,459 - INFO - 该时间段的真实异常节点: {9, 13, 14, 15}
2025-05-08 02:50:57,460 - INFO - 正在计算异常分数...
2025-05-08 02:50:57,460 - INFO - 检测到的异常节点: set()
2025-05-08 02:50:57,460 - INFO - 正在为时间段 26114-26115 生成可视化
2025-05-08 02:50:57,460 - INFO - 正在为时间段 26114-26115 生成异常图可视化
2025-05-08 02:50:57,460 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:50:57,463 - DEBUG - 边统计: 正常边 0 条, 异常边 756 条
2025-05-08 02:50:57,530 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-1/seg_6_26114_26115.png
2025-05-08 02:50:57,790 - INFO - 成功保存时间段 26114-26115 的可视化结果
2025-05-08 02:50:57,790 - INFO - 
正在处理时间段 8/8: 27554-27555
2025-05-08 02:50:57,790 - INFO - 该时间段的真实异常节点: {9, 13, 14, 15}
2025-05-08 02:50:57,790 - INFO - 正在计算异常分数...
2025-05-08 02:50:57,790 - INFO - 检测到的异常节点: set()
2025-05-08 02:50:57,790 - INFO - 正在为时间段 27554-27555 生成可视化
2025-05-08 02:50:57,790 - INFO - 正在为时间段 27554-27555 生成异常图可视化
2025-05-08 02:50:57,790 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:50:57,793 - DEBUG - 边统计: 正常边 0 条, 异常边 702 条
2025-05-08 02:50:57,860 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-1/seg_7_27554_27555.png
2025-05-08 02:50:58,121 - INFO - 成功保存时间段 27554-27555 的可视化结果
2025-05-08 02:50:58,121 - INFO - 正在从 ./visual/machine/neighbor_all/range_ratio/machine-1-1 中的图像创建GIF
2025-05-08 02:50:58,588 - INFO - GIF已保存到 ./visual/machine/neighbor_all/range_ratio/machine-1-1/machine-1-1.gif
2025-05-08 02:50:58,589 - INFO - 
==================================================
2025-05-08 02:50:58,589 - INFO - 开始数据集可视化: machine-1-6
2025-05-08 02:50:58,589 - INFO - 使用参数: 评分模式=range_ratio, all=None, 阈值=6.0
2025-05-08 02:50:58,589 - INFO - ==================================================

2025-05-08 02:50:58,589 - INFO - 正在加载数据集 machine-1-6 的数据
2025-05-08 02:50:58,592 - INFO - 数据加载成功。训练集形状: (23688, 38), 测试集形状: (23689, 38)
2025-05-08 02:50:58,592 - INFO - 正在计算边缘统计量...
2025-05-08 02:51:24,978 - INFO - 已计算 525 条边的统计量
2025-05-08 02:51:24,978 - INFO - 为每个节点使用所有邻居
2025-05-08 02:51:24,978 - INFO - 可视化结果将保存到: ./visual/machine/neighbor_all/range_ratio/machine-1-6
2025-05-08 02:51:25,055 - INFO - 在数据集中发现 30 个异常时间段
2025-05-08 02:51:25,055 - INFO - 
正在处理时间段 1/30: 246-251
2025-05-08 02:51:25,055 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15}
2025-05-08 02:51:25,055 - INFO - 正在计算异常分数...
2025-05-08 02:51:25,061 - INFO - 检测到的异常节点: {32, 1, 35, 36, 7, 9, 10, 11, 14, 16, 19, 20, 21, 22, 23, 25}
2025-05-08 02:51:25,061 - INFO - 正在为时间段 246-251 生成可视化
2025-05-08 02:51:25,061 - INFO - 正在为时间段 246-251 生成异常图可视化
2025-05-08 02:51:25,061 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:51:25,064 - DEBUG - 边统计: 正常边 740 条, 异常边 72 条
2025-05-08 02:51:25,138 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-6/seg_0_246_251.png
2025-05-08 02:51:25,400 - INFO - 成功保存时间段 246-251 的可视化结果
2025-05-08 02:51:25,400 - INFO - 
正在处理时间段 2/30: 653-657
2025-05-08 02:51:25,400 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15, 19, 20, 21, 22, 26, 28, 30, 31, 32}
2025-05-08 02:51:25,400 - INFO - 正在计算异常分数...
2025-05-08 02:51:25,403 - INFO - 检测到的异常节点: {32, 1, 2, 35, 36, 34, 9, 15, 19, 20, 24, 25, 26, 30}
2025-05-08 02:51:25,403 - INFO - 正在为时间段 653-657 生成可视化
2025-05-08 02:51:25,403 - INFO - 正在为时间段 653-657 生成异常图可视化
2025-05-08 02:51:25,403 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:51:25,407 - DEBUG - 边统计: 正常边 644 条, 异常边 168 条
2025-05-08 02:51:25,472 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-6/seg_1_653_657.png
2025-05-08 02:51:25,738 - INFO - 成功保存时间段 653-657 的可视化结果
2025-05-08 02:51:25,738 - INFO - 
正在处理时间段 3/30: 2092-2099
2025-05-08 02:51:25,738 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15, 19, 20, 21, 22, 26, 28, 30, 31, 32}
2025-05-08 02:51:25,738 - INFO - 正在计算异常分数...
2025-05-08 02:51:25,750 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 02:51:25,750 - INFO - 正在为时间段 2092-2099 生成可视化
2025-05-08 02:51:25,750 - INFO - 正在为时间段 2092-2099 生成异常图可视化
2025-05-08 02:51:25,750 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:51:25,753 - DEBUG - 边统计: 正常边 670 条, 异常边 142 条
2025-05-08 02:51:25,822 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-6/seg_2_2092_2099.png
2025-05-08 02:51:26,082 - INFO - 成功保存时间段 2092-2099 的可视化结果
2025-05-08 02:51:26,082 - INFO - 
正在处理时间段 4/30: 2884-2887
2025-05-08 02:51:26,082 - INFO - 该时间段的真实异常节点: {6}
2025-05-08 02:51:26,083 - INFO - 正在计算异常分数...
2025-05-08 02:51:26,083 - INFO - 检测到的异常节点: set()
2025-05-08 02:51:26,083 - INFO - 正在为时间段 2884-2887 生成可视化
2025-05-08 02:51:26,083 - INFO - 正在为时间段 2884-2887 生成异常图可视化
2025-05-08 02:51:26,083 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:51:26,086 - DEBUG - 边统计: 正常边 706 条, 异常边 106 条
2025-05-08 02:51:26,152 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-6/seg_3_2884_2887.png
2025-05-08 02:51:26,452 - INFO - 成功保存时间段 2884-2887 的可视化结果
2025-05-08 02:51:26,452 - INFO - 
正在处理时间段 5/30: 3534-3538
2025-05-08 02:51:26,452 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15, 19, 20, 21, 22}
2025-05-08 02:51:26,452 - INFO - 正在计算异常分数...
2025-05-08 02:51:26,455 - INFO - 检测到的异常节点: {1, 35, 36, 7, 9, 13, 15, 20, 21, 22, 25, 30}
2025-05-08 02:51:26,455 - INFO - 正在为时间段 3534-3538 生成可视化
2025-05-08 02:51:26,456 - INFO - 正在为时间段 3534-3538 生成异常图可视化
2025-05-08 02:51:26,456 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:51:26,459 - DEBUG - 边统计: 正常边 756 条, 异常边 114 条
2025-05-08 02:51:26,526 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-6/seg_4_3534_3538.png
2025-05-08 02:51:26,794 - INFO - 成功保存时间段 3534-3538 的可视化结果
2025-05-08 02:51:26,795 - INFO - 
正在处理时间段 6/30: 4647-5044
2025-05-08 02:51:26,795 - INFO - 该时间段的真实异常节点: {33, 34, 5, 6, 9, 10, 11, 13, 17}
2025-05-08 02:51:26,795 - INFO - 正在计算异常分数...
2025-05-08 02:51:27,822 - INFO - 检测到的异常节点: {1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:51:27,822 - INFO - 正在为时间段 4647-5044 生成可视化
2025-05-08 02:51:27,822 - INFO - 正在为时间段 4647-5044 生成异常图可视化
2025-05-08 02:51:27,823 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:51:27,826 - DEBUG - 边统计: 正常边 1038 条, 异常边 12 条
2025-05-08 02:51:27,892 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-6/seg_5_4647_5044.png
2025-05-08 02:51:28,160 - INFO - 成功保存时间段 4647-5044 的可视化结果
2025-05-08 02:51:28,160 - INFO - 
正在处理时间段 7/30: 5167-5171
2025-05-08 02:51:28,160 - INFO - 该时间段的真实异常节点: {9, 10, 11, 13, 18}
2025-05-08 02:51:28,160 - INFO - 正在计算异常分数...
2025-05-08 02:51:28,163 - INFO - 检测到的异常节点: {6, 21, 25, 30, 31}
2025-05-08 02:51:28,163 - INFO - 正在为时间段 5167-5171 生成可视化
2025-05-08 02:51:28,163 - INFO - 正在为时间段 5167-5171 生成异常图可视化
2025-05-08 02:51:28,163 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:51:28,166 - DEBUG - 边统计: 正常边 800 条, 异常边 70 条
2025-05-08 02:51:28,328 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-6/seg_6_5167_5171.png
2025-05-08 02:51:28,594 - INFO - 成功保存时间段 5167-5171 的可视化结果
2025-05-08 02:51:28,594 - INFO - 
正在处理时间段 8/30: 5708-5712
2025-05-08 02:51:28,594 - INFO - 该时间段的真实异常节点: {9, 10, 11, 13}
2025-05-08 02:51:28,594 - INFO - 正在计算异常分数...
2025-05-08 02:51:28,597 - INFO - 检测到的异常节点: {2, 3, 35, 36, 9, 10, 11, 12, 14, 15, 19, 20, 22, 25, 28, 30}
2025-05-08 02:51:28,597 - INFO - 正在为时间段 5708-5712 生成可视化
2025-05-08 02:51:28,597 - INFO - 正在为时间段 5708-5712 生成异常图可视化
2025-05-08 02:51:28,597 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:51:28,601 - DEBUG - 边统计: 正常边 736 条, 异常边 134 条
2025-05-08 02:51:28,668 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-6/seg_7_5708_5712.png
2025-05-08 02:51:28,933 - INFO - 成功保存时间段 5708-5712 的可视化结果
2025-05-08 02:51:28,933 - INFO - 
正在处理时间段 9/30: 5873-5884
2025-05-08 02:51:28,933 - INFO - 该时间段的真实异常节点: {32, 2, 3, 6, 9, 10, 11, 13, 19, 20, 21, 22, 28, 31}
2025-05-08 02:51:28,933 - INFO - 正在计算异常分数...
2025-05-08 02:51:28,956 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 02:51:28,956 - INFO - 正在为时间段 5873-5884 生成可视化
2025-05-08 02:51:28,956 - INFO - 正在为时间段 5873-5884 生成异常图可视化
2025-05-08 02:51:28,956 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:51:28,959 - DEBUG - 边统计: 正常边 688 条, 异常边 124 条
2025-05-08 02:51:29,025 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-6/seg_8_5873_5884.png
2025-05-08 02:51:29,286 - INFO - 成功保存时间段 5873-5884 的可视化结果
2025-05-08 02:51:29,286 - INFO - 
正在处理时间段 10/30: 6022-6026
2025-05-08 02:51:29,286 - INFO - 该时间段的真实异常节点: {33, 34}
2025-05-08 02:51:29,286 - INFO - 正在计算异常分数...
2025-05-08 02:51:29,289 - INFO - 检测到的异常节点: {1, 2, 9, 10, 11, 12, 13, 14, 15, 19, 20, 21, 22, 23, 28, 31, 33, 35, 36}
2025-05-08 02:51:29,290 - INFO - 正在为时间段 6022-6026 生成可视化
2025-05-08 02:51:29,290 - INFO - 正在为时间段 6022-6026 生成异常图可视化
2025-05-08 02:51:29,290 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:51:29,293 - DEBUG - 边统计: 正常边 654 条, 异常边 216 条
2025-05-08 02:51:29,360 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-6/seg_9_6022_6026.png
2025-05-08 02:51:29,655 - INFO - 成功保存时间段 6022-6026 的可视化结果
2025-05-08 02:51:29,655 - INFO - 
正在处理时间段 11/30: 6412-6418
2025-05-08 02:51:29,655 - INFO - 该时间段的真实异常节点: {1, 2, 3, 6, 9, 10, 11, 13, 15, 19, 20, 21, 22, 28, 30, 31, 32, 35, 36}
2025-05-08 02:51:29,655 - INFO - 正在计算异常分数...
2025-05-08 02:51:29,664 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 02:51:29,664 - INFO - 正在为时间段 6412-6418 生成可视化
2025-05-08 02:51:29,664 - INFO - 正在为时间段 6412-6418 生成异常图可视化
2025-05-08 02:51:29,665 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:51:29,668 - DEBUG - 边统计: 正常边 618 条, 异常边 252 条
2025-05-08 02:51:29,735 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-6/seg_10_6412_6418.png
2025-05-08 02:51:30,001 - INFO - 成功保存时间段 6412-6418 的可视化结果
2025-05-08 02:51:30,001 - INFO - 
正在处理时间段 12/30: 7851-7855
2025-05-08 02:51:30,001 - INFO - 该时间段的真实异常节点: {32, 1, 2, 9, 10, 11, 13, 19, 20, 21, 22, 23, 28, 30, 31}
2025-05-08 02:51:30,001 - INFO - 正在计算异常分数...
2025-05-08 02:51:30,004 - INFO - 检测到的异常节点: {1, 2, 35, 36, 9, 10, 11, 13, 15, 20, 21, 22, 23, 25, 28, 31}
2025-05-08 02:51:30,005 - INFO - 正在为时间段 7851-7855 生成可视化
2025-05-08 02:51:30,005 - INFO - 正在为时间段 7851-7855 生成异常图可视化
2025-05-08 02:51:30,005 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:51:30,008 - DEBUG - 边统计: 正常边 626 条, 异常边 186 条
2025-05-08 02:51:30,073 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-6/seg_11_7851_7855.png
2025-05-08 02:51:30,334 - INFO - 成功保存时间段 7851-7855 的可视化结果
2025-05-08 02:51:30,334 - INFO - 
正在处理时间段 13/30: 9291-9297
2025-05-08 02:51:30,334 - INFO - 该时间段的真实异常节点: {32, 1, 2, 3, 9, 10, 11, 13, 19, 20, 21, 22, 23, 28, 30, 31}
2025-05-08 02:51:30,334 - INFO - 正在计算异常分数...
2025-05-08 02:51:30,343 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 02:51:30,343 - INFO - 正在为时间段 9291-9297 生成可视化
2025-05-08 02:51:30,343 - INFO - 正在为时间段 9291-9297 生成异常图可视化
2025-05-08 02:51:30,344 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:51:30,347 - DEBUG - 边统计: 正常边 628 条, 异常边 184 条
2025-05-08 02:51:30,412 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/range_ratio/machine-1-6/seg_12_9291_9297.png
2025-05-08 02:51:30,720 - INFO - 成功保存时间段 9291-9297 的可视化结果
2025-05-08 02:51:30,721 - INFO - 
正在处理时间段 14/30: 10731-10735
2025-05-08 02:51:30,721 - INFO - 该时间段的真实异常节点: {32, 1, 2, 3, 9, 10, 11, 13, 19, 20, 21, 22, 23, 28, 30, 31}
2025-05-08 02:51:30,721 - INFO - 正在计算异常分数...
2025-05-08 02:51:30,724 - INFO - 检测到的异常节点: {1, 2, 3, 34, 6, 9, 10, 13, 14, 15, 21, 22, 25, 30, 31}
2025-05-08 02:51:30,724 - INFO - 正在为时间段 10731-10735 生成可视化
