2025-04-17 17:45:00,021 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='els', window_size=5, score_thresholds=array([0. , 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1. , 1.1, 1.2,
       1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2. , 2.1, 2.2, 2.3, 2.4, 2.5,
       2.6, 2.7, 2.8, 2.9, 3. , 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8,
       3.9, 4. , 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5. , 5.1,
       5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6. , 6.1, 6.2, 6.3, 6.4,
       6.5, 6.6, 6.7, 6.8, 6.9, 7. ]), topk_range=range(0, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='topk', score_modes=['value_times_range'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/els/neighbor_topk', visual_dir='./visual/els/neighbor_topk', num_workers=36, gif_duration=500)
2025-04-17 17:45:00,021 - INFO - 当前评分模式: ['value_times_range']
2025-04-17 17:45:00,021 - INFO - 
==================================================
2025-04-17 17:45:00,021 - INFO - 开始执行网格搜索...
2025-04-17 17:45:00,025 - INFO - [els-1] Starting grid search...
2025-04-17 17:45:00,621 - INFO - [els-1.txt] mode=value_times_range, topk=0, threshold=0.0, P=0.3200, R=0.2689, F1=0.2922
2025-04-17 17:45:02,954 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=3.0, P=0.3496, R=0.3319, F1=0.3405
2025-04-17 17:45:02,954 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=3.1, P=0.3543, R=0.3319, F1=0.3427
2025-04-17 17:45:02,954 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=3.2, P=0.3545, R=0.3277, F1=0.3406
2025-04-17 17:45:02,954 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=3.3, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:45:02,954 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=3.4, P=0.3585, R=0.3193, F1=0.3378
2025-04-17 17:45:02,955 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=3.5, P=0.3619, R=0.3193, F1=0.3393
2025-04-17 17:45:02,955 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=3.6, P=0.3654, R=0.3193, F1=0.3408
2025-04-17 17:45:02,955 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=3.7, P=0.3671, R=0.3193, F1=0.3416
2025-04-17 17:45:03,104 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=3.8, P=0.3819, R=0.3193, F1=0.3478
2025-04-17 17:45:03,105 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=3.9, P=0.3788, R=0.3151, F1=0.3440
2025-04-17 17:45:03,105 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=4.0, P=0.3788, R=0.3151, F1=0.3440
2025-04-17 17:45:03,105 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=4.1, P=0.3788, R=0.3151, F1=0.3440
2025-04-17 17:45:03,106 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=4.2, P=0.3763, R=0.3067, F1=0.3380
2025-04-17 17:45:03,106 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=4.3, P=0.3763, R=0.3067, F1=0.3380
2025-04-17 17:45:03,106 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=4.4, P=0.3789, R=0.3025, F1=0.3364
2025-04-17 17:45:03,106 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=4.5, P=0.3850, R=0.3025, F1=0.3388
2025-04-17 17:45:03,106 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=4.6, P=0.3817, R=0.2983, F1=0.3349
2025-04-17 17:45:03,106 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=4.7, P=0.3784, R=0.2941, F1=0.3310
2025-04-17 17:45:03,107 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=4.8, P=0.3784, R=0.2941, F1=0.3310
2025-04-17 17:45:03,107 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=4.9, P=0.3825, R=0.2941, F1=0.3325
2025-04-17 17:45:03,107 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=5.0, P=0.3672, R=0.2731, F1=0.3133
2025-04-17 17:45:03,107 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=5.1, P=0.3693, R=0.2731, F1=0.3140
2025-04-17 17:45:03,107 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=5.2, P=0.3693, R=0.2731, F1=0.3140
2025-04-17 17:45:03,107 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=5.3, P=0.3647, R=0.2605, F1=0.3039
2025-04-17 17:45:03,107 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=5.4, P=0.3713, R=0.2605, F1=0.3062
2025-04-17 17:45:03,107 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=5.5, P=0.3659, R=0.2521, F1=0.2985
2025-04-17 17:45:03,107 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=5.6, P=0.3659, R=0.2521, F1=0.2985
2025-04-17 17:45:03,107 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=5.7, P=0.3727, R=0.2521, F1=0.3008
2025-04-17 17:45:03,108 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=5.8, P=0.3727, R=0.2521, F1=0.3008
2025-04-17 17:45:03,108 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=5.9, P=0.3750, R=0.2521, F1=0.3015
2025-04-17 17:45:03,108 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=6.0, P=0.3677, R=0.2395, F1=0.2901
2025-04-17 17:45:03,108 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=6.1, P=0.3725, R=0.2395, F1=0.2916
2025-04-17 17:45:03,108 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=6.2, P=0.3775, R=0.2395, F1=0.2931
2025-04-17 17:45:03,108 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=6.3, P=0.3775, R=0.2395, F1=0.2931
2025-04-17 17:45:03,108 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=6.4, P=0.3800, R=0.2395, F1=0.2938
2025-04-17 17:45:03,108 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=6.5, P=0.3800, R=0.2395, F1=0.2938
2025-04-17 17:45:03,108 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=6.6, P=0.3784, R=0.2353, F1=0.2902
2025-04-17 17:45:03,108 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=6.7, P=0.3810, R=0.2353, F1=0.2909
2025-04-17 17:45:03,202 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=6.8, P=0.3836, R=0.2353, F1=0.2917
2025-04-17 17:45:03,202 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=6.9, P=0.3793, R=0.2311, F1=0.2872
2025-04-17 17:45:03,202 - INFO - [els-1.txt] mode=value_times_range, topk=2, threshold=7.0, P=0.3901, R=0.2311, F1=0.2902
2025-04-17 17:45:03,203 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=0.0, P=0.3010, R=0.3908, F1=0.3400
2025-04-17 17:45:03,203 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=0.1, P=0.3019, R=0.3908, F1=0.3407
2025-04-17 17:45:03,203 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=0.2, P=0.3029, R=0.3908, F1=0.3413
2025-04-17 17:45:03,203 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=0.3, P=0.3029, R=0.3908, F1=0.3413
2025-04-17 17:45:03,291 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=0.4, P=0.3026, R=0.3866, F1=0.3395
2025-04-17 17:45:03,291 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=0.5, P=0.3046, R=0.3866, F1=0.3407
2025-04-17 17:45:03,292 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=0.6, P=0.3046, R=0.3866, F1=0.3407
2025-04-17 17:45:03,292 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=0.7, P=0.3046, R=0.3866, F1=0.3407
2025-04-17 17:45:03,292 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=0.8, P=0.3056, R=0.3866, F1=0.3414
2025-04-17 17:45:03,292 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=0.9, P=0.3056, R=0.3866, F1=0.3414
2025-04-17 17:45:03,292 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=1.0, P=0.3056, R=0.3866, F1=0.3414
2025-04-17 17:45:03,293 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=1.1, P=0.3056, R=0.3866, F1=0.3414
2025-04-17 17:45:03,293 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=1.2, P=0.3056, R=0.3866, F1=0.3414
2025-04-17 17:45:03,293 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=1.3, P=0.3098, R=0.3866, F1=0.3439
2025-04-17 17:45:03,305 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=1.4, P=0.3106, R=0.3824, F1=0.3427
2025-04-17 17:45:03,305 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=1.5, P=0.3116, R=0.3824, F1=0.3434
2025-04-17 17:45:03,305 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=1.6, P=0.3090, R=0.3739, F1=0.3384
2025-04-17 17:45:03,327 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=1.7, P=0.3167, R=0.3739, F1=0.3430
2025-04-17 17:45:03,476 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=1.8, P=0.3212, R=0.3697, F1=0.3438
2025-04-17 17:45:03,476 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=1.9, P=0.3259, R=0.3697, F1=0.3465
2025-04-17 17:45:03,477 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=2.0, P=0.3259, R=0.3697, F1=0.3465
2025-04-17 17:45:03,478 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=2.1, P=0.3296, R=0.3697, F1=0.3485
2025-04-17 17:45:03,478 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=2.2, P=0.3321, R=0.3697, F1=0.3499
2025-04-17 17:45:03,478 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=2.3, P=0.3359, R=0.3697, F1=0.3520
2025-04-17 17:45:03,478 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=2.4, P=0.3372, R=0.3697, F1=0.3527
2025-04-17 17:45:03,478 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=2.5, P=0.3359, R=0.3655, F1=0.3501
2025-04-17 17:45:03,522 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=2.6, P=0.3359, R=0.3655, F1=0.3501
2025-04-17 17:45:03,522 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=2.7, P=0.3372, R=0.3655, F1=0.3508
2025-04-17 17:45:03,522 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=2.8, P=0.3385, R=0.3655, F1=0.3515
2025-04-17 17:45:03,522 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=2.9, P=0.3333, R=0.3529, F1=0.3429
2025-04-17 17:45:03,627 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=3.0, P=0.3333, R=0.3529, F1=0.3429
2025-04-17 17:45:03,709 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=3.1, P=0.3360, R=0.3529, F1=0.3443
2025-04-17 17:45:03,709 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=3.2, P=0.3374, R=0.3487, F1=0.3430
2025-04-17 17:45:03,767 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=3.3, P=0.3374, R=0.3487, F1=0.3430
2025-04-17 17:45:03,767 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=3.4, P=0.3333, R=0.3403, F1=0.3368
2025-04-17 17:45:03,767 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=3.5, P=0.3361, R=0.3403, F1=0.3382
2025-04-17 17:45:03,767 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=3.6, P=0.3375, R=0.3403, F1=0.3389
2025-04-17 17:45:03,767 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=3.7, P=0.3389, R=0.3403, F1=0.3396
2025-04-17 17:45:03,782 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=3.8, P=0.3462, R=0.3403, F1=0.3432
2025-04-17 17:45:03,782 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=3.9, P=0.3448, R=0.3361, F1=0.3404
2025-04-17 17:45:03,782 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=4.0, P=0.3448, R=0.3361, F1=0.3404
2025-04-17 17:45:03,782 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=4.1, P=0.3448, R=0.3361, F1=0.3404
2025-04-17 17:45:03,783 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=4.2, P=0.3463, R=0.3361, F1=0.3412
2025-04-17 17:45:03,783 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=4.3, P=0.3463, R=0.3361, F1=0.3412
2025-04-17 17:45:03,911 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=4.4, P=0.3465, R=0.3319, F1=0.3391
2025-04-17 17:45:03,911 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=4.5, P=0.3511, R=0.3319, F1=0.3413
2025-04-17 17:45:03,911 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=4.6, P=0.3543, R=0.3319, F1=0.3427
2025-04-17 17:45:03,912 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=4.7, P=0.3514, R=0.3277, F1=0.3391
2025-04-17 17:45:03,912 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=4.8, P=0.3529, R=0.3277, F1=0.3399
2025-04-17 17:45:03,912 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=4.9, P=0.3562, R=0.3277, F1=0.3414
2025-04-17 17:45:03,912 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=5.0, P=0.3611, R=0.3277, F1=0.3436
2025-04-17 17:45:03,912 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=5.1, P=0.3598, R=0.3235, F1=0.3407
2025-04-17 17:45:03,912 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=5.2, P=0.3615, R=0.3235, F1=0.3415
2025-04-17 17:45:03,913 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=5.3, P=0.3649, R=0.3235, F1=0.3430
2025-04-17 17:45:03,913 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=5.4, P=0.3619, R=0.3193, F1=0.3393
2025-04-17 17:45:03,914 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=5.5, P=0.3558, R=0.3109, F1=0.3318
2025-04-17 17:45:03,914 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=5.6, P=0.3558, R=0.3109, F1=0.3318
2025-04-17 17:45:03,914 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=5.7, P=0.3627, R=0.3109, F1=0.3348
2025-04-17 17:45:03,914 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=5.8, P=0.3614, R=0.3067, F1=0.3318
2025-04-17 17:45:03,914 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=5.9, P=0.3632, R=0.3067, F1=0.3326
2025-04-17 17:45:03,914 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=6.0, P=0.3650, R=0.3067, F1=0.3333
2025-04-17 17:45:03,914 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=6.1, P=0.3687, R=0.3067, F1=0.3349
2025-04-17 17:45:03,914 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=6.2, P=0.3711, R=0.3025, F1=0.3333
2025-04-17 17:45:03,914 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=6.3, P=0.3711, R=0.3025, F1=0.3333
2025-04-17 17:45:03,914 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=6.4, P=0.3750, R=0.3025, F1=0.3349
2025-04-17 17:45:03,933 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=6.5, P=0.3770, R=0.3025, F1=0.3357
2025-04-17 17:45:03,933 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=6.6, P=0.3743, R=0.2941, F1=0.3294
2025-04-17 17:45:03,933 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=6.7, P=0.3763, R=0.2941, F1=0.3302
2025-04-17 17:45:03,933 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=6.8, P=0.3750, R=0.2899, F1=0.3270
2025-04-17 17:45:03,933 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=6.9, P=0.3716, R=0.2857, F1=0.3230
2025-04-17 17:45:03,935 - INFO - [els-1.txt] mode=value_times_range, topk=3, threshold=7.0, P=0.3778, R=0.2857, F1=0.3254
2025-04-17 17:45:03,968 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=0.0, P=0.2956, R=0.3950, F1=0.3381
2025-04-17 17:45:03,968 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=0.1, P=0.2965, R=0.3950, F1=0.3387
2025-04-17 17:45:03,989 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=0.2, P=0.2965, R=0.3950, F1=0.3387
2025-04-17 17:45:03,989 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=0.3, P=0.2965, R=0.3950, F1=0.3387
2025-04-17 17:45:04,007 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=0.4, P=0.2952, R=0.3908, F1=0.3363
2025-04-17 17:45:04,007 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=0.5, P=0.2971, R=0.3908, F1=0.3376
2025-04-17 17:45:04,099 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=0.6, P=0.2971, R=0.3908, F1=0.3376
2025-04-17 17:45:04,100 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=0.7, P=0.2971, R=0.3908, F1=0.3376
2025-04-17 17:45:04,100 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=0.8, P=0.2981, R=0.3908, F1=0.3382
2025-04-17 17:45:04,100 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=0.9, P=0.2981, R=0.3908, F1=0.3382
2025-04-17 17:45:04,142 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=1.0, P=0.2981, R=0.3908, F1=0.3382
2025-04-17 17:45:04,143 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=1.1, P=0.2981, R=0.3908, F1=0.3382
2025-04-17 17:45:04,143 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=1.2, P=0.2981, R=0.3908, F1=0.3382
2025-04-17 17:45:04,143 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=1.3, P=0.3019, R=0.3908, F1=0.3407
2025-04-17 17:45:04,143 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=1.4, P=0.3026, R=0.3866, F1=0.3395
2025-04-17 17:45:04,143 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=1.5, P=0.3036, R=0.3866, F1=0.3401
2025-04-17 17:45:04,212 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=1.6, P=0.3010, R=0.3782, F1=0.3352
2025-04-17 17:45:04,212 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=1.7, P=0.3061, R=0.3782, F1=0.3383
2025-04-17 17:45:04,213 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=1.8, P=0.3112, R=0.3739, F1=0.3397
2025-04-17 17:45:04,213 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=1.9, P=0.3123, R=0.3739, F1=0.3403
2025-04-17 17:45:04,213 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=2.0, P=0.3123, R=0.3739, F1=0.3403
2025-04-17 17:45:04,217 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=2.1, P=0.3145, R=0.3739, F1=0.3417
2025-04-17 17:45:04,233 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=2.2, P=0.3167, R=0.3739, F1=0.3430
2025-04-17 17:45:04,244 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=2.3, P=0.3190, R=0.3739, F1=0.3443
2025-04-17 17:45:04,281 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=2.4, P=0.3190, R=0.3739, F1=0.3443
2025-04-17 17:45:04,285 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=2.5, P=0.3177, R=0.3697, F1=0.3417
2025-04-17 17:45:04,290 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=2.6, P=0.3188, R=0.3697, F1=0.3424
2025-04-17 17:45:04,308 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=2.7, P=0.3200, R=0.3697, F1=0.3431
2025-04-17 17:45:04,308 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=2.8, P=0.3212, R=0.3697, F1=0.3438
2025-04-17 17:45:04,311 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=2.9, P=0.3162, R=0.3613, F1=0.3373
2025-04-17 17:45:04,320 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=3.0, P=0.3173, R=0.3613, F1=0.3379
2025-04-17 17:45:04,321 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=3.1, P=0.3197, R=0.3613, F1=0.3393
2025-04-17 17:45:04,321 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=3.2, P=0.3195, R=0.3571, F1=0.3373
2025-04-17 17:45:04,321 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=3.3, P=0.3232, R=0.3571, F1=0.3393
2025-04-17 17:45:04,406 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=3.4, P=0.3231, R=0.3529, F1=0.3373
2025-04-17 17:45:04,406 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=3.5, P=0.3243, R=0.3529, F1=0.3380
2025-04-17 17:45:04,406 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=3.6, P=0.3281, R=0.3529, F1=0.3401
2025-04-17 17:45:04,408 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=3.7, P=0.3281, R=0.3529, F1=0.3401
2025-04-17 17:45:04,408 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=3.8, P=0.3320, R=0.3529, F1=0.3422
2025-04-17 17:45:04,408 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=3.9, P=0.3307, R=0.3487, F1=0.3395
2025-04-17 17:45:04,417 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=4.0, P=0.3307, R=0.3487, F1=0.3395
2025-04-17 17:45:04,429 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=4.1, P=0.3307, R=0.3487, F1=0.3395
2025-04-17 17:45:04,430 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=4.2, P=0.3320, R=0.3487, F1=0.3402
2025-04-17 17:45:04,442 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=4.3, P=0.3333, R=0.3487, F1=0.3409
2025-04-17 17:45:04,472 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=4.4, P=0.3347, R=0.3487, F1=0.3416
2025-04-17 17:45:04,491 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=4.5, P=0.3374, R=0.3487, F1=0.3430
2025-04-17 17:45:04,516 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=4.6, P=0.3388, R=0.3487, F1=0.3437
2025-04-17 17:45:04,517 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=4.7, P=0.3402, R=0.3487, F1=0.3444
2025-04-17 17:45:04,531 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=4.8, P=0.3416, R=0.3487, F1=0.3451
2025-04-17 17:45:04,534 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=4.9, P=0.3430, R=0.3487, F1=0.3458
2025-04-17 17:45:04,541 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=5.0, P=0.3444, R=0.3487, F1=0.3466
2025-04-17 17:45:04,541 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=5.1, P=0.3458, R=0.3487, F1=0.3473
2025-04-17 17:45:04,550 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=5.2, P=0.3458, R=0.3487, F1=0.3473
2025-04-17 17:45:04,603 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=5.3, P=0.3460, R=0.3445, F1=0.3453
2025-04-17 17:45:04,603 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=5.4, P=0.3432, R=0.3403, F1=0.3418
2025-04-17 17:45:04,652 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=5.5, P=0.3404, R=0.3361, F1=0.3383
2025-04-17 17:45:04,652 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=5.6, P=0.3433, R=0.3361, F1=0.3397
2025-04-17 17:45:04,652 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=5.7, P=0.3463, R=0.3361, F1=0.3412
2025-04-17 17:45:04,652 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=5.8, P=0.3421, R=0.3277, F1=0.3348
2025-04-17 17:45:04,652 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=5.9, P=0.3421, R=0.3277, F1=0.3348
2025-04-17 17:45:04,682 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=6.0, P=0.3436, R=0.3277, F1=0.3355
2025-04-17 17:45:04,688 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=6.1, P=0.3467, R=0.3277, F1=0.3369
2025-04-17 17:45:04,691 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=6.2, P=0.3468, R=0.3235, F1=0.3348
2025-04-17 17:45:04,704 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=6.3, P=0.3468, R=0.3235, F1=0.3348
2025-04-17 17:45:04,704 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=6.4, P=0.3516, R=0.3235, F1=0.3370
2025-04-17 17:45:04,706 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=6.5, P=0.3532, R=0.3235, F1=0.3377
2025-04-17 17:45:04,706 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=6.6, P=0.3519, R=0.3193, F1=0.3348
2025-04-17 17:45:04,709 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=6.7, P=0.3505, R=0.3151, F1=0.3319
2025-04-17 17:45:04,726 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=6.8, P=0.3491, R=0.3109, F1=0.3289
2025-04-17 17:45:04,728 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=6.9, P=0.3491, R=0.3109, F1=0.3289
2025-04-17 17:45:04,749 - INFO - [els-1.txt] mode=value_times_range, topk=4, threshold=7.0, P=0.3558, R=0.3109, F1=0.3318
