2025-04-17 17:47:58,434 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='els', window_size=5, score_thresholds=array([0. , 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1. , 1.1, 1.2,
       1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2. , 2.1, 2.2, 2.3, 2.4, 2.5,
       2.6, 2.7, 2.8, 2.9, 3. , 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8,
       3.9, 4. , 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5. , 5.1,
       5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6. , 6.1, 6.2, 6.3, 6.4,
       6.5, 6.6, 6.7, 6.8, 6.9, 7. ]), topk_range=range(0, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/els/neighbor_corr_threshold', visual_dir='./visual/els/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-04-17 17:47:58,434 - INFO - 当前评分模式: ['deviation']
2025-04-17 17:47:58,434 - INFO - 
==================================================
2025-04-17 17:47:58,434 - INFO - 开始执行网格搜索...
2025-04-17 17:47:58,437 - INFO - [els-1] Starting grid search...
2025-04-17 17:47:59,274 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.0, threshold=0.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,448 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=2.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,472 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=2.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,477 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=2.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,487 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=2.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,505 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=2.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,519 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=2.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,520 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=2.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,535 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=3.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,569 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=3.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,569 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=3.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,576 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=3.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,662 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=3.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,663 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=3.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,663 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=3.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,663 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=3.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,663 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=3.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,678 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=3.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,679 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=4.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,679 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=4.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,717 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=4.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,717 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=4.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,717 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=4.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,721 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=4.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,731 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=4.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,746 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=4.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,775 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=4.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,819 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=4.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,827 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=5.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,876 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=5.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,876 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=5.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,876 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=5.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,914 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=5.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,915 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=5.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,917 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=5.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,917 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=5.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,917 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=5.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,972 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=5.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:05,999 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=6.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,000 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=6.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,003 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=6.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,051 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=6.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,051 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=6.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,051 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=6.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,053 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=6.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,083 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=6.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,086 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=6.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,088 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=6.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,113 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.2, threshold=7.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,115 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=0.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,191 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=0.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,192 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=0.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,249 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=0.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,250 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=0.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,253 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=0.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,253 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=0.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,253 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=0.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,253 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=0.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,276 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=0.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,276 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=1.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,276 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=1.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,306 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=1.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,306 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=1.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,335 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=1.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,433 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=1.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,434 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=1.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,434 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=1.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,434 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=1.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,434 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=1.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,452 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=2.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,466 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=2.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,467 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=2.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,467 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=2.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,493 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=2.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,512 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=2.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,569 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=2.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,570 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=2.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,570 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=2.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,570 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=2.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,671 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=3.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,672 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=3.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,672 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=3.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,672 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=3.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,674 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=3.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,674 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=3.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,674 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=3.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,678 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=3.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,704 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=3.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,798 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=3.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,798 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=4.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,799 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=4.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,799 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=4.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,799 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=4.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,844 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=4.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,845 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=4.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,845 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=4.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,845 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=4.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,845 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=4.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,854 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=4.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,855 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=5.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,900 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=5.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,977 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=5.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,977 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=5.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,977 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=5.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,977 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=5.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,986 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=5.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,986 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=5.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:06,986 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=5.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,002 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=5.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,011 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=6.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,029 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=6.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,054 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=6.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,064 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=6.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,074 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=6.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,095 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=6.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,106 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=6.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,146 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=6.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,184 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=6.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,185 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=6.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,185 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.3, threshold=7.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,229 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=0.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,229 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=0.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,229 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=0.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,229 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=0.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,234 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=0.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,251 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=0.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,314 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=0.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,314 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=0.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,334 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=0.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,359 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=0.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,367 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=1.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,367 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=1.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,377 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=1.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,443 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=1.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,444 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=1.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,469 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=1.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,469 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=1.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,469 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=1.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,470 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=1.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,471 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=1.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,491 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=2.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,512 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=2.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,513 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=2.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,513 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=2.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,549 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=2.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,550 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=2.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,553 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=2.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,575 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=2.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,577 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=2.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,585 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=2.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,675 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=3.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,675 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=3.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,675 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=3.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,698 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=3.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,699 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=3.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,707 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=3.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,769 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=3.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,769 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=3.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,770 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=3.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,789 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=3.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,789 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=4.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,790 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=4.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,791 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=4.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,837 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=4.3, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,869 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=4.4, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,870 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=4.5, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,906 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=4.6, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,907 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=4.7, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,907 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=4.8, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,907 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=4.9, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,935 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=5.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,938 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=5.1, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,969 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=5.2, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:07,984 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.4, threshold=5.3, P=0.2652, R=0.4958, F1=0.3455
