2025-05-07 23:36:54,998 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['value_times_range'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_corr_threshold', visual_dir='./visual/machine/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-07 23:36:54,998 - INFO - 当前评分模式: ['value_times_range']
2025-05-07 23:36:54,998 - INFO - 
==================================================
2025-05-07 23:36:54,998 - INFO - 开始执行网格搜索...
2025-05-07 23:36:55,002 - INFO - [machine-1-1] Starting grid search...
2025-05-07 23:37:41,167 - INFO - [machine-1-1.txt] mode=value_times_range, corr_threshold=0.0, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-08 00:05:36,029 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=2.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:05:36,029 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=2.5, P=0.1405, R=0.8667, F1=0.2419
2025-05-08 00:05:37,209 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=3.0, P=0.1429, R=0.8667, F1=0.2453
2025-05-08 00:05:37,209 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=3.5, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:05:37,209 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=4.0, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:05:37,209 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=4.5, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:05:37,209 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=5.0, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:05:37,209 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=5.5, P=0.1420, R=0.8333, F1=0.2427
2025-05-08 00:05:37,210 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=6.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:05:37,210 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=6.5, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:05:37,210 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=7.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:05:37,210 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-08 00:05:37,210 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=0.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:05:37,210 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=1.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:05:37,682 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=1.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:05:37,682 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=2.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=2.5, P=0.1405, R=0.8667, F1=0.2419
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=3.0, P=0.1429, R=0.8667, F1=0.2453
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=3.5, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=4.0, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=4.5, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=5.0, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=5.5, P=0.1420, R=0.8333, F1=0.2427
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=6.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=6.5, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.0, threshold=7.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=0.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=1.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=1.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=2.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:05:37,683 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=2.5, P=0.1405, R=0.8667, F1=0.2419
2025-05-08 00:05:40,202 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=3.0, P=0.1429, R=0.8667, F1=0.2453
2025-05-08 00:05:40,202 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=3.5, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:05:40,221 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=4.0, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:05:40,931 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=4.5, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:05:40,931 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=5.0, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:05:40,932 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=5.5, P=0.1420, R=0.8333, F1=0.2427
2025-05-08 00:05:40,932 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=6.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:05:42,274 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=6.5, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:05:42,300 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.1, threshold=7.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:05:42,867 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-08 00:05:46,556 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:05:46,831 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:06:29,812 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:06:29,812 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:06:31,306 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.5, P=0.1405, R=0.8667, F1=0.2419
2025-05-08 00:06:31,306 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.0, P=0.1429, R=0.8667, F1=0.2453
2025-05-08 00:06:32,314 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.5, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:06:38,192 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.0, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:06:39,507 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.5, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:06:40,781 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.0, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:06:40,781 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.5, P=0.1420, R=0.8333, F1=0.2427
2025-05-08 00:06:40,781 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:06:40,781 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.5, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:06:40,781 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=7.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:06:40,782 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-08 00:06:40,782 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:06:40,782 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:06:40,782 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:06:40,782 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:06:40,782 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.5, P=0.1405, R=0.8667, F1=0.2419
2025-05-08 00:06:40,782 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.0, P=0.1429, R=0.8667, F1=0.2453
2025-05-08 00:06:41,564 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.5, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:06:41,564 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.0, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:06:41,565 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.5, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:06:41,862 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.0, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:06:42,215 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.5, P=0.1420, R=0.8333, F1=0.2427
2025-05-08 00:06:42,215 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:06:42,215 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.5, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:06:44,226 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=7.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:06:44,227 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-08 00:06:44,227 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:06:44,227 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:06:44,227 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:06:44,227 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:06:44,227 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.5, P=0.1405, R=0.8667, F1=0.2419
2025-05-08 00:06:44,227 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.0, P=0.1429, R=0.8667, F1=0.2453
2025-05-08 00:06:44,227 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.5, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:06:44,227 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.0, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:06:44,227 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.5, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:06:51,337 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.0, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:06:55,606 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.5, P=0.1420, R=0.8333, F1=0.2427
2025-05-08 00:06:55,607 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:06:58,944 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.5, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:06:58,944 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.2, threshold=7.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:07:13,900 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.0, P=0.1340, R=0.8667, F1=0.2321
2025-05-08 00:07:16,521 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:07:16,522 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:07:16,522 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.5, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:07:17,080 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:07:17,080 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.5, P=0.1405, R=0.8667, F1=0.2419
2025-05-08 00:07:27,040 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.0, P=0.1429, R=0.8667, F1=0.2453
2025-05-08 00:07:27,041 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.5, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:07:27,041 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.0, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:07:33,015 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.5, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:07:33,016 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.0, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:07:33,016 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.5, P=0.1420, R=0.8333, F1=0.2427
2025-05-08 00:07:41,726 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:07:42,731 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.5, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:07:42,731 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.3, threshold=7.0, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:07:42,731 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:07:42,731 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.5, P=0.1354, R=0.8667, F1=0.2342
2025-05-08 00:07:44,222 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.0, P=0.1354, R=0.8667, F1=0.2342
2025-05-08 00:07:44,223 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.5, P=0.1354, R=0.8667, F1=0.2342
2025-05-08 00:07:44,223 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.0, P=0.1354, R=0.8667, F1=0.2342
2025-05-08 00:07:44,523 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.5, P=0.1405, R=0.8667, F1=0.2419
2025-05-08 00:07:44,523 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.0, P=0.1429, R=0.8667, F1=0.2453
2025-05-08 00:07:44,714 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.5, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:07:44,715 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.0, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:07:44,858 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.5, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:07:44,859 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.0, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:07:45,454 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.5, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:07:45,972 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.0, P=0.1437, R=0.8333, F1=0.2451
2025-05-08 00:07:46,532 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.5, P=0.1437, R=0.8333, F1=0.2451
2025-05-08 00:07:46,670 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=7.0, P=0.1437, R=0.8333, F1=0.2451
2025-05-08 00:07:47,228 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:07:51,690 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.5, P=0.1354, R=0.8667, F1=0.2342
2025-05-08 00:07:53,088 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.0, P=0.1354, R=0.8667, F1=0.2342
2025-05-08 00:07:53,088 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.5, P=0.1354, R=0.8667, F1=0.2342
2025-05-08 00:07:53,088 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.0, P=0.1354, R=0.8667, F1=0.2342
2025-05-08 00:07:56,219 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.5, P=0.1405, R=0.8667, F1=0.2419
2025-05-08 00:07:56,220 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.0, P=0.1429, R=0.8667, F1=0.2453
2025-05-08 00:07:57,280 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.5, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:07:57,281 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.0, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:07:57,281 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.5, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:07:57,281 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.0, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:07:57,281 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.5, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:07:57,281 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.0, P=0.1437, R=0.8333, F1=0.2451
2025-05-08 00:07:57,281 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.5, P=0.1437, R=0.8333, F1=0.2451
2025-05-08 00:07:57,281 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=7.0, P=0.1437, R=0.8333, F1=0.2451
2025-05-08 00:07:58,765 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.0, P=0.1347, R=0.8667, F1=0.2332
2025-05-08 00:08:15,744 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.5, P=0.1354, R=0.8667, F1=0.2342
2025-05-08 00:08:16,002 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.0, P=0.1354, R=0.8667, F1=0.2342
2025-05-08 00:08:16,003 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.5, P=0.1354, R=0.8667, F1=0.2342
2025-05-08 00:08:16,003 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.0, P=0.1354, R=0.8667, F1=0.2342
2025-05-08 00:08:16,003 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.5, P=0.1405, R=0.8667, F1=0.2419
2025-05-08 00:08:16,595 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.0, P=0.1429, R=0.8667, F1=0.2453
2025-05-08 00:08:29,119 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.5, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:08:30,235 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.0, P=0.1444, R=0.8667, F1=0.2476
2025-05-08 00:08:30,235 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.5, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:08:32,708 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.0, P=0.1397, R=0.8333, F1=0.2392
2025-05-08 00:08:32,708 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.5, P=0.1429, R=0.8333, F1=0.2439
2025-05-08 00:08:41,308 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.0, P=0.1437, R=0.8333, F1=0.2451
2025-05-08 00:08:41,309 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.5, P=0.1437, R=0.8333, F1=0.2451
2025-05-08 00:08:41,309 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.4, threshold=7.0, P=0.1437, R=0.8333, F1=0.2451
2025-05-08 00:08:41,309 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=0.0, P=0.1635, R=0.8667, F1=0.2751
2025-05-08 00:08:41,309 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=0.5, P=0.1634, R=0.8333, F1=0.2732
2025-05-08 00:08:41,310 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=1.0, P=0.1611, R=0.8000, F1=0.2682
2025-05-08 00:08:42,853 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=1.5, P=0.1497, R=0.7333, F1=0.2486
2025-05-08 00:08:43,238 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=2.0, P=0.1497, R=0.7333, F1=0.2486
2025-05-08 00:08:43,238 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=2.5, P=0.1606, R=0.7333, F1=0.2635
2025-05-08 00:08:43,238 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=3.0, P=0.1462, R=0.6333, F1=0.2375
2025-05-08 00:08:43,238 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=3.5, P=0.1462, R=0.6333, F1=0.2375
2025-05-08 00:08:43,238 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=4.0, P=0.1462, R=0.6333, F1=0.2375
2025-05-08 00:08:43,239 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=4.5, P=0.1484, R=0.6333, F1=0.2405
2025-05-08 00:08:45,764 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=5.0, P=0.1484, R=0.6333, F1=0.2405
2025-05-08 00:08:45,764 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=5.5, P=0.1452, R=0.6000, F1=0.2338
2025-05-08 00:08:47,738 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=6.0, P=0.1452, R=0.6000, F1=0.2338
2025-05-08 00:08:47,739 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=6.5, P=0.1488, R=0.6000, F1=0.2384
2025-05-08 00:08:47,739 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.5, threshold=7.0, P=0.1441, R=0.5667, F1=0.2297
2025-05-08 00:08:47,739 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.6, threshold=0.0, P=0.1805, R=0.8000, F1=0.2945
2025-05-08 00:08:50,705 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.6, threshold=0.5, P=0.1870, R=0.7667, F1=0.3007
2025-05-08 00:08:50,706 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.6, threshold=1.0, P=0.1864, R=0.7333, F1=0.2973
2025-05-08 00:08:50,706 - INFO - [machine-3-4.txt] mode=value_times_range, corr_threshold=0.6, threshold=1.5, P=0.1681, R=0.6333, F1=0.2657
