2025-05-08 01:57:58,991 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['strict_deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_all', visual_dir='./visual/machine/neighbor_all', num_workers=36, gif_duration=500)
2025-05-08 01:57:58,991 - INFO - 当前评分模式: ['strict_deviation']
2025-05-08 01:57:58,992 - INFO - 
==================================================
2025-05-08 01:57:58,992 - INFO - 开始执行网格搜索...
2025-05-08 01:57:58,996 - INFO - [machine-1-1] Starting grid search...
2025-05-08 01:58:46,697 - INFO - [machine-1-1.txt] mode=strict_deviation, all=None, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-08 02:05:41,957 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=1.5, P=0.5325, R=0.9111, F1=0.6721
2025-05-08 02:05:41,957 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=2.0, P=0.5857, R=0.9111, F1=0.7130
2025-05-08 02:05:42,200 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=2.5, P=0.6119, R=0.9111, F1=0.7321
2025-05-08 02:05:42,289 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=3.0, P=0.6508, R=0.9111, F1=0.7593
2025-05-08 02:05:42,289 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=3.5, P=0.6613, R=0.9111, F1=0.7664
2025-05-08 02:05:42,289 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=4.0, P=0.6613, R=0.9111, F1=0.7664
2025-05-08 02:05:42,289 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=4.5, P=0.6721, R=0.9111, F1=0.7736
2025-05-08 02:05:42,289 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=5.0, P=0.6833, R=0.9111, F1=0.7810
2025-05-08 02:05:42,289 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=5.5, P=0.7069, R=0.9111, F1=0.7961
2025-05-08 02:05:42,289 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=6.0, P=0.7069, R=0.9111, F1=0.7961
2025-05-08 02:05:42,289 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=6.5, P=0.7069, R=0.9111, F1=0.7961
2025-05-08 02:05:42,289 - INFO - [machine-3-11.txt] mode=strict_deviation, all=None, threshold=7.0, P=0.7069, R=0.9111, F1=0.7961
2025-05-08 02:05:42,368 - INFO - 
==================================================
2025-05-08 02:05:42,369 - INFO - 开始汇总结果...
2025-05-08 02:05:42,379 - INFO - 
===== Best Results per Dataset =====
         dataset  precision   recall  f1_score  ips_score
 machine-1-1.txt   0.433333 0.822785  0.567686   0.983047
 machine-1-6.txt   0.458252 0.802721  0.583436   0.987121
 machine-1-7.txt   0.417763 0.976923  0.585253   0.996682
 machine-2-1.txt   0.224806 0.988636  0.366316   0.997802
 machine-2-2.txt   0.252212 0.850746  0.389078   0.995781
 machine-2-7.txt   0.330645 0.476744  0.390476   0.828784
 machine-2-8.txt   1.000000 0.911765  0.953846   0.911765
machine-3-11.txt   0.706897 0.911111  0.796117   0.922010
 machine-3-3.txt   0.256039 0.319277  0.284182   0.879880
 machine-3-4.txt   0.175000 0.700000  0.280000   0.984772
 machine-3-6.txt   0.311111 0.913043  0.464088   0.995067
 machine-3-8.txt   0.343949 0.964286  0.507042   0.954704
2025-05-08 02:05:42,379 - INFO - 
===== Overall Metrics =====
Precision: 0.3519  Recall: 0.7686  F1: 0.4828  IPS: 0.9785
TP: 897  FP: 1652  FN: 270
2025-05-08 02:05:42,379 - INFO - 
【原始汇总指标】
2025-05-08 02:05:42,379 - INFO - 精确率(Precision): 0.3519
2025-05-08 02:05:42,379 - INFO - 召回率(Recall):    0.7686
2025-05-08 02:05:42,379 - INFO - F1值:             0.4828
2025-05-08 02:05:42,379 - INFO - 
==================================================
2025-05-08 02:05:42,379 - INFO - 开始生成可视化结果...
2025-05-08 02:05:42,379 - INFO - 
==================================================
2025-05-08 02:05:42,379 - INFO - 开始数据集可视化: machine-1-1
2025-05-08 02:05:42,380 - INFO - 使用参数: 评分模式=strict_deviation, all=None, 阈值=0.0
2025-05-08 02:05:42,380 - INFO - ==================================================

2025-05-08 02:05:42,380 - INFO - 正在加载数据集 machine-1-1 的数据
2025-05-08 02:05:42,383 - INFO - 数据加载成功。训练集形状: (28479, 38), 测试集形状: (28479, 38)
2025-05-08 02:05:42,384 - INFO - 正在计算边缘统计量...
2025-05-08 02:06:16,097 - INFO - 已计算 435 条边的统计量
2025-05-08 02:06:16,097 - INFO - 为每个节点使用所有邻居
2025-05-08 02:06:16,097 - INFO - 可视化结果将保存到: ./visual/machine/neighbor_all/strict_deviation/machine-1-1
2025-05-08 02:06:16,194 - INFO - 在数据集中发现 8 个异常时间段
2025-05-08 02:06:16,194 - INFO - 
正在处理时间段 1/8: 15849-16394
2025-05-08 02:06:16,195 - INFO - 该时间段的真实异常节点: {1, 9, 10, 12, 13, 14, 15}
2025-05-08 02:06:16,195 - INFO - 正在计算异常分数...
2025-05-08 02:06:17,646 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:06:17,646 - INFO - 正在为时间段 15849-16394 生成可视化
2025-05-08 02:06:17,646 - INFO - 正在为时间段 15849-16394 生成异常图可视化
2025-05-08 02:06:17,647 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:17,650 - DEBUG - 边统计: 正常边 644 条, 异常边 226 条
2025-05-08 02:06:17,796 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-1/seg_0_15849_16394.png
2025-05-08 02:06:18,078 - INFO - 成功保存时间段 15849-16394 的可视化结果
2025-05-08 02:06:18,078 - INFO - 
正在处理时间段 2/8: 16963-17516
2025-05-08 02:06:18,078 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:06:18,078 - INFO - 正在计算异常分数...
2025-05-08 02:06:19,592 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:06:19,592 - INFO - 正在为时间段 16963-17516 生成可视化
2025-05-08 02:06:19,592 - INFO - 正在为时间段 16963-17516 生成异常图可视化
2025-05-08 02:06:19,593 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:19,596 - DEBUG - 边统计: 正常边 758 条, 异常边 112 条
2025-05-08 02:06:19,668 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-1/seg_1_16963_17516.png
2025-05-08 02:06:19,941 - INFO - 成功保存时间段 16963-17516 的可视化结果
2025-05-08 02:06:19,941 - INFO - 
正在处理时间段 3/8: 18071-18527
2025-05-08 02:06:19,941 - INFO - 该时间段的真实异常节点: {1, 2, 9, 10, 12, 13, 14, 15}
2025-05-08 02:06:19,941 - INFO - 正在计算异常分数...
2025-05-08 02:06:21,136 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:06:21,136 - INFO - 正在为时间段 18071-18527 生成可视化
2025-05-08 02:06:21,136 - INFO - 正在为时间段 18071-18527 生成异常图可视化
2025-05-08 02:06:21,136 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:21,139 - DEBUG - 边统计: 正常边 656 条, 异常边 214 条
2025-05-08 02:06:21,316 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-1/seg_2_18071_18527.png
2025-05-08 02:06:21,590 - INFO - 成功保存时间段 18071-18527 的可视化结果
2025-05-08 02:06:21,590 - INFO - 
正在处理时间段 4/8: 19367-20087
2025-05-08 02:06:21,590 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 9, 10, 11, 12, 13, 14, 15, 16, 25, 28}
2025-05-08 02:06:21,590 - INFO - 正在计算异常分数...
2025-05-08 02:06:23,530 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:06:23,530 - INFO - 正在为时间段 19367-20087 生成可视化
2025-05-08 02:06:23,530 - INFO - 正在为时间段 19367-20087 生成异常图可视化
2025-05-08 02:06:23,530 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:23,534 - DEBUG - 边统计: 正常边 642 条, 异常边 228 条
2025-05-08 02:06:23,606 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-1/seg_3_19367_20087.png
2025-05-08 02:06:23,882 - INFO - 成功保存时间段 19367-20087 的可视化结果
2025-05-08 02:06:23,882 - INFO - 
正在处理时间段 5/8: 20786-21194
2025-05-08 02:06:23,882 - INFO - 该时间段的真实异常节点: {1, 9, 10, 12, 13, 14, 15}
2025-05-08 02:06:23,882 - INFO - 正在计算异常分数...
2025-05-08 02:06:24,970 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:06:24,971 - INFO - 正在为时间段 20786-21194 生成可视化
2025-05-08 02:06:24,971 - INFO - 正在为时间段 20786-21194 生成异常图可视化
2025-05-08 02:06:24,971 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:24,974 - DEBUG - 边统计: 正常边 606 条, 异常边 264 条
2025-05-08 02:06:25,046 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-1/seg_4_20786_21194.png
2025-05-08 02:06:25,322 - INFO - 成功保存时间段 20786-21194 的可视化结果
2025-05-08 02:06:25,322 - INFO - 
正在处理时间段 6/8: 24679-24681
2025-05-08 02:06:25,322 - INFO - 该时间段的真实异常节点: {9, 13, 14, 15}
2025-05-08 02:06:25,322 - INFO - 正在计算异常分数...
2025-05-08 02:06:25,322 - INFO - 检测到的异常节点: set()
2025-05-08 02:06:25,322 - INFO - 正在为时间段 24679-24681 生成可视化
2025-05-08 02:06:25,322 - INFO - 正在为时间段 24679-24681 生成异常图可视化
2025-05-08 02:06:25,322 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:25,325 - DEBUG - 边统计: 正常边 442 条, 异常边 314 条
2025-05-08 02:06:25,396 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-1/seg_5_24679_24681.png
2025-05-08 02:06:25,670 - INFO - 成功保存时间段 24679-24681 的可视化结果
2025-05-08 02:06:25,670 - INFO - 
正在处理时间段 7/8: 26114-26115
2025-05-08 02:06:25,670 - INFO - 该时间段的真实异常节点: {9, 13, 14, 15}
2025-05-08 02:06:25,670 - INFO - 正在计算异常分数...
2025-05-08 02:06:25,671 - INFO - 检测到的异常节点: set()
2025-05-08 02:06:25,671 - INFO - 正在为时间段 26114-26115 生成可视化
2025-05-08 02:06:25,671 - INFO - 正在为时间段 26114-26115 生成异常图可视化
2025-05-08 02:06:25,671 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:25,674 - DEBUG - 边统计: 正常边 0 条, 异常边 756 条
2025-05-08 02:06:25,743 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-1/seg_6_26114_26115.png
2025-05-08 02:06:26,017 - INFO - 成功保存时间段 26114-26115 的可视化结果
2025-05-08 02:06:26,017 - INFO - 
正在处理时间段 8/8: 27554-27555
2025-05-08 02:06:26,017 - INFO - 该时间段的真实异常节点: {9, 13, 14, 15}
2025-05-08 02:06:26,017 - INFO - 正在计算异常分数...
2025-05-08 02:06:26,017 - INFO - 检测到的异常节点: set()
2025-05-08 02:06:26,017 - INFO - 正在为时间段 27554-27555 生成可视化
2025-05-08 02:06:26,017 - INFO - 正在为时间段 27554-27555 生成异常图可视化
2025-05-08 02:06:26,018 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:26,021 - DEBUG - 边统计: 正常边 0 条, 异常边 702 条
2025-05-08 02:06:26,090 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-1/seg_7_27554_27555.png
2025-05-08 02:06:26,363 - INFO - 成功保存时间段 27554-27555 的可视化结果
2025-05-08 02:06:26,363 - INFO - 正在从 ./visual/machine/neighbor_all/strict_deviation/machine-1-1 中的图像创建GIF
2025-05-08 02:06:26,867 - INFO - GIF已保存到 ./visual/machine/neighbor_all/strict_deviation/machine-1-1/machine-1-1.gif
2025-05-08 02:06:26,868 - INFO - 
==================================================
2025-05-08 02:06:26,868 - INFO - 开始数据集可视化: machine-1-6
2025-05-08 02:06:26,868 - INFO - 使用参数: 评分模式=strict_deviation, all=None, 阈值=1.5
2025-05-08 02:06:26,868 - INFO - ==================================================

2025-05-08 02:06:26,868 - INFO - 正在加载数据集 machine-1-6 的数据
2025-05-08 02:06:26,871 - INFO - 数据加载成功。训练集形状: (23688, 38), 测试集形状: (23689, 38)
2025-05-08 02:06:26,871 - INFO - 正在计算边缘统计量...
2025-05-08 02:06:54,180 - INFO - 已计算 525 条边的统计量
2025-05-08 02:06:54,180 - INFO - 为每个节点使用所有邻居
2025-05-08 02:06:54,180 - INFO - 可视化结果将保存到: ./visual/machine/neighbor_all/strict_deviation/machine-1-6
2025-05-08 02:06:54,263 - INFO - 在数据集中发现 30 个异常时间段
2025-05-08 02:06:54,263 - INFO - 
正在处理时间段 1/30: 246-251
2025-05-08 02:06:54,263 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15}
2025-05-08 02:06:54,263 - INFO - 正在计算异常分数...
2025-05-08 02:06:54,269 - INFO - 检测到的异常节点: {16, 1, 9, 15}
2025-05-08 02:06:54,269 - INFO - 正在为时间段 246-251 生成可视化
2025-05-08 02:06:54,269 - INFO - 正在为时间段 246-251 生成异常图可视化
2025-05-08 02:06:54,269 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:54,272 - DEBUG - 边统计: 正常边 740 条, 异常边 72 条
2025-05-08 02:06:54,343 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-6/seg_0_246_251.png
2025-05-08 02:06:54,611 - INFO - 成功保存时间段 246-251 的可视化结果
2025-05-08 02:06:54,611 - INFO - 
正在处理时间段 2/30: 653-657
2025-05-08 02:06:54,611 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15, 19, 20, 21, 22, 26, 28, 30, 31, 32}
2025-05-08 02:06:54,611 - INFO - 正在计算异常分数...
2025-05-08 02:06:54,614 - INFO - 检测到的异常节点: {1, 2, 9, 13, 14, 15, 21, 22, 28, 31}
2025-05-08 02:06:54,614 - INFO - 正在为时间段 653-657 生成可视化
2025-05-08 02:06:54,614 - INFO - 正在为时间段 653-657 生成异常图可视化
2025-05-08 02:06:54,615 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:54,618 - DEBUG - 边统计: 正常边 644 条, 异常边 168 条
2025-05-08 02:06:54,686 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-6/seg_1_653_657.png
2025-05-08 02:06:54,958 - INFO - 成功保存时间段 653-657 的可视化结果
2025-05-08 02:06:54,958 - INFO - 
正在处理时间段 3/30: 2092-2099
2025-05-08 02:06:54,958 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15, 19, 20, 21, 22, 26, 28, 30, 31, 32}
2025-05-08 02:06:54,958 - INFO - 正在计算异常分数...
2025-05-08 02:06:54,970 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 02:06:54,970 - INFO - 正在为时间段 2092-2099 生成可视化
2025-05-08 02:06:54,970 - INFO - 正在为时间段 2092-2099 生成异常图可视化
2025-05-08 02:06:54,971 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:54,974 - DEBUG - 边统计: 正常边 670 条, 异常边 142 条
2025-05-08 02:06:55,119 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-6/seg_2_2092_2099.png
2025-05-08 02:06:55,386 - INFO - 成功保存时间段 2092-2099 的可视化结果
2025-05-08 02:06:55,387 - INFO - 
正在处理时间段 4/30: 2884-2887
2025-05-08 02:06:55,387 - INFO - 该时间段的真实异常节点: {6}
2025-05-08 02:06:55,387 - INFO - 正在计算异常分数...
2025-05-08 02:06:55,387 - INFO - 检测到的异常节点: set()
2025-05-08 02:06:55,387 - INFO - 正在为时间段 2884-2887 生成可视化
2025-05-08 02:06:55,387 - INFO - 正在为时间段 2884-2887 生成异常图可视化
2025-05-08 02:06:55,387 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:55,390 - DEBUG - 边统计: 正常边 706 条, 异常边 106 条
2025-05-08 02:06:55,457 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-6/seg_3_2884_2887.png
2025-05-08 02:06:55,716 - INFO - 成功保存时间段 2884-2887 的可视化结果
2025-05-08 02:06:55,716 - INFO - 
正在处理时间段 5/30: 3534-3538
2025-05-08 02:06:55,716 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15, 19, 20, 21, 22}
2025-05-08 02:06:55,716 - INFO - 正在计算异常分数...
2025-05-08 02:06:55,719 - INFO - 检测到的异常节点: {1, 25, 28, 30, 31}
2025-05-08 02:06:55,719 - INFO - 正在为时间段 3534-3538 生成可视化
2025-05-08 02:06:55,719 - INFO - 正在为时间段 3534-3538 生成异常图可视化
2025-05-08 02:06:55,720 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:55,723 - DEBUG - 边统计: 正常边 756 条, 异常边 114 条
2025-05-08 02:06:55,789 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-6/seg_4_3534_3538.png
2025-05-08 02:06:56,063 - INFO - 成功保存时间段 3534-3538 的可视化结果
2025-05-08 02:06:56,063 - INFO - 
正在处理时间段 6/30: 4647-5044
2025-05-08 02:06:56,063 - INFO - 该时间段的真实异常节点: {33, 34, 5, 6, 9, 10, 11, 13, 17}
2025-05-08 02:06:56,063 - INFO - 正在计算异常分数...
2025-05-08 02:06:57,134 - INFO - 检测到的异常节点: {1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 02:06:57,134 - INFO - 正在为时间段 4647-5044 生成可视化
2025-05-08 02:06:57,134 - INFO - 正在为时间段 4647-5044 生成异常图可视化
2025-05-08 02:06:57,134 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:57,138 - DEBUG - 边统计: 正常边 1038 条, 异常边 12 条
2025-05-08 02:06:57,209 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-6/seg_5_4647_5044.png
2025-05-08 02:06:57,489 - INFO - 成功保存时间段 4647-5044 的可视化结果
2025-05-08 02:06:57,489 - INFO - 
正在处理时间段 7/30: 5167-5171
2025-05-08 02:06:57,490 - INFO - 该时间段的真实异常节点: {9, 10, 11, 13, 18}
2025-05-08 02:06:57,490 - INFO - 正在计算异常分数...
2025-05-08 02:06:57,493 - INFO - 检测到的异常节点: set()
2025-05-08 02:06:57,493 - INFO - 正在为时间段 5167-5171 生成可视化
2025-05-08 02:06:57,493 - INFO - 正在为时间段 5167-5171 生成异常图可视化
2025-05-08 02:06:57,493 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:57,496 - DEBUG - 边统计: 正常边 800 条, 异常边 70 条
2025-05-08 02:06:57,565 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-6/seg_6_5167_5171.png
2025-05-08 02:06:57,841 - INFO - 成功保存时间段 5167-5171 的可视化结果
2025-05-08 02:06:57,841 - INFO - 
正在处理时间段 8/30: 5708-5712
2025-05-08 02:06:57,841 - INFO - 该时间段的真实异常节点: {9, 10, 11, 13}
2025-05-08 02:06:57,841 - INFO - 正在计算异常分数...
2025-05-08 02:06:57,844 - INFO - 检测到的异常节点: {3, 9, 12, 13, 14, 15, 25}
2025-05-08 02:06:57,844 - INFO - 正在为时间段 5708-5712 生成可视化
2025-05-08 02:06:57,844 - INFO - 正在为时间段 5708-5712 生成异常图可视化
2025-05-08 02:06:57,844 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:57,848 - DEBUG - 边统计: 正常边 736 条, 异常边 134 条
2025-05-08 02:06:57,916 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-6/seg_7_5708_5712.png
2025-05-08 02:06:58,198 - INFO - 成功保存时间段 5708-5712 的可视化结果
2025-05-08 02:06:58,199 - INFO - 
正在处理时间段 9/30: 5873-5884
2025-05-08 02:06:58,199 - INFO - 该时间段的真实异常节点: {32, 2, 3, 6, 9, 10, 11, 13, 19, 20, 21, 22, 28, 31}
2025-05-08 02:06:58,199 - INFO - 正在计算异常分数...
2025-05-08 02:06:58,222 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 25, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 02:06:58,222 - INFO - 正在为时间段 5873-5884 生成可视化
2025-05-08 02:06:58,222 - INFO - 正在为时间段 5873-5884 生成异常图可视化
2025-05-08 02:06:58,222 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:58,226 - DEBUG - 边统计: 正常边 688 条, 异常边 124 条
2025-05-08 02:06:58,296 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-6/seg_8_5873_5884.png
2025-05-08 02:06:58,571 - INFO - 成功保存时间段 5873-5884 的可视化结果
2025-05-08 02:06:58,572 - INFO - 
正在处理时间段 10/30: 6022-6026
2025-05-08 02:06:58,572 - INFO - 该时间段的真实异常节点: {33, 34}
2025-05-08 02:06:58,572 - INFO - 正在计算异常分数...
2025-05-08 02:06:58,575 - INFO - 检测到的异常节点: {2, 9, 10, 11, 12, 13, 14, 15, 23}
2025-05-08 02:06:58,575 - INFO - 正在为时间段 6022-6026 生成可视化
2025-05-08 02:06:58,575 - INFO - 正在为时间段 6022-6026 生成异常图可视化
2025-05-08 02:06:58,575 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:58,579 - DEBUG - 边统计: 正常边 654 条, 异常边 216 条
2025-05-08 02:06:58,651 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-6/seg_9_6022_6026.png
2025-05-08 02:06:58,924 - INFO - 成功保存时间段 6022-6026 的可视化结果
2025-05-08 02:06:58,924 - INFO - 
正在处理时间段 11/30: 6412-6418
2025-05-08 02:06:58,925 - INFO - 该时间段的真实异常节点: {1, 2, 3, 6, 9, 10, 11, 13, 15, 19, 20, 21, 22, 28, 30, 31, 32, 35, 36}
2025-05-08 02:06:58,925 - INFO - 正在计算异常分数...
2025-05-08 02:06:58,934 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 25, 28, 31, 32, 34, 35, 36}
2025-05-08 02:06:58,935 - INFO - 正在为时间段 6412-6418 生成可视化
2025-05-08 02:06:58,935 - INFO - 正在为时间段 6412-6418 生成异常图可视化
2025-05-08 02:06:58,935 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:58,938 - DEBUG - 边统计: 正常边 618 条, 异常边 252 条
2025-05-08 02:06:59,007 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-6/seg_10_6412_6418.png
2025-05-08 02:06:59,285 - INFO - 成功保存时间段 6412-6418 的可视化结果
2025-05-08 02:06:59,285 - INFO - 
正在处理时间段 12/30: 7851-7855
2025-05-08 02:06:59,285 - INFO - 该时间段的真实异常节点: {32, 1, 2, 9, 10, 11, 13, 19, 20, 21, 22, 23, 28, 30, 31}
2025-05-08 02:06:59,285 - INFO - 正在计算异常分数...
2025-05-08 02:06:59,289 - INFO - 检测到的异常节点: {32, 1, 2, 35, 36, 9, 13, 19, 20, 21, 22, 23, 25, 28, 31}
2025-05-08 02:06:59,289 - INFO - 正在为时间段 7851-7855 生成可视化
2025-05-08 02:06:59,289 - INFO - 正在为时间段 7851-7855 生成异常图可视化
2025-05-08 02:06:59,289 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:59,292 - DEBUG - 边统计: 正常边 626 条, 异常边 186 条
2025-05-08 02:06:59,457 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-6/seg_11_7851_7855.png
2025-05-08 02:06:59,731 - INFO - 成功保存时间段 7851-7855 的可视化结果
2025-05-08 02:06:59,731 - INFO - 
正在处理时间段 13/30: 9291-9297
2025-05-08 02:06:59,731 - INFO - 该时间段的真实异常节点: {32, 1, 2, 3, 9, 10, 11, 13, 19, 20, 21, 22, 23, 28, 30, 31}
2025-05-08 02:06:59,731 - INFO - 正在计算异常分数...
2025-05-08 02:06:59,741 - INFO - 检测到的异常节点: {1, 2, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 21, 22, 23, 25, 28, 31, 32, 34, 35, 36}
2025-05-08 02:06:59,741 - INFO - 正在为时间段 9291-9297 生成可视化
2025-05-08 02:06:59,741 - INFO - 正在为时间段 9291-9297 生成异常图可视化
2025-05-08 02:06:59,741 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 02:06:59,744 - DEBUG - 边统计: 正常边 628 条, 异常边 184 条
2025-05-08 02:06:59,813 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/strict_deviation/machine-1-6/seg_12_9291_9297.png
2025-05-08 02:07:00,084 - INFO - 成功保存时间段 9291-9297 的可视化结果
2025-05-08 02:07:00,084 - INFO - 
正在处理时间段 14/30: 10731-10735
2025-05-08 02:07:00,084 - INFO - 该时间段的真实异常节点: {32, 1, 2, 3, 9, 10, 11, 13, 19, 20, 21, 22, 23, 28, 30, 31}
2025-05-08 02:07:00,084 - INFO - 正在计算异常分数...
2025-05-08 02:07:00,088 - INFO - 检测到的异常节点: {1, 34, 3, 6, 9, 13, 14, 30}
2025-05-08 02:07:00,088 - INFO - 正在为时间段 10731-10735 生成可视化
