2025-05-08 02:57:30,651 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='all', score_modes=['value_times_range'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_all', visual_dir='./visual/machine/neighbor_all', num_workers=36, gif_duration=500)
2025-05-08 02:57:30,651 - INFO - 当前评分模式: ['value_times_range']
2025-05-08 02:57:30,651 - INFO - 
==================================================
2025-05-08 02:57:30,651 - INFO - 开始执行网格搜索...
2025-05-08 02:57:30,660 - INFO - [machine-1-1] Starting grid search...
2025-05-08 02:58:16,850 - INFO - [machine-1-1.txt] mode=value_times_range, all=None, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-08 03:05:13,577 - INFO - [machine-3-11.txt] mode=value_times_range, all=None, threshold=2.5, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:05:13,577 - INFO - [machine-3-11.txt] mode=value_times_range, all=None, threshold=3.0, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:05:13,577 - INFO - [machine-3-11.txt] mode=value_times_range, all=None, threshold=3.5, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:05:13,577 - INFO - [machine-3-11.txt] mode=value_times_range, all=None, threshold=4.0, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:05:14,498 - INFO - [machine-3-11.txt] mode=value_times_range, all=None, threshold=4.5, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:05:14,499 - INFO - [machine-3-11.txt] mode=value_times_range, all=None, threshold=5.0, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:05:14,499 - INFO - [machine-3-11.txt] mode=value_times_range, all=None, threshold=5.5, P=0.5256, R=0.9111, F1=0.6667
2025-05-08 03:05:14,499 - INFO - [machine-3-11.txt] mode=value_times_range, all=None, threshold=6.0, P=0.5325, R=0.9111, F1=0.6721
2025-05-08 03:05:14,499 - INFO - [machine-3-11.txt] mode=value_times_range, all=None, threshold=6.5, P=0.5325, R=0.9111, F1=0.6721
2025-05-08 03:05:14,499 - INFO - [machine-3-11.txt] mode=value_times_range, all=None, threshold=7.0, P=0.5325, R=0.9111, F1=0.6721
2025-05-08 03:05:14,591 - INFO - 
==================================================
2025-05-08 03:05:14,591 - INFO - 开始汇总结果...
2025-05-08 03:05:14,601 - INFO - 
===== Best Results per Dataset =====
         dataset  precision   recall  f1_score  ips_score
 machine-1-1.txt   0.433333 0.822785  0.567686   0.983047
 machine-1-6.txt   0.408408 0.925170  0.566667   0.993771
 machine-1-7.txt   0.387195 0.976923  0.554585   0.996682
 machine-2-1.txt   0.224806 0.988636  0.366316   0.997802
 machine-2-2.txt   0.241525 0.850746  0.376238   0.995781
 machine-2-7.txt   0.227273 0.581395  0.326797   0.865969
 machine-2-8.txt   1.000000 0.911765  0.953846   0.911765
machine-3-11.txt   0.532468 0.911111  0.672131   0.922010
 machine-3-3.txt   0.185535 0.355422  0.243802   0.894895
 machine-3-4.txt   0.144444 0.866667  0.247619   0.995939
 machine-3-6.txt   0.286689 0.913043  0.436364   0.995067
 machine-3-8.txt   0.323529 0.982143  0.486726   0.992600
2025-05-08 03:05:14,601 - INFO - 
===== Overall Metrics =====
Precision: 0.3122  Recall: 0.8175  F1: 0.4518  IPS: 0.9849
TP: 954  FP: 2102  FN: 213
2025-05-08 03:05:14,602 - INFO - 
【原始汇总指标】
2025-05-08 03:05:14,602 - INFO - 精确率(Precision): 0.3122
2025-05-08 03:05:14,602 - INFO - 召回率(Recall):    0.8175
2025-05-08 03:05:14,602 - INFO - F1值:             0.4518
2025-05-08 03:05:14,602 - INFO - 
==================================================
2025-05-08 03:05:14,602 - INFO - 开始生成可视化结果...
2025-05-08 03:05:14,602 - INFO - 
==================================================
2025-05-08 03:05:14,602 - INFO - 开始数据集可视化: machine-1-1
2025-05-08 03:05:14,602 - INFO - 使用参数: 评分模式=value_times_range, all=None, 阈值=6.0
2025-05-08 03:05:14,602 - INFO - ==================================================

2025-05-08 03:05:14,602 - INFO - 正在加载数据集 machine-1-1 的数据
2025-05-08 03:05:14,607 - INFO - 数据加载成功。训练集形状: (28479, 38), 测试集形状: (28479, 38)
2025-05-08 03:05:14,607 - INFO - 正在计算边缘统计量...
2025-05-08 03:05:48,445 - INFO - 已计算 435 条边的统计量
2025-05-08 03:05:48,445 - INFO - 为每个节点使用所有邻居
2025-05-08 03:05:48,445 - INFO - 可视化结果将保存到: ./visual/machine/neighbor_all/value_times_range/machine-1-1
2025-05-08 03:05:48,539 - INFO - 在数据集中发现 8 个异常时间段
2025-05-08 03:05:48,539 - INFO - 
正在处理时间段 1/8: 15849-16394
2025-05-08 03:05:48,539 - INFO - 该时间段的真实异常节点: {1, 9, 10, 12, 13, 14, 15}
2025-05-08 03:05:48,539 - INFO - 正在计算异常分数...
2025-05-08 03:05:49,899 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:05:49,900 - INFO - 正在为时间段 15849-16394 生成可视化
2025-05-08 03:05:49,900 - INFO - 正在为时间段 15849-16394 生成异常图可视化
2025-05-08 03:05:49,900 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:05:49,903 - DEBUG - 边统计: 正常边 644 条, 异常边 226 条
2025-05-08 03:05:50,043 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-1/seg_0_15849_16394.png
2025-05-08 03:05:50,314 - INFO - 成功保存时间段 15849-16394 的可视化结果
2025-05-08 03:05:50,314 - INFO - 
正在处理时间段 2/8: 16963-17516
2025-05-08 03:05:50,314 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:05:50,314 - INFO - 正在计算异常分数...
2025-05-08 03:05:51,735 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:05:51,735 - INFO - 正在为时间段 16963-17516 生成可视化
2025-05-08 03:05:51,735 - INFO - 正在为时间段 16963-17516 生成异常图可视化
2025-05-08 03:05:51,735 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:05:51,738 - DEBUG - 边统计: 正常边 758 条, 异常边 112 条
2025-05-08 03:05:51,805 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-1/seg_1_16963_17516.png
2025-05-08 03:05:52,066 - INFO - 成功保存时间段 16963-17516 的可视化结果
2025-05-08 03:05:52,066 - INFO - 
正在处理时间段 3/8: 18071-18527
2025-05-08 03:05:52,066 - INFO - 该时间段的真实异常节点: {1, 2, 9, 10, 12, 13, 14, 15}
2025-05-08 03:05:52,066 - INFO - 正在计算异常分数...
2025-05-08 03:05:53,238 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:05:53,238 - INFO - 正在为时间段 18071-18527 生成可视化
2025-05-08 03:05:53,238 - INFO - 正在为时间段 18071-18527 生成异常图可视化
2025-05-08 03:05:53,238 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:05:53,241 - DEBUG - 边统计: 正常边 656 条, 异常边 214 条
2025-05-08 03:05:53,309 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-1/seg_2_18071_18527.png
2025-05-08 03:05:53,571 - INFO - 成功保存时间段 18071-18527 的可视化结果
2025-05-08 03:05:53,571 - INFO - 
正在处理时间段 4/8: 19367-20087
2025-05-08 03:05:53,571 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 9, 10, 11, 12, 13, 14, 15, 16, 25, 28}
2025-05-08 03:05:53,571 - INFO - 正在计算异常分数...
2025-05-08 03:05:55,415 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:05:55,415 - INFO - 正在为时间段 19367-20087 生成可视化
2025-05-08 03:05:55,415 - INFO - 正在为时间段 19367-20087 生成异常图可视化
2025-05-08 03:05:55,416 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:05:55,419 - DEBUG - 边统计: 正常边 642 条, 异常边 228 条
2025-05-08 03:05:55,591 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-1/seg_3_19367_20087.png
2025-05-08 03:05:55,854 - INFO - 成功保存时间段 19367-20087 的可视化结果
2025-05-08 03:05:55,854 - INFO - 
正在处理时间段 5/8: 20786-21194
2025-05-08 03:05:55,854 - INFO - 该时间段的真实异常节点: {1, 9, 10, 12, 13, 14, 15}
2025-05-08 03:05:55,855 - INFO - 正在计算异常分数...
2025-05-08 03:05:56,873 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:05:56,873 - INFO - 正在为时间段 20786-21194 生成可视化
2025-05-08 03:05:56,874 - INFO - 正在为时间段 20786-21194 生成异常图可视化
2025-05-08 03:05:56,874 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:05:56,877 - DEBUG - 边统计: 正常边 606 条, 异常边 264 条
2025-05-08 03:05:56,944 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-1/seg_4_20786_21194.png
2025-05-08 03:05:57,208 - INFO - 成功保存时间段 20786-21194 的可视化结果
2025-05-08 03:05:57,208 - INFO - 
正在处理时间段 6/8: 24679-24681
2025-05-08 03:05:57,208 - INFO - 该时间段的真实异常节点: {9, 13, 14, 15}
2025-05-08 03:05:57,208 - INFO - 正在计算异常分数...
2025-05-08 03:05:57,208 - INFO - 检测到的异常节点: set()
2025-05-08 03:05:57,208 - INFO - 正在为时间段 24679-24681 生成可视化
2025-05-08 03:05:57,208 - INFO - 正在为时间段 24679-24681 生成异常图可视化
2025-05-08 03:05:57,208 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:05:57,211 - DEBUG - 边统计: 正常边 442 条, 异常边 314 条
2025-05-08 03:05:57,281 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-1/seg_5_24679_24681.png
2025-05-08 03:05:57,540 - INFO - 成功保存时间段 24679-24681 的可视化结果
2025-05-08 03:05:57,541 - INFO - 
正在处理时间段 7/8: 26114-26115
2025-05-08 03:05:57,541 - INFO - 该时间段的真实异常节点: {9, 13, 14, 15}
2025-05-08 03:05:57,541 - INFO - 正在计算异常分数...
2025-05-08 03:05:57,541 - INFO - 检测到的异常节点: set()
2025-05-08 03:05:57,541 - INFO - 正在为时间段 26114-26115 生成可视化
2025-05-08 03:05:57,541 - INFO - 正在为时间段 26114-26115 生成异常图可视化
2025-05-08 03:05:57,541 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:05:57,544 - DEBUG - 边统计: 正常边 0 条, 异常边 756 条
2025-05-08 03:05:57,609 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-1/seg_6_26114_26115.png
2025-05-08 03:05:57,867 - INFO - 成功保存时间段 26114-26115 的可视化结果
2025-05-08 03:05:57,867 - INFO - 
正在处理时间段 8/8: 27554-27555
2025-05-08 03:05:57,867 - INFO - 该时间段的真实异常节点: {9, 13, 14, 15}
2025-05-08 03:05:57,867 - INFO - 正在计算异常分数...
2025-05-08 03:05:57,867 - INFO - 检测到的异常节点: set()
2025-05-08 03:05:57,867 - INFO - 正在为时间段 27554-27555 生成可视化
2025-05-08 03:05:57,867 - INFO - 正在为时间段 27554-27555 生成异常图可视化
2025-05-08 03:05:57,868 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:05:57,870 - DEBUG - 边统计: 正常边 0 条, 异常边 702 条
2025-05-08 03:05:57,940 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-1/seg_7_27554_27555.png
2025-05-08 03:05:58,197 - INFO - 成功保存时间段 27554-27555 的可视化结果
2025-05-08 03:05:58,197 - INFO - 正在从 ./visual/machine/neighbor_all/value_times_range/machine-1-1 中的图像创建GIF
2025-05-08 03:05:58,639 - INFO - GIF已保存到 ./visual/machine/neighbor_all/value_times_range/machine-1-1/machine-1-1.gif
2025-05-08 03:05:58,640 - INFO - 
==================================================
2025-05-08 03:05:58,640 - INFO - 开始数据集可视化: machine-1-6
2025-05-08 03:05:58,640 - INFO - 使用参数: 评分模式=value_times_range, all=None, 阈值=6.5
2025-05-08 03:05:58,640 - INFO - ==================================================

2025-05-08 03:05:58,640 - INFO - 正在加载数据集 machine-1-6 的数据
2025-05-08 03:05:58,643 - INFO - 数据加载成功。训练集形状: (23688, 38), 测试集形状: (23689, 38)
2025-05-08 03:05:58,643 - INFO - 正在计算边缘统计量...
2025-05-08 03:06:24,366 - INFO - 已计算 525 条边的统计量
2025-05-08 03:06:24,366 - INFO - 为每个节点使用所有邻居
2025-05-08 03:06:24,367 - INFO - 可视化结果将保存到: ./visual/machine/neighbor_all/value_times_range/machine-1-6
2025-05-08 03:06:24,443 - INFO - 在数据集中发现 30 个异常时间段
2025-05-08 03:06:24,443 - INFO - 
正在处理时间段 1/30: 246-251
2025-05-08 03:06:24,443 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15}
2025-05-08 03:06:24,443 - INFO - 正在计算异常分数...
2025-05-08 03:06:24,449 - INFO - 检测到的异常节点: {1, 2, 3, 6, 7, 9, 10, 11, 13, 14, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 03:06:24,449 - INFO - 正在为时间段 246-251 生成可视化
2025-05-08 03:06:24,449 - INFO - 正在为时间段 246-251 生成异常图可视化
2025-05-08 03:06:24,449 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:06:24,452 - DEBUG - 边统计: 正常边 740 条, 异常边 72 条
2025-05-08 03:06:24,520 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-6/seg_0_246_251.png
2025-05-08 03:06:24,781 - INFO - 成功保存时间段 246-251 的可视化结果
2025-05-08 03:06:24,782 - INFO - 
正在处理时间段 2/30: 653-657
2025-05-08 03:06:24,782 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15, 19, 20, 21, 22, 26, 28, 30, 31, 32}
2025-05-08 03:06:24,782 - INFO - 正在计算异常分数...
2025-05-08 03:06:24,785 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 11, 14, 15, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 03:06:24,785 - INFO - 正在为时间段 653-657 生成可视化
2025-05-08 03:06:24,785 - INFO - 正在为时间段 653-657 生成异常图可视化
2025-05-08 03:06:24,785 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:06:24,788 - DEBUG - 边统计: 正常边 644 条, 异常边 168 条
2025-05-08 03:06:24,855 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-6/seg_1_653_657.png
2025-05-08 03:06:25,116 - INFO - 成功保存时间段 653-657 的可视化结果
2025-05-08 03:06:25,116 - INFO - 
正在处理时间段 3/30: 2092-2099
2025-05-08 03:06:25,116 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15, 19, 20, 21, 22, 26, 28, 30, 31, 32}
2025-05-08 03:06:25,116 - INFO - 正在计算异常分数...
2025-05-08 03:06:25,128 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 03:06:25,128 - INFO - 正在为时间段 2092-2099 生成可视化
2025-05-08 03:06:25,128 - INFO - 正在为时间段 2092-2099 生成异常图可视化
2025-05-08 03:06:25,128 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:06:25,131 - DEBUG - 边统计: 正常边 670 条, 异常边 142 条
2025-05-08 03:06:25,197 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-6/seg_2_2092_2099.png
2025-05-08 03:06:25,496 - INFO - 成功保存时间段 2092-2099 的可视化结果
2025-05-08 03:06:25,496 - INFO - 
正在处理时间段 4/30: 2884-2887
2025-05-08 03:06:25,497 - INFO - 该时间段的真实异常节点: {6}
2025-05-08 03:06:25,497 - INFO - 正在计算异常分数...
2025-05-08 03:06:25,497 - INFO - 检测到的异常节点: set()
2025-05-08 03:06:25,497 - INFO - 正在为时间段 2884-2887 生成可视化
2025-05-08 03:06:25,497 - INFO - 正在为时间段 2884-2887 生成异常图可视化
2025-05-08 03:06:25,497 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:06:25,501 - DEBUG - 边统计: 正常边 706 条, 异常边 106 条
2025-05-08 03:06:25,567 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-6/seg_3_2884_2887.png
2025-05-08 03:06:25,828 - INFO - 成功保存时间段 2884-2887 的可视化结果
2025-05-08 03:06:25,828 - INFO - 
正在处理时间段 5/30: 3534-3538
2025-05-08 03:06:25,828 - INFO - 该时间段的真实异常节点: {1, 2, 3, 4, 6, 9, 10, 11, 12, 13, 15, 19, 20, 21, 22}
2025-05-08 03:06:25,828 - INFO - 正在计算异常分数...
2025-05-08 03:06:25,831 - INFO - 检测到的异常节点: {1, 2, 6, 7, 9, 11, 12, 13, 14, 15, 22, 23, 25, 28, 30, 31, 34, 35, 36}
2025-05-08 03:06:25,832 - INFO - 正在为时间段 3534-3538 生成可视化
2025-05-08 03:06:25,832 - INFO - 正在为时间段 3534-3538 生成异常图可视化
2025-05-08 03:06:25,832 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:06:25,835 - DEBUG - 边统计: 正常边 756 条, 异常边 114 条
2025-05-08 03:06:26,015 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-6/seg_4_3534_3538.png
2025-05-08 03:06:26,284 - INFO - 成功保存时间段 3534-3538 的可视化结果
2025-05-08 03:06:26,284 - INFO - 
正在处理时间段 6/30: 4647-5044
2025-05-08 03:06:26,284 - INFO - 该时间段的真实异常节点: {33, 34, 5, 6, 9, 10, 11, 13, 17}
2025-05-08 03:06:26,284 - INFO - 正在计算异常分数...
2025-05-08 03:06:27,483 - INFO - 检测到的异常节点: {1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 33, 34, 35, 36}
2025-05-08 03:06:27,483 - INFO - 正在为时间段 4647-5044 生成可视化
2025-05-08 03:06:27,483 - INFO - 正在为时间段 4647-5044 生成异常图可视化
2025-05-08 03:06:27,483 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:06:27,488 - DEBUG - 边统计: 正常边 1038 条, 异常边 12 条
2025-05-08 03:06:27,565 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-6/seg_5_4647_5044.png
2025-05-08 03:06:27,836 - INFO - 成功保存时间段 4647-5044 的可视化结果
2025-05-08 03:06:27,836 - INFO - 
正在处理时间段 7/30: 5167-5171
2025-05-08 03:06:27,836 - INFO - 该时间段的真实异常节点: {9, 10, 11, 13, 18}
2025-05-08 03:06:27,836 - INFO - 正在计算异常分数...
2025-05-08 03:06:27,840 - INFO - 检测到的异常节点: {1, 2, 6, 10, 11, 24, 25, 28, 30}
2025-05-08 03:06:27,840 - INFO - 正在为时间段 5167-5171 生成可视化
2025-05-08 03:06:27,840 - INFO - 正在为时间段 5167-5171 生成异常图可视化
2025-05-08 03:06:27,840 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:06:27,844 - DEBUG - 边统计: 正常边 800 条, 异常边 70 条
2025-05-08 03:06:27,915 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-6/seg_6_5167_5171.png
2025-05-08 03:06:28,185 - INFO - 成功保存时间段 5167-5171 的可视化结果
2025-05-08 03:06:28,185 - INFO - 
正在处理时间段 8/30: 5708-5712
2025-05-08 03:06:28,185 - INFO - 该时间段的真实异常节点: {9, 10, 11, 13}
2025-05-08 03:06:28,185 - INFO - 正在计算异常分数...
2025-05-08 03:06:28,189 - INFO - 检测到的异常节点: {2, 3, 35, 36, 4, 6, 9, 10, 11, 12, 14, 15, 18, 24, 25, 26, 30, 31}
2025-05-08 03:06:28,189 - INFO - 正在为时间段 5708-5712 生成可视化
2025-05-08 03:06:28,189 - INFO - 正在为时间段 5708-5712 生成异常图可视化
2025-05-08 03:06:28,189 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:06:28,193 - DEBUG - 边统计: 正常边 736 条, 异常边 134 条
2025-05-08 03:06:28,261 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-6/seg_7_5708_5712.png
2025-05-08 03:06:28,529 - INFO - 成功保存时间段 5708-5712 的可视化结果
2025-05-08 03:06:28,529 - INFO - 
正在处理时间段 9/30: 5873-5884
2025-05-08 03:06:28,530 - INFO - 该时间段的真实异常节点: {32, 2, 3, 6, 9, 10, 11, 13, 19, 20, 21, 22, 28, 31}
2025-05-08 03:06:28,530 - INFO - 正在计算异常分数...
2025-05-08 03:06:28,556 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 03:06:28,556 - INFO - 正在为时间段 5873-5884 生成可视化
2025-05-08 03:06:28,556 - INFO - 正在为时间段 5873-5884 生成异常图可视化
2025-05-08 03:06:28,556 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:06:28,560 - DEBUG - 边统计: 正常边 688 条, 异常边 124 条
2025-05-08 03:06:28,633 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-6/seg_8_5873_5884.png
2025-05-08 03:06:28,897 - INFO - 成功保存时间段 5873-5884 的可视化结果
2025-05-08 03:06:28,897 - INFO - 
正在处理时间段 10/30: 6022-6026
2025-05-08 03:06:28,897 - INFO - 该时间段的真实异常节点: {33, 34}
2025-05-08 03:06:28,897 - INFO - 正在计算异常分数...
2025-05-08 03:06:28,901 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 25, 28, 30, 31, 32, 33}
2025-05-08 03:06:28,901 - INFO - 正在为时间段 6022-6026 生成可视化
2025-05-08 03:06:28,901 - INFO - 正在为时间段 6022-6026 生成异常图可视化
2025-05-08 03:06:28,901 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:06:28,911 - DEBUG - 边统计: 正常边 654 条, 异常边 216 条
2025-05-08 03:06:28,985 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-6/seg_9_6022_6026.png
2025-05-08 03:06:29,251 - INFO - 成功保存时间段 6022-6026 的可视化结果
2025-05-08 03:06:29,251 - INFO - 
正在处理时间段 11/30: 6412-6418
2025-05-08 03:06:29,251 - INFO - 该时间段的真实异常节点: {1, 2, 3, 6, 9, 10, 11, 13, 15, 19, 20, 21, 22, 28, 30, 31, 32, 35, 36}
2025-05-08 03:06:29,251 - INFO - 正在计算异常分数...
2025-05-08 03:06:29,262 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 03:06:29,262 - INFO - 正在为时间段 6412-6418 生成可视化
2025-05-08 03:06:29,262 - INFO - 正在为时间段 6412-6418 生成异常图可视化
2025-05-08 03:06:29,262 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:06:29,266 - DEBUG - 边统计: 正常边 618 条, 异常边 252 条
2025-05-08 03:06:29,333 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-6/seg_10_6412_6418.png
2025-05-08 03:06:29,601 - INFO - 成功保存时间段 6412-6418 的可视化结果
2025-05-08 03:06:29,601 - INFO - 
正在处理时间段 12/30: 7851-7855
2025-05-08 03:06:29,601 - INFO - 该时间段的真实异常节点: {32, 1, 2, 9, 10, 11, 13, 19, 20, 21, 22, 23, 28, 30, 31}
2025-05-08 03:06:29,601 - INFO - 正在计算异常分数...
2025-05-08 03:06:29,605 - INFO - 检测到的异常节点: {1, 2, 3, 6, 7, 9, 10, 11, 13, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 35, 36}
2025-05-08 03:06:29,605 - INFO - 正在为时间段 7851-7855 生成可视化
2025-05-08 03:06:29,605 - INFO - 正在为时间段 7851-7855 生成异常图可视化
2025-05-08 03:06:29,605 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:06:29,608 - DEBUG - 边统计: 正常边 626 条, 异常边 186 条
2025-05-08 03:06:29,679 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-6/seg_11_7851_7855.png
2025-05-08 03:06:29,945 - INFO - 成功保存时间段 7851-7855 的可视化结果
2025-05-08 03:06:29,945 - INFO - 
正在处理时间段 13/30: 9291-9297
2025-05-08 03:06:29,945 - INFO - 该时间段的真实异常节点: {32, 1, 2, 3, 9, 10, 11, 13, 19, 20, 21, 22, 23, 28, 30, 31}
2025-05-08 03:06:29,945 - INFO - 正在计算异常分数...
2025-05-08 03:06:29,955 - INFO - 检测到的异常节点: {1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 25, 26, 28, 30, 31, 32, 34, 35, 36}
2025-05-08 03:06:29,955 - INFO - 正在为时间段 9291-9297 生成可视化
2025-05-08 03:06:29,956 - INFO - 正在为时间段 9291-9297 生成异常图可视化
2025-05-08 03:06:29,956 - DEBUG - 创建包含 38 个节点的图结构
2025-05-08 03:06:29,959 - DEBUG - 边统计: 正常边 628 条, 异常边 184 条
2025-05-08 03:06:30,026 - DEBUG - 正在保存可视化结果到 ./visual/machine/neighbor_all/value_times_range/machine-1-6/seg_12_9291_9297.png
2025-05-08 03:06:30,321 - INFO - 成功保存时间段 9291-9297 的可视化结果
2025-05-08 03:06:30,321 - INFO - 
正在处理时间段 14/30: 10731-10735
2025-05-08 03:06:30,322 - INFO - 该时间段的真实异常节点: {32, 1, 2, 3, 9, 10, 11, 13, 19, 20, 21, 22, 23, 28, 30, 31}
