2025-05-07 20:10:21,277 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_corr_threshold', visual_dir='./visual/machine/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-07 20:10:21,277 - INFO - 当前评分模式: ['deviation']
2025-05-07 20:10:21,277 - INFO - 
==================================================
2025-05-07 20:10:21,277 - INFO - 开始执行网格搜索...
2025-05-07 20:10:21,284 - INFO - [machine-1-1] Starting grid search...
2025-05-07 20:11:12,387 - INFO - [machine-1-1.txt] mode=deviation, corr_threshold=0.0, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 20:44:19,479 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=6.0, P=0.2011, R=0.2289, F1=0.2141
2025-05-07 20:44:19,479 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=6.5, P=0.2111, R=0.2289, F1=0.2197
2025-05-07 20:44:19,479 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=7.0, P=0.2057, R=0.2169, F1=0.2111
2025-05-07 20:44:19,479 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=0.0, P=0.1741, R=0.3313, F1=0.2282
2025-05-07 20:44:22,849 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=0.5, P=0.1729, R=0.3072, F1=0.2213
2025-05-07 20:44:22,850 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=1.0, P=0.1547, R=0.2590, F1=0.1937
2025-05-07 20:44:22,850 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=1.5, P=0.1597, R=0.2530, F1=0.1958
2025-05-07 20:44:22,850 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=2.0, P=0.1660, R=0.2530, F1=0.2005
2025-05-07 20:44:22,850 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=2.5, P=0.1687, R=0.2470, F1=0.2005
2025-05-07 20:44:24,308 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=3.0, P=0.1745, R=0.2470, F1=0.2045
2025-05-07 20:44:24,309 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=3.5, P=0.1717, R=0.2410, F1=0.2005
2025-05-07 20:44:24,477 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=4.0, P=0.1754, R=0.2410, F1=0.2030
2025-05-07 20:44:26,067 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=4.5, P=0.1818, R=0.2410, F1=0.2073
2025-05-07 20:44:28,814 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=5.0, P=0.1860, R=0.2410, F1=0.2100
2025-05-07 20:44:28,815 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=5.5, P=0.1960, R=0.2349, F1=0.2137
2025-05-07 20:44:28,948 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=6.0, P=0.2011, R=0.2289, F1=0.2141
2025-05-07 20:44:29,596 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=6.5, P=0.2111, R=0.2289, F1=0.2197
2025-05-07 20:44:29,597 - INFO - [machine-3-3.txt] mode=deviation, corr_threshold=0.6, threshold=7.0, P=0.2057, R=0.2169, F1=0.2111
2025-05-07 20:44:29,716 - INFO - [machine-3-4] Starting grid search...
2025-05-07 20:45:10,228 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=0.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:33,128 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=0.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:33,129 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=1.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,970 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=1.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=2.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=2.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=3.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=3.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=4.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=4.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=5.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=5.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=6.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=6.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=7.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=0.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=0.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,971 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=1.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,972 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=1.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,972 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=2.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,972 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=2.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,972 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=3.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,972 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=3.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,972 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=4.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,972 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=4.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,972 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=5.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,972 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=5.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,972 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=6.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,972 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=6.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,972 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.0, threshold=7.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,973 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=0.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,973 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=0.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,973 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=1.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,973 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=1.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,973 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=2.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:44,973 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=2.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:46,394 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=3.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:46,680 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=3.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:46,680 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=4.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:46,680 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=4.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:46,680 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=5.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:46,680 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=5.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:49,815 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=6.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:49,816 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=6.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:49,816 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.1, threshold=7.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:51,576 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=0.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:51,577 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=0.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:45:51,577 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=1.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,862 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=1.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,863 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=2.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,863 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=2.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,863 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=3.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,863 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=3.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,863 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=4.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,863 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=4.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,863 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=5.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,863 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=5.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,863 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=6.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,863 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=6.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,863 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=7.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,864 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=0.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,864 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=0.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,864 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=1.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,864 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=1.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,864 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=2.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,864 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=2.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,864 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=3.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,864 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=3.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,864 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=4.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,864 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=4.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:41,864 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=5.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:44,963 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=5.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:44,964 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=6.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:44,964 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=6.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:44,964 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=7.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:44,964 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=0.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:44,964 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=0.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:44,964 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=1.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:44,964 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=1.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:44,964 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=2.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:44,964 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=2.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:44,964 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=3.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:44,964 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=3.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:59,787 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=4.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:46:59,788 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=4.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:13,506 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=5.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:13,506 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=5.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:13,507 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=6.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:13,507 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=6.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:13,507 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.2, threshold=7.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:13,507 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=0.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:28,927 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=0.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:28,927 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=1.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:28,927 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=1.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:28,927 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=2.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:35,310 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=2.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:35,311 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=3.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:35,312 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=3.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:35,312 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=4.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:35,312 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=4.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:35,318 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=5.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:35,319 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=5.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:35,319 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=6.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:35,319 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=6.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:48,726 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.3, threshold=7.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:48,727 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=0.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:48,727 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=0.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:48,727 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=1.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:48,727 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=1.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:49,516 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=2.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:52,632 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=2.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:52,632 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=3.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:52,632 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=3.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:57,967 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=4.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:57,967 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=4.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:57,968 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=5.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:47:57,968 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=5.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:01,873 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=6.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:01,874 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=6.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:01,874 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=7.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:01,874 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=0.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:01,874 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=0.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:01,874 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=1.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:22,653 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=1.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:22,654 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=2.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:22,654 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=2.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:22,654 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=3.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:22,654 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=3.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:22,654 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=4.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:22,654 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=4.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:22,654 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=5.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:22,654 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=5.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:22,654 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=6.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:24,963 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=6.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:37,539 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=7.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:37,539 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=0.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:37,539 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=0.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:37,539 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=1.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:37,539 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=1.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:37,539 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=2.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:39,359 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=2.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:39,359 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=3.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:47,267 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=3.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:47,268 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=4.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:50,763 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=4.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:50,764 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=5.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:50,764 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=5.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:50,764 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=6.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:51,295 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=6.5, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:51,719 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.4, threshold=7.0, P=0.1294, R=0.8667, F1=0.2251
2025-05-07 20:48:51,719 - INFO - [machine-3-4.txt] mode=deviation, corr_threshold=0.5, threshold=0.0, P=0.1361, R=0.8667, F1=0.2353
