2025-04-16 12:44:10,746 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0.1, 0.2, 0.3, 0.4, 0.5]), neighbor_selection='corr_threshold', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=4, gif_duration=500)
2025-04-16 12:44:10,746 - INFO - 当前评分模式: ['range_ratio']
2025-04-16 12:44:10,746 - INFO - 
==================================================
2025-04-16 12:44:10,747 - INFO - 开始执行网格搜索...
2025-04-16 12:44:10,749 - INFO - [omi-1] Starting grid search...
2025-04-16 12:44:13,872 - INFO - [omi-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:49:04,937 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.5, P=0.8228, R=0.8333, F1=0.8280
2025-04-16 12:49:05,000 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.0, P=0.8228, R=0.8333, F1=0.8280
2025-04-16 12:49:06,316 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.5, P=0.8442, R=0.8333, F1=0.8387
2025-04-16 12:49:06,466 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.0, P=0.8421, R=0.8205, F1=0.8312
2025-04-16 12:49:07,836 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.5, P=0.8421, R=0.8205, F1=0.8312
2025-04-16 12:49:07,837 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.0, P=0.8286, R=0.7436, F1=0.7838
2025-04-16 12:49:09,072 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.5, P=0.8261, R=0.7308, F1=0.7755
2025-04-16 12:49:09,712 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.0, P=0.8235, R=0.7179, F1=0.7671
2025-04-16 12:49:10,658 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.5, P=0.8182, R=0.6923, F1=0.7500
2025-04-16 12:49:10,659 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.0, P=0.8182, R=0.6923, F1=0.7500
2025-04-16 12:49:11,768 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.5, P=0.8182, R=0.6923, F1=0.7500
2025-04-16 12:49:12,252 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.4, threshold=7.0, P=0.8182, R=0.6923, F1=0.7500
2025-04-16 12:49:12,951 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.0, P=0.9130, R=0.8077, F1=0.8571
2025-04-16 12:49:13,756 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.5, P=0.9130, R=0.8077, F1=0.8571
2025-04-16 12:49:14,762 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.0, P=0.9130, R=0.8077, F1=0.8571
2025-04-16 12:49:15,234 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.5, P=0.9130, R=0.8077, F1=0.8571
2025-04-16 12:49:16,119 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.0, P=0.9130, R=0.8077, F1=0.8571
2025-04-16 12:49:16,573 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.5, P=0.9130, R=0.8077, F1=0.8571
2025-04-16 12:49:17,678 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=3.0, P=0.9118, R=0.7949, F1=0.8493
2025-04-16 12:49:17,955 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=3.5, P=0.9118, R=0.7949, F1=0.8493
2025-04-16 12:49:18,915 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=4.0, P=0.9180, R=0.7179, F1=0.8058
2025-04-16 12:49:19,689 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=4.5, P=0.9167, R=0.7051, F1=0.7971
2025-04-16 12:49:20,558 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=5.0, P=0.9153, R=0.6923, F1=0.7883
2025-04-16 12:49:21,243 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=5.5, P=0.9123, R=0.6667, F1=0.7704
2025-04-16 12:49:21,627 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=6.0, P=0.9123, R=0.6667, F1=0.7704
2025-04-16 12:49:22,590 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=6.5, P=0.9123, R=0.6667, F1=0.7704
2025-04-16 12:49:23,014 - INFO - [omi-3.txt] mode=range_ratio, corr_threshold=0.5, threshold=7.0, P=0.9123, R=0.6667, F1=0.7704
2025-04-16 12:49:23,033 - INFO - [omi-4] Starting grid search...
2025-04-16 12:49:26,126 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=0.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 12:49:26,153 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=0.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 12:49:26,153 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=1.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 12:49:26,153 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=1.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 12:49:28,013 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=2.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 12:49:28,127 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=2.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 12:49:28,130 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=3.0, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 12:49:28,130 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=3.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 12:49:29,951 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=4.0, P=0.8553, R=0.9701, F1=0.9091
2025-04-16 12:49:30,020 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=4.5, P=0.8533, R=0.9552, F1=0.9014
2025-04-16 12:49:30,047 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=5.0, P=0.8533, R=0.9552, F1=0.9014
2025-04-16 12:49:30,052 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=5.5, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 12:49:32,325 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=6.0, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 12:49:32,414 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=6.5, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 12:49:32,414 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.1, threshold=7.0, P=0.8493, R=0.9254, F1=0.8857
2025-04-16 12:49:32,444 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 12:49:35,067 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 12:49:35,547 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 12:49:35,754 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 12:49:35,755 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 12:49:37,636 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 12:49:37,893 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.0, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 12:49:38,386 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 12:49:38,821 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.0, P=0.8553, R=0.9701, F1=0.9091
2025-04-16 12:49:40,724 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.5, P=0.8533, R=0.9552, F1=0.9014
2025-04-16 12:49:40,725 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.0, P=0.8533, R=0.9552, F1=0.9014
2025-04-16 12:49:40,914 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.5, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 12:49:41,836 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.0, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 12:49:43,134 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.5, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 12:49:43,855 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.2, threshold=7.0, P=0.8493, R=0.9254, F1=0.8857
2025-04-16 12:49:43,856 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 12:49:44,652 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 12:49:46,280 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 12:49:46,658 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 12:49:46,659 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 12:49:47,629 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 12:49:49,444 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.0, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 12:49:49,446 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 12:49:49,712 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.0, P=0.8553, R=0.9701, F1=0.9091
2025-04-16 12:49:50,433 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.5, P=0.8533, R=0.9552, F1=0.9014
2025-04-16 12:49:52,224 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.0, P=0.8533, R=0.9552, F1=0.9014
2025-04-16 12:49:52,344 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.5, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 12:49:52,685 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.0, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 12:49:53,566 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.5, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 12:49:54,538 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.3, threshold=7.0, P=0.8493, R=0.9254, F1=0.8857
2025-04-16 12:49:55,055 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 12:49:55,405 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.5, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 12:49:56,183 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.0, P=0.8250, R=0.9851, F1=0.8980
2025-04-16 12:49:58,014 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.5, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 12:49:58,152 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.0, P=0.8462, R=0.9851, F1=0.9103
2025-04-16 12:49:58,152 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 12:49:59,403 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.0, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 12:50:00,815 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.5, P=0.8442, R=0.9701, F1=0.9028
2025-04-16 12:50:00,987 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.0, P=0.8553, R=0.9701, F1=0.9091
2025-04-16 12:50:01,180 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.5, P=0.8533, R=0.9552, F1=0.9014
2025-04-16 12:50:02,192 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.0, P=0.8533, R=0.9552, F1=0.9014
2025-04-16 12:50:03,731 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.5, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 12:50:03,732 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.0, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 12:50:04,333 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.5, P=0.8514, R=0.9403, F1=0.8936
2025-04-16 12:50:04,898 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.4, threshold=7.0, P=0.8493, R=0.9254, F1=0.8857
2025-04-16 12:50:06,652 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.0, P=0.9420, R=0.9701, F1=0.9559
2025-04-16 12:50:06,715 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.5, P=0.9420, R=0.9701, F1=0.9559
2025-04-16 12:50:06,836 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.0, P=0.9420, R=0.9701, F1=0.9559
2025-04-16 12:50:08,126 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.5, P=0.9420, R=0.9701, F1=0.9559
2025-04-16 12:50:09,357 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.0, P=0.9420, R=0.9701, F1=0.9559
2025-04-16 12:50:09,802 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.5, P=0.9412, R=0.9552, F1=0.9481
2025-04-16 12:50:09,803 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=3.0, P=0.9552, R=0.9552, F1=0.9552
2025-04-16 12:50:10,700 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=3.5, P=0.9552, R=0.9552, F1=0.9552
2025-04-16 12:50:12,432 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=4.0, P=0.9552, R=0.9552, F1=0.9552
2025-04-16 12:50:12,433 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=4.5, P=0.9545, R=0.9403, F1=0.9474
2025-04-16 12:50:12,884 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=5.0, P=0.9545, R=0.9403, F1=0.9474
2025-04-16 12:50:13,607 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=5.5, P=0.9531, R=0.9104, F1=0.9313
2025-04-16 12:50:15,575 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=6.0, P=0.9531, R=0.9104, F1=0.9313
2025-04-16 12:50:15,575 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=6.5, P=0.9531, R=0.9104, F1=0.9313
2025-04-16 12:50:15,728 - INFO - [omi-4.txt] mode=range_ratio, corr_threshold=0.5, threshold=7.0, P=0.9524, R=0.8955, F1=0.9231
2025-04-16 12:50:15,744 - INFO - [omi-5] Starting grid search...
2025-04-16 12:50:18,952 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=0.0, P=0.4757, R=1.0000, F1=0.6447
2025-04-16 12:50:18,953 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=0.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 12:50:18,953 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=1.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 12:50:18,953 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=1.5, P=0.4700, R=0.9592, F1=0.6309
2025-04-16 12:50:20,884 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=2.0, P=0.4583, R=0.8980, F1=0.6069
2025-04-16 12:50:20,931 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=2.5, P=0.4681, R=0.8980, F1=0.6154
2025-04-16 12:50:20,968 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=3.0, P=0.4674, R=0.8776, F1=0.6099
2025-04-16 12:50:20,968 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=3.5, P=0.4767, R=0.8367, F1=0.6074
2025-04-16 12:50:22,870 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=4.0, P=0.4691, R=0.7755, F1=0.5846
2025-04-16 12:50:22,915 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=4.5, P=0.4872, R=0.7755, F1=0.5984
2025-04-16 12:50:22,977 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=5.0, P=0.4935, R=0.7755, F1=0.6032
2025-04-16 12:50:22,978 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=5.5, P=0.4933, R=0.7551, F1=0.5968
2025-04-16 12:50:24,943 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=6.0, P=0.4933, R=0.7551, F1=0.5968
2025-04-16 12:50:25,163 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=6.5, P=0.5000, R=0.7347, F1=0.5950
2025-04-16 12:50:25,682 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.1, threshold=7.0, P=0.4857, R=0.6939, F1=0.5714
2025-04-16 12:50:25,684 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.0, P=0.4757, R=1.0000, F1=0.6447
2025-04-16 12:50:27,980 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 12:50:28,528 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 12:50:28,529 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.5, P=0.4700, R=0.9592, F1=0.6309
2025-04-16 12:50:28,529 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.0, P=0.4583, R=0.8980, F1=0.6069
2025-04-16 12:50:31,315 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.5, P=0.4681, R=0.8980, F1=0.6154
2025-04-16 12:50:31,317 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.0, P=0.4674, R=0.8776, F1=0.6099
2025-04-16 12:50:31,317 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.5, P=0.4767, R=0.8367, F1=0.6074
2025-04-16 12:50:31,835 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.0, P=0.4691, R=0.7755, F1=0.5846
2025-04-16 12:50:34,016 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.5, P=0.4872, R=0.7755, F1=0.5984
2025-04-16 12:50:34,017 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.0, P=0.4935, R=0.7755, F1=0.6032
2025-04-16 12:50:34,099 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.5, P=0.4933, R=0.7551, F1=0.5968
2025-04-16 12:50:35,020 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.0, P=0.4933, R=0.7551, F1=0.5968
2025-04-16 12:50:36,794 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.5, P=0.5000, R=0.7347, F1=0.5950
2025-04-16 12:50:36,916 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.2, threshold=7.0, P=0.4857, R=0.6939, F1=0.5714
2025-04-16 12:50:37,254 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.0, P=0.4757, R=1.0000, F1=0.6447
2025-04-16 12:50:38,126 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 12:50:39,988 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 12:50:39,989 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.5, P=0.4700, R=0.9592, F1=0.6309
2025-04-16 12:50:40,492 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.0, P=0.4583, R=0.8980, F1=0.6069
2025-04-16 12:50:40,685 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.5, P=0.4681, R=0.8980, F1=0.6154
2025-04-16 12:50:42,159 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.0, P=0.4674, R=0.8776, F1=0.6099
2025-04-16 12:50:42,894 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.5, P=0.4767, R=0.8367, F1=0.6074
2025-04-16 12:50:43,868 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.0, P=0.4691, R=0.7755, F1=0.5846
2025-04-16 12:50:44,013 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.5, P=0.4872, R=0.7755, F1=0.5984
2025-04-16 12:50:44,919 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.0, P=0.4935, R=0.7755, F1=0.6032
2025-04-16 12:50:45,996 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.5, P=0.4933, R=0.7551, F1=0.5968
2025-04-16 12:50:47,149 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.0, P=0.4933, R=0.7551, F1=0.5968
2025-04-16 12:50:47,150 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.5, P=0.5000, R=0.7347, F1=0.5950
2025-04-16 12:50:47,689 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.3, threshold=7.0, P=0.4857, R=0.6939, F1=0.5714
2025-04-16 12:50:48,898 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.0, P=0.4757, R=1.0000, F1=0.6447
2025-04-16 12:50:49,725 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.5, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 12:50:50,110 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.0, P=0.4706, R=0.9796, F1=0.6358
2025-04-16 12:50:50,894 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.5, P=0.4700, R=0.9592, F1=0.6309
2025-04-16 12:50:51,504 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.0, P=0.4583, R=0.8980, F1=0.6069
2025-04-16 12:50:52,645 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.5, P=0.4681, R=0.8980, F1=0.6154
2025-04-16 12:50:52,677 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.0, P=0.4674, R=0.8776, F1=0.6099
2025-04-16 12:50:54,014 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.5, P=0.4767, R=0.8367, F1=0.6074
2025-04-16 12:50:54,398 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.0, P=0.4691, R=0.7755, F1=0.5846
2025-04-16 12:50:55,699 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.5, P=0.4872, R=0.7755, F1=0.5984
2025-04-16 12:50:55,700 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.0, P=0.4935, R=0.7755, F1=0.6032
2025-04-16 12:50:56,833 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.5, P=0.4933, R=0.7551, F1=0.5968
2025-04-16 12:50:57,607 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.0, P=0.4933, R=0.7551, F1=0.5968
2025-04-16 12:50:58,765 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.5, P=0.5000, R=0.7347, F1=0.5950
2025-04-16 12:50:58,766 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.4, threshold=7.0, P=0.4857, R=0.6939, F1=0.5714
2025-04-16 12:50:59,573 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.0, P=0.4884, R=0.8571, F1=0.6222
2025-04-16 12:51:00,643 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.5, P=0.4824, R=0.8367, F1=0.6119
2025-04-16 12:51:01,394 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.0, P=0.4762, R=0.8163, F1=0.6015
2025-04-16 12:51:02,264 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.5, P=0.4756, R=0.7959, F1=0.5954
2025-04-16 12:51:02,266 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.0, P=0.4795, R=0.7143, F1=0.5738
2025-04-16 12:51:03,923 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.5, P=0.5152, R=0.6939, F1=0.5913
2025-04-16 12:51:04,021 - INFO - [omi-5.txt] mode=range_ratio, corr_threshold=0.5, threshold=3.0, P=0.5077, R=0.6735, F1=0.5789
